,F140,F153,F157,F159,F198,F200,F201,F21,F26,F272,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F411,F426,F439,F470,F471,F474,F476,F495,F524,F550,F551,F553,F554,F556,F557,F578,F72
946,3.225,0.0089,,284.0,0.257,19.13,5.67,-5215.5,2.0002,29.7273,9.1013,,8.3765,85.4438,8.4278,0.0747,50.286,,64.332,117.8352,0.9609,0.9145,64.2407,2.4192,5.019,26.5624,11.2026,8.7106,5.418,20.8,1.64,9.3161,0.7662,5.2317,2.18,,
947,0.4463,0.0095,,978.0,1.183,21.91,8.93,-5540.5,1.9752,59.8992,25.9429,,9.4154,84.1975,8.7548,0.3246,50.7923,7.8421,64.5815,118.3978,3.1584,0.9762,71.4379,11.5407,17.9761,24.9731,27.5964,5.1683,7.2493,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,152.6586
948,,0.0172,0.0344,527.0,1.037,21.44,6.24,-6561.25,1.884,24.7091,,0.0102,9.623,84.2942,8.7199,0.3231,49.8696,5.5873,63.8867,118.6792,,1.7907,32.4607,10.2914,6.2564,13.8268,44.4727,5.0921,7.7937,20.84,1.32,9.583,0.6118,5.2197,1.6519,0.0295,164.1566
949,3.225,0.0085,0.0234,935.0,0.509,23.2,5.85,-5526.0,1.963,11.8252,9.1013,0.0078,8.4865,83.6681,8.8546,0.1647,50.739,,64.5531,118.3618,0.9609,0.8758,68.2718,4.8349,8.1548,49.8805,25.9895,5.7171,6.2832,14.09,0.62,6.9714,0.2501,3.6371,0.7862,,
950,3.225,0.012,,995.0,0.493,22.96,5.63,-5476.25,2.006,29.1852,9.1013,,9.5751,84.3084,8.3591,0.1548,50.3996,,64.5242,117.9356,0.9609,1.2386,70.2176,4.6188,5.5106,16.0239,10.6001,6.168,5.8429,,,,,,,0.0401,
951,0.1271,0.0086,,624.0,0.444,20.89,6.02,-5261.75,1.9627,35.792,19.5117,,8.9428,83.5182,8.6149,0.1284,50.3917,,64.2488,118.0712,2.6329,0.8824,83.3927,4.2634,12.5051,26.5192,29.3522,7.4188,5.9819,18.26,1.36,8.8441,0.5417,4.5069,1.8084,0.0207,
952,0.2936,0.0101,,471.0,0.2,14.76,2.97,-5444.75,1.991,68.0069,11.2673,,8.7352,85.4487,8.6695,0.0662,50.2081,4.5221,63.7619,118.1258,1.548,1.0423,68.0175,1.9135,5.4055,17.678,15.8056,11.2555,2.9892,14.72,0.99,6.8733,0.3518,3.6104,1.3321,0.022,152.9875
953,0.2048,0.0092,,712.0,0.318,19.29,7.88,-5290.0,1.9823,33.008,19.4007,,8.3785,84.525,8.7932,0.0985,50.1146,,63.7758,118.023,2.6243,0.9396,64.2857,3.0449,8.4254,46.0365,11.5761,4.0752,5.6538,16.63,1.12,8.1402,0.4683,4.1955,1.5246,,
954,0.2361,0.0084,,183.0,0.851,19.32,3.72,-6493.0,1.8657,27.1708,18.9489,,9.5798,85.7204,9.0811,0.2358,50.6151,7.8531,64.1481,117.6492,2.2227,0.8641,39.4195,8.291,9.4556,19.9649,12.759,7.1491,8.5895,11.22,1.08,5.4331,0.5334,2.7988,1.3407,,156.8163
955,0.4463,0.0114,,967.0,0.839,20.87,10.25,-5743.25,1.9885,33.8454,25.9429,,9.2629,83.6367,8.8562,0.2416,50.2577,6.3413,64.0201,118.4858,3.1584,1.1688,53.7908,8.1125,16.0945,35.6063,36.4909,8.5231,3.278,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0208,155.0576
956,0.3033,0.007,,493.0,0.247,20.19,8.0,-5364.0,2.0192,34.1579,15.7643,,8.4234,93.8653,8.6611,0.0702,57.8485,,76.2508,125.9348,1.863,0.7156,79.2201,2.363,7.3664,45.7327,10.0668,5.3552,9.5024,14.39,1.06,6.0512,0.4495,3.5905,1.4537,,
957,0.1036,0.0184,,791.0,0.453,14.87,9.99,-5501.0,1.9872,42.0924,19.1745,,10.1786,83.4093,8.3663,0.1363,50.4972,,64.741,117.9414,2.5175,1.9192,128.9374,4.4064,13.5177,28.0751,23.5177,12.631,6.967,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.026,
958,0.1271,0.0115,,322.0,0.338,20.78,6.28,-5537.0,1.985,57.472,19.5117,,8.7027,85.188,8.9562,0.1151,50.1992,4.9035,63.901,118.0178,2.6329,1.1789,75.6708,3.1716,6.5925,43.7444,12.6864,10.2795,8.073,18.02,0.83,7.1964,0.3244,4.5661,1.1374,,154.5423
959,0.4256,0.0062,,469.0,0.237,16.22,4.56,-5423.25,2.0023,66.2021,18.3632,,8.2755,84.3441,8.9833,0.0721,50.6379,,64.7846,119.6042,2.3253,0.6355,45.0927,2.2761,5.4961,35.5619,17.6475,5.6713,6.6147,13.52,0.72,6.398,0.3438,3.3114,0.9653,,
960,0.4463,0.0107,,2099.0,0.378,25.39,17.95,-4682.0,1.9882,60.4817,25.9429,,7.2377,87.1083,8.7779,0.1207,50.0922,,64.4107,118.0094,3.1584,1.1018,60.6243,3.6235,6.4303,86.046,22.1725,8.1788,2.9852,16.6,1.83,7.3599,0.658,4.137,2.3215,0.0178,
961,0.3033,0.0103,,377.0,0.24,17.32,2.74,-6469.5,1.8835,27.7238,15.7643,,7.984,84.7188,8.7073,0.0789,50.2823,,64.6813,118.294,1.863,1.0584,49.9033,2.2885,4.1674,19.7551,10.2332,6.1401,1.3366,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
962,0.4256,0.0047,,300.0,0.214,19.28,5.4,-5305.0,1.9952,41.0143,18.3632,,8.5925,83.5182,8.6149,0.065,50.3917,,64.2488,118.0712,2.3253,0.4807,98.082,2.0339,8.3052,19.5265,14.2285,4.3749,8.2974,13.51,1.28,5.6555,0.5601,3.4205,1.7295,0.0174,
963,0.5996,0.0176,,355.0,1.187,19.98,4.75,-5671.25,2.014,32.2167,30.8411,,9.4994,85.4838,8.7401,0.328,50.0631,5.6418,64.3756,118.0474,4.3569,1.8409,52.7007,11.5012,13.7728,22.2464,26.4374,6.778,4.7112,21.19,2.25,9.2049,0.9926,5.3453,2.8079,,156.0598
964,0.1271,0.0087,,837.0,1.1,14.87,5.08,-5614.75,1.9682,58.2068,19.5117,,9.8383,86.0222,9.2016,0.309,50.5239,6.5694,64.0447,118.1136,2.6329,0.8944,58.4838,10.7735,10.9362,20.785,21.9985,4.3047,7.122,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0219,153.7923
965,0.1292,0.0088,,454.0,0.273,12.18,4.51,-5459.75,1.9815,55.747,20.667,,7.1322,83.9932,9.0639,0.0674,50.2254,3.6293,63.9159,118.7654,2.6372,0.9014,77.2145,2.6698,5.2622,22.868,12.039,10.0382,5.7806,14.89,0.98,6.9431,0.3811,3.7161,1.3385,,154.3927
966,0.1245,0.0051,,865.0,0.45,16.63,3.11,-5504.75,2.0092,54.0056,22.6751,,8.3821,86.0222,9.2016,0.1253,50.5239,6.2567,64.0447,118.1136,2.9678,0.5184,51.0334,4.3031,5.0112,23.1491,17.4566,4.404,6.2841,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,150.5873
967,0.2048,0.0097,,929.0,0.261,13.65,3.27,-5648.25,1.996,52.061,19.4007,,8.4392,84.3441,8.9833,0.0835,50.6379,,64.7846,119.6042,2.6243,0.9894,59.2007,2.4963,5.0524,18.2919,7.2587,10.0862,6.9032,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
968,0.1556,0.0166,,371.0,0.565,27.53,7.19,-5300.25,1.9735,23.2008,19.5809,,9.4213,84.5333,8.8078,0.1578,50.2326,7.5279,63.94,118.5778,2.693,1.729,66.443,5.4405,12.9152,28.3646,22.6318,6.318,8.797,15.11,1.02,7.2283,0.3884,3.7837,1.3982,,151.3151
969,0.2361,0.0119,,834.0,0.556,25.72,6.12,-5121.5,1.9975,33.6876,18.9489,,9.8802,84.9121,8.1166,0.1711,50.4608,6.6103,64.5548,118.2426,2.2227,1.2191,93.0612,5.3144,10.718,25.1104,18.936,8.2689,6.9024,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,148.5165
970,0.0727,0.006,,4361.0,0.218,19.74,4.68,-5491.75,1.9947,68.15,18.0762,,8.2637,83.5811,8.6068,0.0859,50.6355,4.5228,64.6913,118.2942,2.481,0.6092,73.0869,2.0688,6.5021,40.7308,21.5064,7.5195,7.0168,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0223,150.4633
971,0.4463,0.0049,,726.0,1.057,15.95,5.6,-5409.0,2.0023,40.528,25.9429,,9.7835,85.7132,9.0606,0.3309,50.5004,4.3649,64.0248,117.9764,3.1584,0.498,64.9891,10.3436,12.25,14.7673,23.5531,8.5407,3.4546,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,157.9727
972,0.0727,0.0123,,1175.0,0.186,15.55,3.9,-5274.25,1.9962,24.5012,18.0762,,8.2336,84.5509,9.6136,0.0569,50.9199,4.5398,64.7472,119.5168,2.481,1.2675,75.8523,1.7663,6.3821,30.7337,15.8093,4.9589,6.9163,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,150.1738
973,0.0727,0.0112,,372.0,0.864,27.32,8.07,-5339.0,2.023,53.2713,18.0762,,10.1571,85.4487,8.6695,0.2462,50.2081,7.1852,63.7619,118.1258,2.481,1.1462,41.768,8.3987,14.6836,28.7585,17.1689,11.4561,4.5313,15.11,1.48,6.2318,0.582,3.6417,2.0059,,154.1558
974,0.4256,0.0092,,2779.0,0.372,26.54,10.27,-5966.75,1.9795,15.1879,18.3632,,8.0872,87.1083,8.7779,0.115,50.0922,,64.4107,118.0094,2.3253,0.9405,67.619,3.5279,8.1094,32.1493,22.422,8.7298,5.3414,15.11,1.18,7.0096,0.4967,3.7364,1.5943,,
975,0.1271,0.0102,,297.0,0.243,21.25,5.38,-6351.0,1.8867,55.5121,19.5117,,8.1285,85.7132,9.0606,0.0774,50.5004,4.8368,64.0248,117.9764,2.6329,1.0534,41.4151,2.361,6.3781,33.6831,11.9955,8.5518,2.8725,18.97,0.87,8.4788,0.3415,4.6012,1.1489,,149.9149
976,0.0452,0.0051,0.0414,1273.0,0.623,15.67,4.51,-5623.5,1.9962,57.1146,20.167,0.0119,9.0933,85.2836,8.8331,0.166,50.8216,,64.3688,116.0982,2.5497,0.5211,80.4545,5.9676,10.0402,19.0244,14.0433,5.1686,5.9644,15.68,1.33,7.7507,0.5332,3.887,1.8217,,
977,0.1099,0.0372,0.0306,1736.0,0.277,19.53,6.53,-5303.0,1.9805,28.8251,18.447,0.0113,8.0173,85.822,9.0776,0.0785,50.4667,,64.059,118.0494,2.2841,3.8309,85.0642,2.6041,5.427,54.4256,16.1453,6.5109,2.3968,16.14,0.78,7.7172,0.309,3.9393,1.0756,0.0348,
978,0.2048,0.0116,,364.0,0.948,18.43,6.62,-5675.0,2.0015,28.517,19.4007,,9.243,83.6681,8.8546,0.2618,50.739,,64.5531,118.3618,2.6243,1.197,48.6104,9.1352,15.739,24.1782,23.0086,8.0322,5.6332,19.71,1.3,8.7055,0.5178,4.8149,1.7456,0.02,
979,0.2048,0.0054,,1271.0,1.207,14.5,4.01,-5439.25,1.9725,50.7331,19.4007,,9.9205,84.8185,8.9979,0.3404,50.5682,,64.3519,118.4998,2.6243,0.5518,55.5746,11.7566,13.0126,24.7028,28.3403,10.4274,7.3378,15.91,1.0,7.1614,0.3767,3.979,1.3605,0.0237,
980,0.1556,0.0108,,1257.0,0.204,16.93,3.32,-5949.25,1.9893,71.2452,19.5809,,8.5577,85.5485,8.8548,0.0623,50.1588,,63.7216,117.9246,2.693,1.1059,73.9255,1.9423,5.7283,10.1763,13.5936,5.5979,7.1324,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0202,
981,0.1271,0.0057,,2867.0,0.272,15.26,9.23,-6189.75,2.001,53.85,19.5117,,8.2727,84.6838,9.0425,0.0787,50.7493,,64.4947,117.7228,2.6329,0.5845,136.6242,2.5945,8.4325,52.9078,16.0031,6.9726,6.4266,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
982,0.1556,0.0112,,662.0,0.3,23.9,5.72,-5125.75,2.0038,38.1398,19.5809,,8.3836,83.4093,8.3663,0.0931,50.4972,,64.741,117.9414,2.693,1.1499,87.5548,2.8817,7.5797,41.2883,9.3404,3.2063,2.8757,12.35,0.78,5.4686,0.3073,3.0901,1.0492,,
983,0.0585,0.0105,,384.0,0.414,15.17,5.81,-5387.0,1.998,30.2894,20.4491,,7.5911,83.4093,8.3663,0.1093,50.4972,,64.741,117.9414,2.5978,1.076,75.6374,3.9814,6.7871,31.4421,16.5012,10.15,3.5728,17.69,1.12,7.0096,0.4739,4.3744,1.5118,,
984,0.0585,0.012,,1424.0,0.229,20.69,7.89,-5145.25,1.973,26.3154,20.4491,,7.3106,84.7907,8.9191,0.0696,50.6581,,64.4096,118.3818,2.5978,1.2348,64.5339,2.2081,6.0468,30.6024,15.928,9.2869,3.0216,18.16,1.34,7.8706,0.5401,4.3484,1.8029,0.0088,
985,3.225,0.0054,,484.0,0.25,25.04,7.7,-5548.25,2.0042,33.7534,9.1013,,8.9793,83.6681,8.8546,0.0851,50.739,,64.5531,118.3618,0.9609,0.5481,50.6329,2.3753,8.5496,38.2634,37.6327,4.7068,6.3496,,,,,,,0.0162,
986,0.4256,0.0103,,1054.0,0.5,16.64,10.32,-5648.0,2.0227,29.5481,18.3632,,9.4101,84.052,8.8581,0.1484,50.137,,64.6559,117.8936,2.3253,1.0573,72.514,4.8047,17.9377,35.3704,22.4803,6.2799,6.5086,16.02,0.46,6.6619,0.1897,3.9815,0.6418,,
987,0.2342,0.0172,,541.0,1.126,10.04,7.07,-6445.0,1.8847,67.283,15.1502,,9.2286,86.0222,9.2016,0.2942,50.5239,7.1001,64.0447,118.1136,1.7564,1.7886,34.2105,11.078,12.9477,41.4387,23.7291,11.2907,5.5651,20.68,0.93,9.2278,0.3435,5.057,1.2005,,160.5119
988,0.1796,0.0115,,420.0,1.319,22.33,3.78,-5441.5,2.0122,32.4354,16.4729,,9.0635,84.5509,9.6136,0.3719,50.9199,6.8939,64.7472,119.5168,2.0115,1.1769,38.8565,12.8398,13.7082,15.2778,27.9095,6.3731,6.6669,16.66,1.85,7.0487,0.7651,4.0992,2.4748,,152.6493
989,0.2393,0.0108,,549.0,0.443,30.24,8.51,-5482.5,2.0183,54.8589,17.5121,,8.2801,85.2826,8.1161,0.1251,50.4944,,64.5502,118.3048,2.41,1.1152,86.1341,4.1783,7.1562,26.4738,31.6384,7.1213,6.8914,13.46,1.08,6.3274,0.3971,3.4296,1.487,0.017,
990,0.1556,0.0149,,595.0,1.287,17.37,12.13,-5307.5,1.9837,35.3104,19.5809,,10.0575,86.0222,9.2016,0.4343,50.5239,7.9999,64.0447,118.1136,2.693,1.5432,91.8485,12.671,17.3037,38.8001,22.1172,3.9934,6.5651,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,156.2715
991,0.4256,0.0098,,390.0,0.355,13.77,6.4,-5648.25,1.9945,34.0214,18.3632,,8.7432,84.3441,8.9833,0.1022,50.6379,,64.7846,119.6042,2.3253,1.0037,115.8177,3.407,7.8734,25.8286,8.4358,11.3471,6.5674,18.85,1.83,8.2324,0.7498,4.6602,2.4117,0.02,
992,0.0585,0.0083,,648.0,0.296,18.49,9.27,-5471.75,2.0145,38.0348,20.4491,,8.0622,84.1896,8.8519,0.079,50.1963,,64.6928,118.031,2.5978,0.8475,47.3427,2.7954,6.2739,59.4751,10.8642,5.091,6.9709,18.38,0.16,8.7779,0.068,4.5202,0.2206,,
993,0.2048,0.017,,414.0,1.198,23.29,5.24,-5399.25,1.9785,22.7509,19.4007,,9.3714,84.4905,8.7997,0.3175,50.5147,,64.3568,118.489,2.6243,1.7657,32.3009,11.6591,15.0494,18.567,21.0677,10.247,5.6257,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,
994,0.4786,0.0151,,483.0,1.15,20.1,5.22,-5707.0,1.9713,68.3025,17.8031,,9.8158,87.1083,8.7779,0.3031,50.0922,,64.4107,118.0094,2.1981,1.5687,54.1353,11.1164,13.7804,22.4932,27.6718,7.674,6.5256,15.9,1.92,6.7464,0.7783,3.8716,2.5771,,
995,,0.0126,,996.0,,,,-5420.25,1.9523,48.4095,,,8.4086,83.7568,8.2981,,50.628,,64.638,119.9514,,1.2939,73.1295,,,,,3.7825,5.9887,17.79,1.25,7.8002,0.5539,4.2965,1.7011,,
996,0.5512,0.0061,,163.0,0.292,15.94,5.31,-5525.0,1.9858,13.1526,15.8475,,8.8926,83.7179,8.7015,0.0827,50.6219,,64.4228,118.504,1.8436,0.621,68.1627,2.8271,5.8346,24.4986,19.7834,6.1897,7.5474,21.75,0.86,9.5614,0.3132,5.4328,1.1822,,
997,0.4256,0.0123,,332.0,0.207,23.42,5.03,-5327.5,1.999,60.8892,18.3632,,8.3423,85.2826,8.1161,0.0667,50.4944,,64.5502,118.3048,2.3253,1.2635,71.3684,1.9589,6.4553,19.082,22.5516,8.3174,2.8895,16.12,0.64,6.9866,0.2751,4.0169,0.8942,0.026,
998,0.0716,0.0129,,1445.0,1.223,18.44,8.27,-5194.75,1.9765,15.8156,19.4422,,9.6496,93.8653,8.6611,0.3417,57.8485,,76.2508,125.9348,2.5085,1.3401,71.2871,11.8439,14.5563,27.35,26.1908,12.6939,6.9287,19.22,0.64,9.3244,0.2446,4.8944,0.8969,0.0096,
999,0.633,0.0044,,123.0,0.275,19.42,5.19,-6411.0,1.8733,68.8032,28.4987,,8.6132,85.7204,9.0811,0.0763,50.6151,5.506,64.1481,117.6492,3.5528,0.4496,38.2775,2.582,6.3157,48.7763,8.4877,9.3696,6.525,16.48,1.38,7.7074,0.5075,4.0053,1.7475,,143.9189
1000,0.1556,0.0102,,456.0,0.303,21.3,4.39,-5339.5,2.0057,43.8005,19.5809,,8.4733,85.2826,8.1161,0.0856,50.4944,,64.5502,118.3048,2.693,1.0482,40.9562,2.9073,5.4644,22.8961,7.1707,5.1683,6.0986,11.83,0.84,4.9643,0.3596,2.9683,1.1298,,
1001,0.1036,0.0117,,822.0,0.421,13.34,4.97,-5443.25,2.009,33.5352,19.1745,,10.1109,84.3084,8.3591,0.134,50.3996,,64.5242,117.9356,2.5175,1.1947,93.2166,4.0654,11.4086,14.6583,12.9923,7.4438,8.4689,18.64,0.71,7.9236,0.2822,4.7017,0.9224,,
1002,0.4786,0.0085,,600.0,0.251,21.22,8.21,-5776.75,2.0132,19.7455,17.8031,,7.7615,84.525,8.7932,0.0706,50.1146,,63.7758,118.023,2.1981,0.8713,96.5237,2.3383,6.4009,45.3782,6.9198,6.7009,6.5875,17.06,0.77,7.7153,0.2942,4.3024,1.0739,,
1003,0.0881,0.0057,,511.0,0.233,20.35,4.12,-5352.75,1.9948,15.3252,25.4956,,8.956,84.052,8.8581,0.0718,50.137,,64.6559,117.8936,3.1949,0.5866,89.9023,2.2158,5.1127,24.2788,9.089,6.7701,8.0606,22.23,1.25,10.0136,0.5377,5.6231,1.6844,,
1004,0.4786,0.0203,,485.0,1.182,23.39,5.44,-5352.5,1.995,39.9752,17.8031,,9.5601,84.7176,8.7373,0.3283,50.5598,,64.3447,118.3632,2.1981,2.1129,48.0207,11.4598,13.7663,26.7341,38.0261,5.9839,5.751,18.45,1.36,8.4513,0.5624,4.6683,1.689,0.0552,
1005,0.5864,0.0098,,391.0,0.626,18.55,13.42,-5187.75,1.9772,42.5854,16.4196,,9.8504,84.7176,8.7373,0.1767,50.5598,,64.3447,118.3632,2.1823,1.0089,69.7785,6.0723,19.9443,50.0686,16.841,8.1267,8.3559,9.28,0.64,4.2721,0.2503,2.3052,0.874,,
1006,0.4256,0.0086,,1009.0,0.36,19.82,5.95,-5546.25,2.019,67.2344,18.3632,,8.5256,85.2826,8.1161,0.1007,50.4944,,64.5502,118.3048,2.3253,0.8834,46.0047,3.4405,8.2028,21.1096,25.5395,5.1686,7.0697,16.53,1.23,6.3414,0.4626,4.0639,1.6844,,
1007,0.7449,0.0103,,366.0,0.241,15.61,5.17,-5588.0,1.9783,84.7686,27.6399,,8.8935,84.5987,8.8836,0.0645,50.0944,10.4279,63.7488,117.878,3.38,1.0579,55.3476,2.2763,5.231,24.1537,29.7567,6.1816,3.4698,,,,,,,,146.0182
1008,0.1509,0.0198,,442.0,0.284,23.56,8.22,-6347.75,1.8855,45.8341,19.6608,,8.2809,84.0397,9.1287,0.0817,50.5501,6.6849,64.215,118.1158,2.5713,2.0675,39.2273,2.71,4.5467,36.7281,10.8287,4.404,8.388,17.55,1.59,8.1777,0.6856,4.2805,1.9996,0.0167,144.4383
1009,0.6008,0.0109,,346.0,1.294,26.01,5.95,-6335.25,1.8902,61.605,14.9588,,8.9069,85.7132,9.0606,0.3472,50.5004,6.9307,64.0248,117.9764,2.0976,1.1263,48.0583,12.5152,14.2235,24.2084,19.9009,6.8937,7.0183,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,149.6858
1010,0.4256,0.0046,,269.0,1.125,23.26,10.05,-5383.25,1.9628,24.2383,18.3632,,9.9891,84.3441,8.9833,0.3076,50.6379,,64.7846,119.6042,2.3253,0.4739,73.3467,11.0537,16.8826,37.4628,28.2879,6.7701,7.3609,19.16,0.82,7.9109,0.3703,4.7547,1.1466,,
1011,0.6008,0.011,,383.0,0.296,15.0,5.12,-5475.75,2.0038,22.6361,14.9588,,9.2422,84.0397,9.1287,0.0886,50.5501,4.0636,64.215,118.1158,2.0976,1.1287,82.243,2.8474,5.0377,15.7581,8.0225,6.6433,8.2042,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,149.2554
1012,0.5512,0.0082,,605.0,0.164,20.2,2.89,-5333.75,1.9823,39.0609,15.8475,,8.1589,84.1975,8.7548,0.0564,50.7923,4.9451,64.5815,118.3978,1.8436,0.8443,79.2642,1.5581,5.3834,16.2255,10.8415,8.1632,6.5779,12.39,1.36,5.1475,0.5349,3.0712,1.824,,143.9415
1013,1.013,0.0118,,575.0,0.327,12.5,6.17,-5346.25,2.011,41.4335,16.3576,,7.0844,84.7907,8.9191,0.0946,50.6581,,64.4096,118.3818,1.9066,1.2194,51.768,3.1524,5.4535,26.0437,10.8863,4.4278,4.2146,14.89,0.98,6.9431,0.3811,3.7161,1.3385,,
1014,0.1451,0.0043,,1027.0,0.167,19.29,5.58,-5291.0,1.9922,27.0936,20.1329,,7.3425,84.6998,9.4336,0.054,50.4561,3.8676,64.1172,119.2394,2.6323,0.4397,91.2414,1.6014,7.1739,15.999,11.6269,13.9959,5.8212,14.89,0.98,6.9431,0.3811,3.7161,1.3385,,147.0003
1015,0.1556,0.0043,,425.0,0.524,20.2,4.25,-6403.0,1.8887,61.1394,19.5809,,8.3607,84.0397,9.1287,0.1851,50.5501,5.7563,64.215,118.1158,2.693,0.4345,20.0207,5.0154,5.8073,15.2692,13.4201,6.8937,6.7349,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,143.6601
1016,0.1451,0.0111,,637.0,0.358,12.86,4.52,-5984.0,2.0035,37.4447,20.1329,,10.2268,84.3947,8.897,0.106,50.142,5.7597,64.5666,118.181,2.6323,1.1355,75.7103,3.4675,9.5796,32.7175,9.8797,4.736,3.924,15.91,1.0,7.1614,0.3767,3.979,1.3605,,159.6354
1017,0.2393,0.0109,,217.0,0.544,21.37,7.59,-4951.25,1.98,50.7376,17.5121,,9.4127,84.7907,8.9191,0.1468,50.6581,,64.4096,118.3818,2.41,1.1199,62.5464,5.2264,7.1926,29.6019,17.0341,9.8209,7.0117,15.44,1.79,6.98,0.8464,3.8657,2.2232,,
1018,0.167,0.0113,,381.0,0.997,18.27,5.04,-5167.0,1.983,31.7462,23.6656,,9.1081,83.9932,9.0639,0.3134,50.2254,7.0381,63.9159,118.7654,3.2353,1.1634,68.2646,9.7533,12.0153,19.6209,23.1744,9.9615,4.0271,16.38,1.15,7.4862,0.4381,4.0823,1.5542,,152.1231
1019,0.0585,0.0111,0.0272,539.0,0.23,20.6,3.99,-5135.0,1.97,54.043,20.4491,0.0092,9.2808,83.5902,8.9221,0.066,50.6835,,64.5121,118.5814,2.5978,1.1328,76.1856,2.1822,5.5914,27.192,15.7488,8.0629,6.5783,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0352,
1020,0.1666,0.016,,278.0,1.32,16.18,8.19,-5740.75,1.986,53.4539,10.578,,9.7373,84.5509,9.6136,0.338,50.9199,6.8457,64.7472,119.5168,1.3369,1.6621,53.8168,13.0306,10.7675,28.8828,24.8623,4.6631,7.3813,17.89,1.01,8.1509,0.387,4.4574,1.3811,0.0237,157.9254
1021,0.4786,0.0168,,858.0,1.106,26.47,7.2,-5834.5,2.0017,28.4065,17.8031,,9.8383,84.5951,8.58,0.3006,50.6848,,64.4791,118.426,2.1981,1.7271,121.7391,10.8164,15.3177,24.6931,22.7746,5.455,7.8221,14.48,1.23,6.7773,0.4986,3.5435,1.6974,0.0171,
1022,0.0881,0.0083,,524.0,0.257,11.18,6.52,-5176.25,1.9968,20.7641,25.4956,,7.5094,84.7907,8.9191,0.074,50.6581,,64.4096,118.3818,3.1949,0.8527,58.338,2.4737,5.4642,27.1742,10.1354,4.3749,7.358,15.91,1.0,7.1614,0.3767,3.979,1.3605,,
1023,0.3166,0.0098,,920.0,0.319,21.41,7.48,-5159.75,1.9828,18.9513,17.428,,8.5953,83.4448,8.5571,0.0961,50.3923,,64.7149,118.052,2.2919,1.0049,86.2525,3.0103,7.7573,42.0067,11.3087,5.1686,6.6751,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0121,
1024,0.5611,0.0079,,739.0,0.762,16.86,9.2,-5245.75,1.9985,34.0911,17.0232,,9.1416,86.4883,8.6544,0.2283,52.9114,,94.2641,118.464,2.1345,0.8104,134.337,7.4117,10.6763,40.7375,24.766,7.7897,6.6346,17.63,0.76,7.8365,0.303,4.3536,1.0235,,
1025,0.3426,0.0109,,913.0,0.539,11.96,4.18,-5327.5,1.9923,22.2877,23.4306,,6.5645,83.9932,9.0639,0.1436,50.2254,3.2681,63.9159,118.7654,3.057,1.1198,45.7011,5.2821,3.8872,25.1156,16.9943,7.7959,7.4076,15.65,0.87,7.3262,0.3396,3.8386,1.2217,0.0119,151.0198
1026,0.3981,0.0101,,921.0,0.645,22.66,7.84,-5313.5,1.987,59.1325,17.3846,,8.884,84.7907,8.9191,0.2132,50.6581,,64.4096,118.3818,2.035,1.036,89.9068,6.2535,11.4888,36.0524,23.6357,6.9328,2.944,14.89,0.98,6.9431,0.3811,3.7161,1.3385,,
1027,0.3411,0.0139,,845.0,0.232,19.74,4.6,-5450.25,2.0057,37.2409,17.2987,,8.9134,85.2826,8.1161,0.0787,50.4944,,64.5502,118.3048,2.3615,1.4292,89.8239,2.2238,7.3347,22.7808,12.1341,7.1213,2.8879,14.87,0.83,7.3994,0.3573,3.6677,1.1304,,
1028,0.0881,0.0097,,391.0,0.254,22.44,11.96,-5428.75,1.9868,39.4204,25.4956,,7.2054,84.4061,8.6772,0.0731,50.4095,,64.2376,118.542,3.1949,0.993,95.7542,2.4321,4.4057,39.1969,14.6241,4.0405,6.6656,16.23,0.87,7.0941,0.3417,4.0671,1.1829,0.0267,
1029,0.167,0.0051,,907.0,0.375,16.69,9.03,-5580.75,1.962,24.9131,23.6656,,7.691,86.0222,9.2016,0.0998,50.5239,9.6556,64.0447,118.1136,3.2353,0.5225,157.687,3.6458,7.8117,36.1101,14.8726,8.364,5.6516,14.23,1.34,6.0106,0.6798,3.5414,1.6641,,150.6125
1030,0.0897,0.0053,,474.0,0.261,21.81,8.97,-5573.0,1.9977,36.5537,23.4849,,7.3701,85.9512,8.6799,0.078,50.5835,,64.2459,118.3732,3.0725,0.543,37.3817,2.5027,6.5294,41.8281,16.7238,4.4056,2.0577,17.27,1.11,7.1719,0.4067,4.2504,1.4914,,
