,F152,F153,F157,F159,F16,F185,F187,F198,F200,F201,F206,F209,F21,F244,F245,F246,F252,F26,F273,F287,F292,F319,F32,F321,F33,F334,F337,F34,F342,F345,F347,F35,F382,F383,F384,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F478,F516,F517,F518,F524,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573,F574,F576,F577,F578,F72,F74
993,0.4066,0.017,,414.0,9.5766,3.9,22.05,1.198,23.29,5.24,0.0,0.0,-5399.25,,,,3.2738,1.9785,19.4007,0.1302,,9.3714,84.4905,1.3812,8.7997,0.3175,1.5306,50.5147,0.0,,0.0,64.3568,,,,118.489,1.2541,0.9665,2.6243,16.3282,4.2453,1.7657,2.8084,3.4895,735.0532,11.6591,15.0494,18.567,21.0677,0.0,,,,5.6257,3.17,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,8.0099,0.1878,2.6198,1.5125,8.6853,,,0.0
994,0.2206,0.0151,,483.0,9.4543,5.89,21.72,1.15,20.1,5.22,0.0,0.0,-5707.0,0.0009,0.9088,3.6693,3.8862,1.9713,17.8031,0.0783,,9.8158,87.1083,2.0102,8.7779,0.3031,1.6015,50.0922,0.0,,0.0,64.4107,0.0003,0.3198,1.3412,118.0094,1.215,0.9665,2.1981,39.3893,2.3338,1.5687,4.2099,3.4265,737.1262,11.1164,13.7804,22.4932,27.6718,0.0,0.0884,0.9004,1.5986,6.5256,4.3075,15.9,1.92,6.7464,0.7783,3.8716,2.5771,18.2259,438.87,2.1967,131.4529,86.9192,96.9601,,,0.0
995,0.2115,0.0126,,996.0,9.9446,6.35,21.97,,,,,,-5420.25,0.0028,0.7745,3.1044,3.364,1.9523,,0.0671,,8.4086,83.7568,1.8508,8.2981,,,50.628,,,,64.638,0.0009,0.2275,0.8419,119.9514,,1.1571,,,2.1265,1.2939,4.5232,3.4991,728.5488,,,,,,0.2813,0.7621,1.3352,5.9887,3.5445,17.79,1.25,7.8002,0.5539,4.2965,1.7011,12.3842,13.09,0.2914,4.4838,2.453,12.7241,,,
996,0.5514,0.0061,,163.0,9.2262,13.49,15.41,0.292,15.94,5.31,0.0,0.0,-5525.0,,,,4.5148,1.9858,15.8475,0.1584,,8.8926,83.7179,3.9179,8.7015,0.0827,1.8071,50.6219,0.0,,0.0,64.4228,,,,118.504,1.9974,0.9665,1.8436,27.5945,5.9763,0.621,9.3086,2.4478,723.3293,2.8271,5.8346,24.4986,19.7834,0.0,,,,7.5474,2.5209,21.75,0.86,9.5614,0.3132,5.4328,1.1822,15.4662,8.64,0.2994,3.0979,1.6245,13.283,,,0.0
997,0.3799,0.0123,,332.0,9.7555,7.82,14.32,0.207,23.42,5.03,0.0,0.0,-5327.5,0.0023,0.5785,2.8904,1.6949,1.999,18.3632,0.1154,,8.3423,85.2826,2.3217,8.1161,0.0667,1.443,50.4944,0.0,,0.0,64.5502,0.0008,0.2038,0.899,118.3048,2.0607,0.9665,2.3253,20.6523,3.8947,1.2635,5.3782,2.2784,723.4482,1.9589,6.4553,19.082,22.5516,0.0,0.2382,0.5819,1.2419,2.8895,6.6025,16.12,0.64,6.9866,0.2751,4.0169,0.8942,22.9716,10.19,0.3099,3.577,1.9107,13.1943,0.026,,0.0
998,0.5817,0.0129,,1445.0,9.6144,6.64,20.4,1.223,18.44,8.27,0.0,0.0,-5194.75,0.0028,0.9246,5.4554,4.1368,1.9765,19.4422,0.1801,,9.6496,93.8653,1.8656,8.6611,0.3417,1.9243,57.8485,0.0,,0.0,76.2508,0.0008,0.2883,1.6147,125.9348,0.798,0.9665,2.5085,8.9708,6.0507,1.3401,4.7204,3.2155,736.6891,11.8439,14.5563,27.35,26.1908,0.0,0.2827,0.8842,2.367,6.9287,4.4477,19.22,0.64,9.3244,0.2446,4.8944,0.8969,15.4662,11.65,0.2467,3.9387,2.188,12.6982,0.0096,,0.0
999,0.4837,0.0044,,123.0,9.4102,3.5,18.55,0.275,19.42,5.19,0.0,0.0,-6411.0,,,,3.7612,1.8733,28.4987,0.1394,,8.6132,85.7204,1.099,9.0811,0.0763,1.6239,50.6151,0.0,5.506,0.0,64.1481,,,,117.6492,1.8829,0.9665,3.5528,33.6187,5.1398,0.4496,2.4583,2.9797,718.4634,2.582,6.3157,48.7763,8.4877,0.0,,,,6.525,3.7214,16.48,1.38,7.7074,0.5075,4.0053,1.7475,15.4662,10.87,0.4214,3.7567,2.0487,19.6759,,143.9189,0.0
1000,0.2996,0.0102,,456.0,9.4434,3.64,19.83,0.303,21.3,4.39,0.0,0.0,-5339.5,0.003,1.1712,3.9814,3.6202,2.0057,19.5809,0.0921,,8.4733,85.2826,1.0392,8.1161,0.0856,1.3421,50.4944,0.0,,0.0,64.5502,0.0009,0.3958,1.3162,118.3048,1.2955,0.6244,2.693,12.0092,3.1728,1.0482,2.6136,3.1741,724.5348,2.9073,5.4644,22.8961,7.1707,0.0,0.3083,1.1642,1.7315,6.0986,3.2143,11.83,0.84,4.9643,0.3596,2.9683,1.1298,15.4662,9.94,0.2182,3.2617,1.872,9.3821,,,0.0
1001,0.4419,0.0117,,822.0,9.7771,11.45,16.97,0.421,13.34,4.97,0.0,0.0,-5443.25,,,,4.8158,2.009,19.1745,0.1262,,10.1109,84.3084,3.4829,8.3591,0.134,1.4309,50.3996,0.0,,0.0,64.5242,,,,117.9356,1.3187,0.6244,2.5175,7.8584,4.5198,1.1947,8.1589,2.665,741.7925,4.0654,11.4086,14.6583,12.9923,0.0,,,,8.4689,3.8447,18.64,0.71,7.9236,0.2822,4.7017,0.9224,10.8075,9.6,0.497,3.3367,1.8042,23.1735,,,0.0
1002,0.4527,0.0085,,600.0,9.77,3.8,16.48,0.251,21.22,8.21,0.0,0.0,-5776.75,,,,3.9322,2.0132,17.8031,0.1316,,7.7615,84.525,1.2581,8.7932,0.0706,2.3747,50.1146,0.0,,0.0,63.7758,,,,118.023,1.215,0.6244,2.1981,39.3893,4.6335,0.8713,2.6166,2.6422,716.6721,2.3383,6.4009,45.3782,6.9198,0.0,,,,6.5875,2.7611,17.06,0.77,7.7153,0.2942,4.3024,1.0739,15.4662,10.87,0.4214,3.7567,2.0487,19.6759,,,0.0
1003,0.3909,0.0057,,511.0,9.5292,6.58,21.36,0.233,20.35,4.12,0.0,0.0,-5352.75,0.0024,0.7228,4.3298,4.724,1.9948,25.4956,0.1246,,8.956,84.052,2.1428,8.8581,0.0718,1.2652,50.137,0.0,,0.0,64.6559,0.0009,0.2038,1.4333,117.8936,1.3594,0.6244,3.1949,6.4782,4.1017,0.5866,4.7345,3.4345,721.705,2.2158,5.1127,24.2788,9.089,0.0,0.2449,0.7224,1.8788,8.0606,3.3169,22.23,1.25,10.0136,0.5377,5.6231,1.6844,15.4662,9.94,0.2182,3.2617,1.872,9.3821,,,0.0
1004,0.4138,0.0203,,485.0,9.3976,5.71,21.26,1.182,23.39,5.44,0.0,0.0,-5352.5,,,,3.3598,1.995,17.8031,0.1198,,9.5601,84.7176,1.8741,8.7373,0.3283,1.5539,50.5598,0.0,,0.0,64.3447,,,,118.3632,1.215,0.6244,2.1981,39.3893,4.4028,2.1129,4.149,3.3617,735.379,11.4598,13.7663,26.7341,38.0261,0.0,,,,5.751,3.3796,18.45,1.36,8.4513,0.5624,4.6683,1.689,20.0787,8.0099,0.1878,2.6198,1.5125,8.6853,0.0552,,0.0
1005,0.4559,0.0098,,391.0,9.1378,7.01,22.23,0.626,18.55,13.42,0.0,0.0,-5187.75,0.0009,0.7558,3.5196,4.8245,1.9772,16.4196,0.1284,,9.8504,84.7176,2.275,8.7373,0.1767,3.6453,50.5598,0.0,,0.0,64.3447,0.0003,0.2239,1.1955,118.3632,2.3917,1.2904,2.1823,24.5175,4.9895,1.0089,5.0054,3.4898,740.9478,6.0723,19.9443,50.0686,16.841,0.0,0.0885,0.7427,1.537,8.3559,3.3071,9.28,0.64,4.2721,0.2503,2.3052,0.874,17.9213,438.87,2.1967,131.4529,86.9192,96.9601,,,0.0
1006,0.4854,0.0086,,1009.0,9.6125,6.44,15.47,0.36,19.82,5.95,0.0,0.0,-5546.25,0.0019,0.6268,4.3535,4.0651,2.019,18.3632,0.1415,,8.5256,85.2826,1.9339,8.1161,0.1007,2.0066,50.4944,0.0,,0.0,64.5502,0.0007,0.211,1.471,118.3048,2.0607,0.6244,2.3253,20.6523,5.0497,0.8834,4.531,2.4709,724.3656,3.4405,8.2028,21.1096,25.5395,0.0,0.1936,0.6234,1.8923,7.0697,5.1661,16.53,1.23,6.3414,0.4626,4.0639,1.6844,20.3111,10.19,0.3099,3.577,1.9107,13.1943,,,0.0
1007,1.147,0.0103,,366.0,8.9714,7.83,21.65,0.241,15.61,5.17,0.0,0.0,-5588.0,,,,1.9829,1.9783,27.6399,0.3332,,8.8935,84.5987,2.6123,8.8836,0.0645,1.6419,50.0944,0.0,10.4279,0.0,63.7488,,,,117.878,2.1415,1.4641,3.38,34.7855,12.7851,1.0579,5.6488,3.4706,723.3101,2.2763,5.231,24.1537,29.7567,0.0,,,,3.4698,3.9673,,,,,,,22.9485,10.58,0.2015,3.6281,1.9845,9.6506,,146.0182,0.0
1008,1.1459,0.0198,,442.0,8.9505,7.53,16.86,0.284,23.56,8.22,0.0,0.0,-6347.75,,,,4.7499,1.8855,19.6608,0.3325,,8.2809,84.0397,2.1026,9.1287,0.0817,2.2691,50.5501,0.0,6.6849,0.0,64.215,,,,118.1158,1.4073,1.2904,2.5713,10.7198,12.8023,2.0675,5.4448,2.7055,723.5055,2.71,4.5467,36.7281,10.8287,0.0,,,,8.388,4.1697,17.55,1.59,8.1777,0.6856,4.2805,1.9996,24.6539,7.28,0.4502,2.2773,1.3646,20.3592,0.0167,144.4383,0.0
1009,1.1694,0.0109,,346.0,8.723,54.09,49.13,1.294,26.01,5.95,0.0,0.0,-6335.25,,,,4.2188,1.8902,14.9588,0.3375,,8.9069,85.7132,15.2772,9.0606,0.3472,1.9523,50.5004,0.0,6.9307,0.0,64.0248,,,,117.9764,1.2295,1.2904,2.0976,48.8633,13.4057,1.1263,39.5211,7.7973,733.9891,12.5152,14.2235,24.2084,19.9009,0.0,,,,7.0183,4.3158,16.23,0.87,7.0941,0.3417,4.0671,1.1829,56.0244,8.05,0.4025,2.6506,1.518,16.7005,,149.6858,0.0
1010,0.366,0.0046,,269.0,9.0271,5.6,25.15,1.125,23.26,10.05,0.0,0.0,-5383.25,0.0005,0.7551,5.1073,4.2347,1.9628,18.3632,0.1083,,9.9891,84.3441,1.8969,8.9833,0.3076,2.7166,50.6379,0.0,,0.0,64.7846,0.0001,0.2434,1.6813,119.6042,2.0607,1.2904,2.3253,20.6523,4.0544,0.4739,4.2121,4.0023,738.2735,11.0537,16.8826,37.4628,28.2879,0.0,0.0466,0.7495,2.219,7.3609,4.2832,19.16,0.82,7.9109,0.3703,4.7547,1.1466,22.3391,10.19,0.3099,3.577,1.9107,13.1943,,,0.0
1011,0.3281,0.011,,383.0,9.262,10.8,16.62,0.296,15.0,5.12,0.0,0.0,-5475.75,,,,4.7252,2.0038,14.9588,0.1008,,9.2422,84.0397,3.0871,9.1287,0.0886,1.5201,50.5501,0.0,4.0636,0.0,64.215,,,,118.1158,1.2295,1.266,2.0976,48.8633,3.5421,1.1287,7.6257,2.6462,725.5253,2.8474,5.0377,15.7581,8.0225,0.0,,,,8.2042,5.0026,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,7.28,0.4502,2.2773,1.3646,20.3592,,149.2554,0.0
1012,0.4648,0.0082,,605.0,9.4729,3.42,19.03,0.164,20.2,2.89,0.0,0.0,-5333.75,0.0028,0.9981,2.2353,3.9224,1.9823,15.8475,0.1368,,8.1589,84.1975,1.1935,8.7548,0.0564,0.8427,50.7923,0.0,4.9451,0.0,64.5815,0.001,0.2977,0.692,118.3978,1.9974,0.6244,1.8436,27.5945,4.9067,0.8443,2.3864,3.0562,719.1848,1.5581,5.3834,16.2255,10.8415,0.0,0.2906,1.0011,0.9631,6.5779,4.4257,12.39,1.36,5.1475,0.5349,3.0712,1.824,41.7148,10.63,0.2428,3.6826,2.0011,10.8309,,143.9415,0.0
1013,0.7081,0.0118,,575.0,9.85,8.43,16.13,0.327,12.5,6.17,0.0,0.0,-5346.25,0.0016,0.8813,2.1595,2.446,2.011,16.3576,0.2029,,7.0844,84.7907,1.9836,8.9191,0.0946,2.1752,50.6581,0.0,,0.0,64.4096,0.0005,0.3057,0.8586,118.3818,1.901,1.266,1.9066,53.2867,7.1886,1.2194,6.1836,2.5937,720.9205,3.1524,5.4535,26.0437,10.8863,0.0,0.1604,0.8464,0.9327,4.2146,2.5971,14.89,0.98,6.9431,0.3811,3.7161,1.3385,15.4662,6.33,0.357,2.1429,1.1946,18.3953,,,0.0
1014,0.3493,0.0043,,1027.0,9.7142,6.32,17.3,0.167,19.29,5.58,0.0,0.0,-5291.0,,,,3.4718,1.9922,20.1329,0.1094,,7.3425,84.6998,1.963,9.4336,0.054,1.6948,50.4561,0.0,3.8676,0.0,64.1172,,,,119.2394,1.3522,0.874,2.6323,10.7294,3.5955,0.4397,4.6623,2.7738,726.1007,1.6014,7.1739,15.999,11.6269,0.0,,,,5.8212,8.3303,14.89,0.98,6.9431,0.3811,3.7161,1.3385,15.4662,6.8,0.2571,2.4258,1.2805,13.5789,,147.0003,0.0
1015,0.6139,0.0043,,425.0,10.3963,5.47,17.83,0.524,20.2,4.25,0.0,0.0,-6403.0,,,,3.9473,1.8887,19.5809,0.1777,,8.3607,84.0397,1.4412,9.1287,0.1851,1.3292,50.5501,0.0,5.7563,0.0,64.215,,,,118.1158,1.2955,1.2904,2.693,12.0092,5.9048,0.4345,3.932,2.8594,723.5518,5.0154,5.8073,15.2692,13.4201,0.0,,,,6.7349,5.9677,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,9.94,0.2182,3.2617,1.872,9.3821,,143.6601,0.0
1016,0.3941,0.0111,,637.0,9.7038,10.02,22.57,0.358,12.86,4.52,0.0,0.0,-5984.0,0.0023,1.192,2.7229,2.2763,2.0035,20.1329,0.1135,,10.2268,84.3947,3.1501,8.897,0.106,1.3254,50.142,0.0,5.7597,0.0,64.5666,0.0008,0.3104,0.83,118.181,1.3522,0.874,2.6323,10.7294,4.0617,1.1355,7.145,3.5596,736.4622,3.4675,9.5796,32.7175,9.8797,0.0,0.2356,1.167,1.1797,3.924,3.7409,15.91,1.0,7.1614,0.3767,3.979,1.3605,15.4662,436.52,1.1022,149.184,83.2685,54.8262,,159.6354,0.0
1017,0.211,0.0109,,217.0,9.7739,4.42,19.9,0.544,21.37,7.59,0.0,0.0,-4951.25,,,,4.0882,1.98,17.5121,0.0741,,9.4127,84.7907,1.5216,8.9191,0.1468,2.2993,50.6581,0.0,,0.0,64.4096,,,,118.3818,1.447,0.874,2.41,16.5372,2.1587,1.1199,3.13,3.1486,734.0112,5.2264,7.1926,29.6019,17.0341,0.0,,,,7.0117,4.4735,15.44,1.79,6.98,0.8464,3.8657,2.2232,15.4662,6.32,0.2679,2.0635,1.1851,13.1553,,,0.0
1018,0.698,0.0113,,381.0,9.8863,6.5,18.81,0.997,18.27,5.04,0.0,0.0,-5167.0,,,,2.3328,1.983,23.6656,0.2067,,9.1081,83.9932,2.276,9.0639,0.3134,1.4601,50.2254,0.0,7.0381,0.0,63.9159,,,,118.7654,0.8012,0.874,3.2353,20.8443,7.0603,1.1634,4.7619,2.9985,731.8998,9.7533,12.0153,19.6209,23.1744,0.0,,,,4.0271,3.4729,16.38,1.15,7.4862,0.4381,4.0823,1.5542,15.4662,7.45,0.4584,2.5183,1.3951,24.3541,,152.1231,0.0
1019,0.9998,0.0111,0.0272,539.0,9.2906,8.07,17.47,0.23,20.6,3.99,0.0,0.0,-5135.0,0.0038,0.9093,3.8643,3.903,1.97,20.4491,0.2947,0.0092,9.2808,83.5902,2.5887,8.9221,0.066,1.2132,50.6835,0.0,,0.0,64.5121,0.0012,0.28,1.2335,118.5814,1.3996,0.6244,2.5978,4.1812,10.7612,1.1328,5.8609,2.8074,723.6134,2.1822,5.5914,27.192,15.7488,0.0,0.3885,0.9087,1.6717,6.5783,5.2053,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,10.63,0.2428,3.6826,2.0011,10.8309,0.0352,,0.0
1020,0.4145,0.016,,278.0,9.9079,9.64,21.77,1.32,16.18,8.19,0.0,0.0,-5740.75,0.0013,0.6368,4.8158,4.3065,1.986,10.578,0.1282,,9.7373,84.5509,3.0891,9.6136,0.338,2.3411,50.9199,0.0,6.8457,0.0,64.7472,0.0005,0.2484,1.4878,119.5168,0.9069,1.3704,1.3369,18.3689,4.1837,1.6621,7.1417,3.4545,737.2514,13.0306,10.7675,28.8828,24.8623,0.0,0.1324,0.6274,2.0864,7.3813,5.2153,17.89,1.01,8.1509,0.387,4.4574,1.3811,15.4662,8.05,0.4025,2.6506,1.518,16.7005,0.0237,157.9254,0.0
1021,1.2124,0.0168,,858.0,9.2924,7.68,22.24,1.106,26.47,7.2,0.0,0.0,-5834.5,0.0017,0.8778,4.4797,4.6204,2.0017,17.8031,0.3526,,9.8383,84.5951,2.176,8.58,0.3006,1.9874,50.6848,0.0,,0.0,64.4791,0.0006,0.2704,1.58,118.426,1.215,1.3704,2.1981,39.3893,13.0473,1.7271,5.6159,3.5064,739.9735,10.8164,15.3177,24.6931,22.7746,0.0,0.1696,0.8389,1.9444,7.8221,4.5288,14.48,1.23,6.7773,0.4986,3.5435,1.6974,18.2465,8.0099,0.1878,2.6198,1.5125,8.6853,0.0171,,0.0
1022,1.1641,0.0083,,524.0,9.0234,7.61,16.3,0.257,11.18,6.52,0.0,0.0,-5176.25,0.0014,1.0816,4.6949,4.2415,1.9968,25.4956,0.3387,,7.5094,84.7907,2.2842,8.9191,0.074,1.9749,50.6581,0.0,,0.0,64.4096,0.0004,0.3657,1.6627,118.3818,1.3594,1.2904,3.1949,6.4782,12.9003,0.8527,5.3053,2.6049,719.0231,2.4737,5.4642,27.1742,10.1354,0.0,0.1396,1.0773,2.0305,7.358,3.4968,15.91,1.0,7.1614,0.3767,3.979,1.3605,51.9166,6.33,0.357,2.1429,1.1946,18.3953,,,0.0
1023,0.3447,0.0098,,920.0,9.8953,9.29,12.81,0.319,21.41,7.48,0.0,0.0,-5159.75,0.0047,1.5851,4.7542,3.9586,1.9828,17.428,0.1061,,8.5953,83.4448,2.8934,8.5571,0.0961,2.2465,50.3923,0.0,,0.0,64.7149,0.0015,0.4494,1.4333,118.052,1.2616,1.2904,2.2919,25.0931,3.4834,1.0049,6.3639,2.0271,726.2898,3.0103,7.7573,42.0067,11.3087,0.0,0.4829,1.5098,2.0574,6.6751,3.2757,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,11.76,0.2441,4.0477,2.2071,10.5023,0.0121,,0.0
1024,1.038,0.0079,,739.0,8.7404,6.93,20.3,0.762,16.86,9.2,0.0,0.0,-5245.75,0.0015,0.9115,4.4142,3.9403,1.9985,17.0232,0.3079,,9.1416,86.4883,1.9891,8.6544,0.2283,3.0254,52.9114,0.0,,0.0,94.2641,0.0004,0.3021,1.5116,118.464,1.3766,1.3704,2.1345,40.7632,11.8757,0.8104,4.8995,3.2077,733.9456,7.4117,10.6763,40.7375,24.766,0.0,0.1537,0.9018,1.9118,6.6346,3.9304,17.63,0.76,7.8365,0.303,4.3536,1.0235,50.4974,8.0099,0.1878,2.6198,1.5125,8.6853,,,0.0
1025,0.3699,0.0109,,913.0,9.8488,5.79,14.72,0.539,11.96,4.18,0.0,0.0,-5327.5,,,,4.322,1.9923,23.4306,0.1084,,6.5645,83.9932,1.8993,9.0639,0.1436,1.2959,50.2254,0.0,3.2681,0.0,63.9159,,,,118.7654,1.2476,1.6901,3.057,27.4614,3.756,1.1198,4.1802,2.3605,722.1566,5.2821,3.8872,25.1156,16.9943,0.0,,,,7.4076,4.5045,15.65,0.87,7.3262,0.3396,3.8386,1.2217,33.9239,5.85,0.2452,1.9365,1.0969,12.5645,0.0119,151.0198,0.0
1026,0.3414,0.0101,,921.0,9.8708,6.55,20.63,0.645,22.66,7.84,0.0,0.0,-5313.5,0.0018,1.5118,3.123,1.7179,1.987,17.3846,0.1039,,8.884,84.7907,1.7761,8.9191,0.2132,2.2447,50.6581,0.0,,0.0,64.4096,0.0006,0.4348,0.8303,118.3818,1.2717,2.0109,2.035,31.3024,3.4584,1.036,4.6145,3.2725,730.2146,6.2535,11.4888,36.0524,23.6357,0.0,0.1814,1.5014,1.3495,2.944,4.0192,14.89,0.98,6.9431,0.3811,3.7161,1.3385,15.4662,8.0099,0.1878,2.6198,1.5125,8.6853,,,0.0
1027,0.3976,0.0139,,845.0,9.971,4.01,18.31,0.232,19.74,4.6,0.0,0.0,-5450.25,0.0026,0.2914,2.41,1.6787,2.0057,17.2987,0.1233,,8.9134,85.2826,1.5963,8.1161,0.0787,1.3522,50.4944,0.0,,0.0,64.5502,0.0008,0.0875,0.7074,118.3048,1.2969,2.0109,2.3615,26.3059,3.9875,1.4292,2.858,2.9259,724.8134,2.2238,7.3347,22.7808,12.1341,0.0,0.2624,0.288,1.0436,2.8879,4.5639,14.87,0.83,7.3994,0.3573,3.6677,1.1304,15.4662,10.19,0.3099,3.577,1.9107,13.1943,,,0.0
1028,1.1879,0.0097,,391.0,9.1269,10.64,19.36,0.254,22.44,11.96,0.0,0.0,-5428.75,0.004,0.5975,2.9692,3.9395,1.9868,25.4956,0.3456,,7.2054,84.4061,3.02,8.6772,0.0731,3.1181,50.4095,0.0,,0.0,64.2376,0.0011,0.1784,0.7447,118.542,1.3594,2.0109,3.1949,6.4782,13.0151,0.993,7.9177,3.1142,725.5324,2.4321,4.4057,39.1969,14.6241,0.0,0.4084,0.5743,1.2803,6.6656,3.0506,16.23,0.87,7.0941,0.3417,4.0671,1.1829,18.2804,6.77,0.3033,2.1846,1.2631,13.7684,0.0267,,0.0
1029,1.196,0.0051,,907.0,9.1887,9.57,11.56,0.375,16.69,9.03,0.0,0.0,-5580.75,,,,3.1991,1.962,23.6656,0.3467,,7.691,86.0222,2.8972,9.2016,0.0998,2.9666,50.5239,0.0,9.6556,0.0,64.0447,,,,118.1136,0.8012,2.028,3.2353,20.8443,13.0163,0.5225,6.4618,1.8321,720.6997,3.6458,7.8117,36.1101,14.8726,0.0,,,,5.6516,5.3233,14.23,1.34,6.0106,0.6798,3.5414,1.6641,15.4662,8.64,0.2994,3.0979,1.6245,13.283,,150.6125,0.0
1030,0.2866,0.0053,,474.0,9.6179,4.5,19.1,0.261,21.81,8.97,0.0,0.0,-5573.0,0.0021,1.7263,4.615,1.2044,1.9977,23.4849,0.1098,,7.3701,85.9512,1.4779,8.6799,0.078,2.7899,50.5835,0.0,,0.0,64.2459,0.0006,0.5355,1.5526,118.3732,1.3171,1.3294,3.0725,6.814,2.9802,0.543,3.2389,3.0476,729.7405,2.5027,6.5294,41.8281,16.7238,0.0,0.2111,1.6962,2.0093,2.0577,3.9146,17.27,1.11,7.1719,0.4067,4.2504,1.4914,15.4662,6.95,0.2234,2.229,1.3144,11.28,,,0.0
1031,0.5471,0.0095,,1060.0,9.6257,4.89,17.45,0.284,15.43,12.29,0.0,0.0,-5334.5,0.0012,0.7489,3.2008,1.1199,2.0125,18.9784,0.177,,6.954,84.8185,1.7225,8.9979,0.0882,3.6356,50.5682,0.0,,0.0,64.3519,0.0003,0.22,0.8616,118.4998,1.3381,1.3294,2.6174,21.4288,5.6836,0.9718,3.739,2.7754,741.4989,2.7533,6.3524,59.7934,11.9124,0.0,0.1195,0.7352,1.3901,1.9155,4.4761,15.91,1.0,7.1614,0.3767,3.979,1.3605,15.4662,10.78,0.2805,3.4542,2.0333,14.6455,,,0.0
1032,0.2302,0.006,,1117.0,9.734,6.67,20.57,0.829,11.74,7.89,0.0,0.0,-5181.75,0.0011,1.1871,2.9856,2.7415,1.9712,18.0882,0.0769,,7.3519,83.6085,2.1894,9.0942,0.2735,2.2938,50.1455,0.0,,0.0,63.8835,0.0004,0.3871,0.8423,118.7758,2.1216,1.3294,2.3341,25.9611,2.365,0.61,4.9969,3.2933,733.0278,8.1525,6.7947,36.4831,14.1401,0.0,0.1167,1.1645,1.2941,4.8989,2.732,19.33,1.8,7.886,0.6854,4.7567,2.4078,15.4662,9.96,0.3006,3.5767,1.8743,14.9298,,,0.0
1033,0.3888,0.0049,,686.0,9.8508,6.05,21.81,1.222,17.57,7.51,0.0,0.0,-5450.0,0.0027,1.7339,2.7318,0.7894,1.989,18.9784,0.1157,,9.1671,85.2917,1.9228,8.9132,0.341,2.0868,50.1638,0.0,,0.0,63.7658,0.0009,0.4921,0.8618,118.562,1.3381,2.0109,2.6174,21.4288,3.9474,0.496,4.4679,3.489,729.7086,11.7482,15.3023,17.281,24.7815,0.0,0.2712,1.6623,1.1832,1.3534,3.3016,15.91,1.0,7.1614,0.3767,3.979,1.3605,37.9319,6.33,0.357,2.1429,1.1946,18.3953,0.0292,,0.0
1034,1.1993,0.0053,,406.0,9.3346,7.86,10.16,0.157,17.11,10.04,0.0,0.0,-5626.25,,,,1.9527,1.984,20.1329,0.3448,,6.9392,83.6681,2.0946,8.8546,0.0524,3.0266,50.739,0.0,,0.0,64.5531,,,,118.3618,1.3522,2.0109,2.6323,10.7294,12.8483,0.5452,5.4172,1.6212,719.9473,1.5017,5.7671,49.2922,11.4874,0.0,,,,3.3616,5.9821,15.8,1.22,6.8748,0.6405,3.9237,1.4963,15.4662,10.78,0.2805,3.4542,2.0333,14.6455,0.0282,,0.0
1035,0.3746,0.0089,,1883.0,9.6392,8.41,15.69,0.239,10.65,6.15,0.0,0.0,-6171.0,0.0019,1.2812,4.1282,1.9601,1.9805,18.0882,0.1335,,6.9635,84.7646,2.2625,8.5862,0.0768,1.9226,50.4865,0.0,,0.0,64.3404,0.0006,0.3668,1.1928,118.3002,2.1216,1.3294,2.3341,25.9611,3.8863,0.9143,6.1523,2.5044,731.9562,2.2927,6.3235,31.4769,5.7134,0.0,0.1953,1.2561,1.7982,3.4524,3.0239,15.91,1.0,7.1614,0.3767,3.979,1.3605,15.4662,10.78,0.2805,3.4542,2.0333,14.6455,0.0229,,0.0
1036,0.4854,0.0122,,498.0,9.9798,11.18,14.12,0.236,9.84,3.94,0.0,0.0,-5693.75,,,,4.4626,1.9985,16.8104,0.1495,,7.2412,84.6998,3.2435,9.4336,0.0702,1.3708,50.4561,0.0,3.6616,0.0,64.1172,,,,119.2394,2.1046,1.6901,2.1644,21.6539,4.8643,1.2538,7.8129,2.2454,726.2962,2.2754,5.9428,16.6037,9.7554,0.0,,,,7.5907,4.6445,16.96,1.38,7.4381,0.5214,4.2154,1.8665,15.4662,8.0099,0.1878,2.6198,1.5125,8.6853,,152.2509,0.0
1037,0.3465,0.0105,,370.0,9.8658,6.28,14.39,0.287,13.33,11.42,0.0,0.0,-5715.5,,,,1.6333,2.0282,23.4306,0.106,,7.9425,85.3182,1.9973,8.5298,0.1036,3.4779,50.8422,0.0,5.6816,0.0,64.3121,,,,115.8094,1.2476,1.6901,3.057,27.4614,3.5121,1.0711,4.7251,2.2861,738.5041,2.7659,8.1347,56.9707,12.4649,0.0,,,,2.7607,6.3865,15.91,1.0,7.1614,0.3767,3.979,1.3605,37.559,436.52,1.1022,149.184,83.2685,54.8262,,165.166,0.0
