,F152,F16,F185,F187,F252,F287,F321,F425,F457,F459,F46,F524,F572,F573,F574,F576,F577
956,0.4191,9.3965,9.89,17.81,5.487,0.1242,2.9004,4.4601,7.4297,2.8622,727.1231,9.5024,438.87,2.1967,131.4529,86.9192,96.9601
957,0.4084,9.3723,5.9,19.04,3.9912,0.1196,1.6448,4.3578,4.0983,2.9635,745.364,6.967,7.7,0.5593,2.6564,1.4357,24.9461
958,0.3885,10.0814,8.06,16.82,4.5562,0.1221,2.2886,3.8536,5.5388,2.6678,725.3649,8.073,8.64,0.2994,3.0979,1.6245,13.283
959,1.1538,9.024,5.63,14.5,3.9502,0.332,1.9685,12.7858,3.8241,2.3104,719.8015,6.6147,10.19,0.3099,3.577,1.9107,13.1943
960,1.148,9.311,16.24,17.16,1.759,0.3317,4.0987,12.3296,11.6527,2.7446,727.9885,2.9852,7.28,0.4502,2.2773,1.3646,20.3592
961,1.047,9.0542,5.96,14.18,0.7712,0.3013,1.8557,11.5631,4.0188,2.2392,726.1863,1.3366,8.49,0.3689,2.7936,1.5979,16.4543
962,0.5938,10.0053,6.79,17.03,4.8635,0.1772,1.9879,5.935,4.7066,2.708,725.1918,8.2974,9.94,0.2182,3.2617,1.872,9.3821
963,0.3224,9.7574,6.99,19.14,2.7829,0.1068,2.1775,3.3046,4.9088,3.0199,734.815,4.7112,9.6,0.2265,3.1446,1.8232,8.6457
964,0.2581,9.9713,11.37,22.15,4.1262,0.0994,3.0296,2.5885,8.3663,3.5285,734.5882,7.122,9.94,0.2182,3.2617,1.872,9.3821
965,0.3388,9.7107,7.43,15.61,3.3569,0.1007,2.1359,3.4886,5.1392,2.4815,723.6566,5.7806,6.32,0.2679,2.0635,1.1851,13.1553
966,0.4147,10.4883,6.18,13.03,3.5046,0.1255,2.2961,3.9535,4.2653,2.0678,725.2155,6.2841,5.97,0.3716,1.9689,1.1185,16.4303
967,0.5134,10.0576,9.27,13.92,4.0287,0.154,2.789,5.1046,6.403,2.2057,726.7757,6.9032,9.94,0.2182,3.2617,1.872,9.3821
968,0.2949,9.7902,7.37,19.62,4.9693,0.0976,2.2332,3.0118,5.3269,3.101,736.0542,8.797,8.05,0.4025,2.6506,1.518,16.7005
969,0.4872,9.8005,6.19,19.36,3.9848,0.1406,1.8383,4.9708,4.4712,3.0507,737.2777,6.9024,8.05,0.4025,2.6506,1.518,16.7005
970,0.4182,9.9019,5.68,15.64,4.1475,0.1194,1.6124,4.2236,3.7861,2.4805,719.6495,7.0168,8.49,0.3689,2.7936,1.5979,16.4543
971,0.2519,10.0109,6.06,19.48,2.0045,0.0833,1.9089,2.5163,4.2312,3.0494,740.4971,3.4546,9.94,0.2182,3.2617,1.872,9.3821
972,0.2175,9.9301,8.85,14.01,4.0898,0.071,2.4922,2.1899,6.1119,2.2253,724.6268,6.9163,10.44,0.3893,3.6654,1.9655,17.0028
973,0.5101,10.012,4.26,19.18,2.5542,0.1482,1.1922,5.0954,3.0649,3.0169,740.4553,4.5313,6.87,0.2282,2.4626,1.2895,9.8735
974,0.2367,9.7479,6.09,16.53,3.1225,0.0748,1.6217,2.4282,4.3319,2.6542,721.9225,5.3414,10.18,0.3038,3.4002,1.9168,12.6524
975,0.2885,9.7902,5.31,19.01,1.6912,0.0945,1.4195,2.9469,3.8079,3.0278,727.9252,2.8725,9.94,0.2182,3.2617,1.872,9.3821
976,0.3364,9.9321,5.77,19.23,3.5112,0.1185,2.2439,3.3867,4.2132,3.0749,728.0034,5.9644,8.27,0.3001,2.7629,1.5487,13.4487
977,0.3618,9.7575,5.14,15.6,1.3922,0.1116,1.6709,3.7082,3.5642,2.481,724.2519,2.3968,6.77,0.3033,2.1846,1.2631,13.7684
978,0.4368,9.4885,4.85,20.7,3.2713,0.1272,1.6864,4.6038,3.4738,3.2715,735.4609,5.6332,6.32,0.2679,2.0635,1.1851,13.1553
979,0.508,10.0827,6.83,18.22,4.3794,0.1507,1.9088,5.0379,4.8752,2.8986,729.9211,7.3378,9.12,0.3046,3.312,1.7166,15.7989
980,1.1338,9.0626,7.75,16.11,4.1945,0.3295,2.2871,12.5104,5.4782,2.5745,723.5234,7.1324,7.04,0.2486,2.5165,1.3215,14.4089
981,0.3736,10.0777,9.24,14.54,3.8312,0.1139,2.7329,3.7071,6.7129,2.3364,723.7048,6.4266,438.87,2.1967,131.4529,86.9192,96.9601
982,0.4643,9.5046,10.22,22.11,1.6808,0.1348,3.2182,4.8849,7.5089,3.55,725.3846,2.8757,438.87,2.1967,131.4529,86.9192,96.9601
983,1.1066,9.2386,7.56,18.8,2.093,0.3202,2.3842,11.978,5.5703,3.0143,727.4844,3.5728,8.49,0.3689,2.7936,1.5979,16.4543
984,0.5878,9.9472,3.64,19.01,1.7542,0.1809,1.0935,5.9092,2.5759,3.0439,721.8473,3.0216,6.33,0.357,2.1429,1.1946,18.3953
985,0.5194,10.1903,3.92,21.22,3.6955,0.1552,1.0988,5.0973,2.7593,3.3624,730.5659,6.3496,8.98,0.1556,2.8688,1.6874,9.0462
986,0.5939,9.6885,4.91,20.42,3.8548,0.171,1.4734,6.1303,3.4611,3.2358,730.1765,6.5086,11.76,0.2441,4.0477,2.2071,10.5023
987,0.5956,8.573,7.11,22.5,3.2988,0.1616,2.3501,6.9476,5.0872,3.5633,735.6515,5.5651,7.36,0.188,2.3911,1.3863,10.9598
988,0.4046,9.3865,5.01,17.71,3.862,0.1165,1.8152,4.3109,3.5336,2.8016,732.6486,6.6669,8.05,0.4025,2.6506,1.518,16.7005
989,0.4264,9.9054,4.05,16.61,4.081,0.1355,1.1757,4.3047,2.8648,2.6629,722.095,6.8914,10.63,0.2428,3.6826,2.0011,10.8309
990,0.3987,9.6486,8.69,19.89,3.9228,0.1238,3.0405,4.1317,6.4166,3.1634,736.3664,6.5651,10.19,0.3099,3.577,1.9107,13.1943
991,1.1671,9.0469,8.58,20.4,3.8898,0.3386,3.15,12.9003,6.0895,3.2479,727.0694,6.5674,10.19,0.3099,3.577,1.9107,13.1943
992,0.5532,9.2141,9.99,23.04,4.061,0.1607,3.2209,6.0035,7.2244,3.7163,721.8023,6.9709,10.93,0.2775,3.7154,2.0496,11.8225
993,0.4066,9.5766,3.9,22.05,3.2738,0.1302,1.3812,4.2453,2.8084,3.4895,735.0532,5.6257,8.0099,0.1878,2.6198,1.5125,8.6853
994,0.2206,9.4543,5.89,21.72,3.8862,0.0783,2.0102,2.3338,4.2099,3.4265,737.1262,6.5256,438.87,2.1967,131.4529,86.9192,96.9601
995,0.2115,9.9446,6.35,21.97,3.364,0.0671,1.8508,2.1265,4.5232,3.4991,728.5488,5.9887,13.09,0.2914,4.4838,2.453,12.7241
996,0.5514,9.2262,13.49,15.41,4.5148,0.1584,3.9179,5.9763,9.3086,2.4478,723.3293,7.5474,8.64,0.2994,3.0979,1.6245,13.283
997,0.3799,9.7555,7.82,14.32,1.6949,0.1154,2.3217,3.8947,5.3782,2.2784,723.4482,2.8895,10.19,0.3099,3.577,1.9107,13.1943
998,0.5817,9.6144,6.64,20.4,4.1368,0.1801,1.8656,6.0507,4.7204,3.2155,736.6891,6.9287,11.65,0.2467,3.9387,2.188,12.6982
999,0.4837,9.4102,3.5,18.55,3.7612,0.1394,1.099,5.1398,2.4583,2.9797,718.4634,6.525,10.87,0.4214,3.7567,2.0487,19.6759
1000,0.2996,9.4434,3.64,19.83,3.6202,0.0921,1.0392,3.1728,2.6136,3.1741,724.5348,6.0986,9.94,0.2182,3.2617,1.872,9.3821
1001,0.4419,9.7771,11.45,16.97,4.8158,0.1262,3.4829,4.5198,8.1589,2.665,741.7925,8.4689,9.6,0.497,3.3367,1.8042,23.1735
1002,0.4527,9.77,3.8,16.48,3.9322,0.1316,1.2581,4.6335,2.6166,2.6422,716.6721,6.5875,10.87,0.4214,3.7567,2.0487,19.6759
1003,0.3909,9.5292,6.58,21.36,4.724,0.1246,2.1428,4.1017,4.7345,3.4345,721.705,8.0606,9.94,0.2182,3.2617,1.872,9.3821
1004,0.4138,9.3976,5.71,21.26,3.3598,0.1198,1.8741,4.4028,4.149,3.3617,735.379,5.751,8.0099,0.1878,2.6198,1.5125,8.6853
1005,0.4559,9.1378,7.01,22.23,4.8245,0.1284,2.275,4.9895,5.0054,3.4898,740.9478,8.3559,438.87,2.1967,131.4529,86.9192,96.9601
1006,0.4854,9.6125,6.44,15.47,4.0651,0.1415,1.9339,5.0497,4.531,2.4709,724.3656,7.0697,10.19,0.3099,3.577,1.9107,13.1943
1007,1.147,8.9714,7.83,21.65,1.9829,0.3332,2.6123,12.7851,5.6488,3.4706,723.3101,3.4698,10.58,0.2015,3.6281,1.9845,9.6506
1008,1.1459,8.9505,7.53,16.86,4.7499,0.3325,2.1026,12.8023,5.4448,2.7055,723.5055,8.388,7.28,0.4502,2.2773,1.3646,20.3592
1009,1.1694,8.723,54.09,49.13,4.2188,0.3375,15.2772,13.4057,39.5211,7.7973,733.9891,7.0183,8.05,0.4025,2.6506,1.518,16.7005
1010,0.366,9.0271,5.6,25.15,4.2347,0.1083,1.8969,4.0544,4.2121,4.0023,738.2735,7.3609,10.19,0.3099,3.577,1.9107,13.1943
1011,0.3281,9.262,10.8,16.62,4.7252,0.1008,3.0871,3.5421,7.6257,2.6462,725.5253,8.2042,7.28,0.4502,2.2773,1.3646,20.3592
1012,0.4648,9.4729,3.42,19.03,3.9224,0.1368,1.1935,4.9067,2.3864,3.0562,719.1848,6.5779,10.63,0.2428,3.6826,2.0011,10.8309
1013,0.7081,9.85,8.43,16.13,2.446,0.2029,1.9836,7.1886,6.1836,2.5937,720.9205,4.2146,6.33,0.357,2.1429,1.1946,18.3953
1014,0.3493,9.7142,6.32,17.3,3.4718,0.1094,1.963,3.5955,4.6623,2.7738,726.1007,5.8212,6.8,0.2571,2.4258,1.2805,13.5789
1015,0.6139,10.3963,5.47,17.83,3.9473,0.1777,1.4412,5.9048,3.932,2.8594,723.5518,6.7349,9.94,0.2182,3.2617,1.872,9.3821
1016,0.3941,9.7038,10.02,22.57,2.2763,0.1135,3.1501,4.0617,7.145,3.5596,736.4622,3.924,436.52,1.1022,149.184,83.2685,54.8262
1017,0.211,9.7739,4.42,19.9,4.0882,0.0741,1.5216,2.1587,3.13,3.1486,734.0112,7.0117,6.32,0.2679,2.0635,1.1851,13.1553
1018,0.698,9.8863,6.5,18.81,2.3328,0.2067,2.276,7.0603,4.7619,2.9985,731.8998,4.0271,7.45,0.4584,2.5183,1.3951,24.3541
1019,0.9998,9.2906,8.07,17.47,3.903,0.2947,2.5887,10.7612,5.8609,2.8074,723.6134,6.5783,10.63,0.2428,3.6826,2.0011,10.8309
1020,0.4145,9.9079,9.64,21.77,4.3065,0.1282,3.0891,4.1837,7.1417,3.4545,737.2514,7.3813,8.05,0.4025,2.6506,1.518,16.7005
1021,1.2124,9.2924,7.68,22.24,4.6204,0.3526,2.176,13.0473,5.6159,3.5064,739.9735,7.8221,8.0099,0.1878,2.6198,1.5125,8.6853
1022,1.1641,9.0234,7.61,16.3,4.2415,0.3387,2.2842,12.9003,5.3053,2.6049,719.0231,7.358,6.33,0.357,2.1429,1.1946,18.3953
1023,0.3447,9.8953,9.29,12.81,3.9586,0.1061,2.8934,3.4834,6.3639,2.0271,726.2898,6.6751,11.76,0.2441,4.0477,2.2071,10.5023
1024,1.038,8.7404,6.93,20.3,3.9403,0.3079,1.9891,11.8757,4.8995,3.2077,733.9456,6.6346,8.0099,0.1878,2.6198,1.5125,8.6853
1025,0.3699,9.8488,5.79,14.72,4.322,0.1084,1.8993,3.756,4.1802,2.3605,722.1566,7.4076,5.85,0.2452,1.9365,1.0969,12.5645
1026,0.3414,9.8708,6.55,20.63,1.7179,0.1039,1.7761,3.4584,4.6145,3.2725,730.2146,2.944,8.0099,0.1878,2.6198,1.5125,8.6853
1027,0.3976,9.971,4.01,18.31,1.6787,0.1233,1.5963,3.9875,2.858,2.9259,724.8134,2.8879,10.19,0.3099,3.577,1.9107,13.1943
1028,1.1879,9.1269,10.64,19.36,3.9395,0.3456,3.02,13.0151,7.9177,3.1142,725.5324,6.6656,6.77,0.3033,2.1846,1.2631,13.7684
1029,1.196,9.1887,9.57,11.56,3.1991,0.3467,2.8972,13.0163,6.4618,1.8321,720.6997,5.6516,8.64,0.2994,3.0979,1.6245,13.283
1030,0.2866,9.6179,4.5,19.1,1.2044,0.1098,1.4779,2.9802,3.2389,3.0476,729.7405,2.0577,6.95,0.2234,2.229,1.3144,11.28
1031,0.5471,9.6257,4.89,17.45,1.1199,0.177,1.7225,5.6836,3.739,2.7754,741.4989,1.9155,10.78,0.2805,3.4542,2.0333,14.6455
1032,0.2302,9.734,6.67,20.57,2.7415,0.0769,2.1894,2.365,4.9969,3.2933,733.0278,4.8989,9.96,0.3006,3.5767,1.8743,14.9298
1033,0.3888,9.8508,6.05,21.81,0.7894,0.1157,1.9228,3.9474,4.4679,3.489,729.7086,1.3534,6.33,0.357,2.1429,1.1946,18.3953
1034,1.1993,9.3346,7.86,10.16,1.9527,0.3448,2.0946,12.8483,5.4172,1.6212,719.9473,3.3616,10.78,0.2805,3.4542,2.0333,14.6455
1035,0.3746,9.6392,8.41,15.69,1.9601,0.1335,2.2625,3.8863,6.1523,2.5044,731.9562,3.4524,10.78,0.2805,3.4542,2.0333,14.6455
1036,0.4854,9.9798,11.18,14.12,4.4626,0.1495,3.2435,4.8643,7.8129,2.2454,726.2962,7.5907,8.0099,0.1878,2.6198,1.5125,8.6853
1037,0.3465,9.8658,6.28,14.39,1.6333,0.106,1.9973,3.5121,4.7251,2.2861,738.5041,2.7607,436.52,1.1022,149.184,83.2685,54.8262
1038,0.574,9.3935,5.45,17.87,2.3152,0.167,1.8661,6.1111,3.8309,2.868,719.2021,3.8491,6.8,0.2571,2.4258,1.2805,13.5789
1039,1.0617,8.7688,8.68,20.58,4.0837,0.3063,2.3316,12.1076,6.2198,3.2626,732.4526,7.005,8.05,0.4025,2.6506,1.518,16.7005
1040,0.9898,9.3651,6.08,21.63,3.7833,0.2818,2.204,10.5695,4.4193,3.4294,734.4456,6.3754,8.05,0.4025,2.6506,1.518,16.7005
1041,0.3987,10.1037,6.78,21.1,2.4703,0.1239,1.9749,3.9465,4.9085,3.3312,737.3662,4.0923,8.0099,0.1878,2.6198,1.5125,8.6853
1042,0.3877,9.9536,5.11,18.56,1.5941,0.1163,1.485,3.8955,3.6051,2.9541,726.8681,2.7622,9.01,0.2454,2.9594,1.7051,12.3064
1043,0.3997,9.9491,5.19,23.63,2.0062,0.1381,1.7837,4.0175,3.6451,3.7317,734.2549,3.4382,6.33,0.357,2.1429,1.1946,18.3953
1044,0.4336,9.6231,6.45,18.95,1.7155,0.137,2.3226,4.5057,4.7051,3.0359,723.7314,2.8705,6.8,0.2571,2.4258,1.2805,13.5789
1045,0.4764,9.6178,5.02,18.34,2.6046,0.1537,1.4609,4.9531,3.702,2.8814,745.1394,4.4766,6.28,0.365,1.9903,1.1787,17.4432
1046,0.422,9.8631,5.98,17.3,1.6674,0.1316,1.7859,4.2782,4.3091,2.7902,718.0416,2.8808,5.44,0.4464,1.708,1.0188,22.8636
1047,0.3293,9.8575,5.48,17.7,2.6352,0.1007,1.7871,3.3407,3.848,2.8262,723.4512,4.5499,5.44,0.4464,1.708,1.0188,22.8636
1048,0.4584,9.8614,5.92,17.5,4.3832,0.1376,1.6045,4.6483,4.3483,2.8192,719.9964,7.3008,6.32,0.2679,2.0635,1.1851,13.1553
1049,0.3621,9.8991,10.08,15.42,1.665,0.1072,2.6855,3.6582,7.0159,2.4368,730.1985,2.8637,9.12,0.3046,3.312,1.7166,15.7989
1050,1.268,9.1067,8.46,12.9,4.9519,0.3654,2.4214,13.9238,5.8443,2.049,724.852,8.799,10.27,0.4006,3.5201,1.9288,17.8615
1051,0.2582,9.9903,8.62,24.29,1.582,0.0806,2.6123,2.5845,6.2994,3.8618,733.9234,2.6787,8.27,0.3001,2.7629,1.5487,13.4487
1052,0.2364,9.9884,9.46,22.16,3.8374,0.0789,2.6401,2.3667,7.0447,3.5327,733.956,6.6395,7.45,0.4584,2.5183,1.3951,24.3541
1053,0.4454,9.8566,7.56,21.38,3.561,0.1348,2.4205,4.5187,5.5557,3.4318,725.8717,6.1875,6.33,0.357,2.1429,1.1946,18.3953
1054,0.4289,9.7748,2.84,13.06,4.9433,0.1354,1.0997,4.3881,1.9696,2.0306,742.1435,8.487,6.95,0.2234,2.229,1.3144,11.28
1055,0.3843,9.6759,9.34,18.73,2.6546,0.1382,2.6112,3.9719,6.7393,2.9649,733.7185,4.5693,8.0099,0.1878,2.6198,1.5125,8.6853
1056,0.4077,9.688,7.45,20.67,4.3811,0.1162,2.2903,4.208,5.3316,3.2731,733.4407,7.4544,438.87,2.1967,131.4529,86.9192,96.9601
1057,0.2984,9.8285,7.63,18.71,1.5301,0.0917,2.4736,3.0359,5.6029,3.01,720.8746,2.5981,9.01,0.2454,2.9594,1.7051,12.3064
1058,0.261,10.2007,9.55,19.89,2.3904,0.0828,2.6555,2.5589,6.8595,3.1873,724.373,3.9903,6.87,0.2282,2.4626,1.2895,9.8735
1059,0.3407,9.845,4.46,19.22,2.1511,0.1021,1.5303,3.4604,3.1551,3.0493,730.8623,3.6689,8.27,0.3001,2.7629,1.5487,13.4487
1060,0.4175,9.9558,7.8,17.81,2.6452,0.1278,2.1354,4.1931,5.5834,2.8861,713.7275,4.5463,8.08,0.206,2.895,1.5192,9.6779
1061,1.1284,9.4096,5.8,21.48,2.2058,0.3324,1.8038,11.9926,4.1561,3.4155,729.8925,3.7828,9.01,0.2454,2.9594,1.7051,12.3064
1062,0.3362,9.9621,7.41,22.46,2.638,0.1034,2.1613,3.3751,5.2699,3.5779,731.2121,4.5843,11.35,0.3364,4.0075,2.1334,16.2693
1063,0.368,9.9299,4.39,19.52,1.5501,0.1101,1.3144,3.7058,3.1025,3.1411,718.4924,2.6315,11.65,0.2467,3.9387,2.188,12.6982
1064,0.2434,10.0093,10.53,17.11,1.6139,0.0764,3.2884,2.4313,7.9816,2.7198,740.7378,2.7787,9.01,0.2454,2.9594,1.7051,12.3064
1065,1.1007,9.2537,6.2,20.64,3.2234,0.3245,2.0318,11.8947,4.4885,3.2803,733.8668,5.5433,8.05,0.4025,2.6506,1.518,16.7005
1066,0.262,9.8735,7.83,20.79,1.6794,0.0877,2.4001,2.6538,5.6529,3.3069,733.308,2.8422,8.4,0.1986,2.8909,1.5828,9.363
1067,1.0816,9.4105,8.56,20.29,3.8572,0.3166,2.6709,11.4935,6.2747,3.2613,724.3174,6.4981,10.18,0.3038,3.4002,1.9168,12.6524
1068,0.3738,9.8814,5.27,24.63,3.0661,0.1196,1.709,3.7824,3.734,3.9039,729.6686,5.2431,7.77,0.2588,2.7003,1.4588,12.2751
1069,0.6247,10.1854,7.61,18.82,1.303,0.1935,2.6902,6.133,5.6537,3.027,724.1667,2.2002,5.44,0.4464,1.708,1.0188,22.8636
1070,0.414,9.6227,3.25,15.21,3.4465,0.1319,1.0144,4.3027,2.2611,2.3801,737.644,6.0033,5.81,0.3435,2.0923,1.097,16.9045
1071,0.2739,9.6011,3.65,16.02,3.9162,0.0859,1.1732,2.8528,2.5884,2.4938,744.8001,6.5752,8.4,0.1986,2.8909,1.5828,9.363
1072,0.4981,9.5075,7.86,18.31,2.4261,0.1528,2.3898,5.2395,5.7144,2.949,720.5073,4.1456,10.34,0.4816,3.582,1.9495,26.2227
1073,0.4116,9.5713,4.9,17.87,1.8566,0.1313,1.4418,4.3007,3.5981,2.8674,729.3693,3.2619,6.95,0.2234,2.229,1.3144,11.28
1074,0.8,8.9728,8.73,16.68,2.3147,0.2341,2.4716,8.9159,6.1127,2.5816,747.5998,3.9699,9.82,0.3602,3.5086,1.8492,17.6298
1075,0.4955,9.585,8.24,14.46,1.6097,0.1485,2.5916,5.1701,6.1445,2.2884,739.9196,2.7479,436.52,1.1022,149.184,83.2685,54.8262
1076,0.4437,9.4281,3.69,19.29,1.6459,0.1371,1.2894,4.7066,2.7522,3.0979,727.6856,2.8505,8.7,0.2132,3.2886,1.6331,9.7075
1077,0.3765,9.9148,6.64,18.8,3.787,0.123,1.9618,3.7976,5.045,2.9905,740.0945,6.45,5.44,0.4464,1.708,1.0188,22.8636
1078,0.2558,9.9457,4.31,20.23,3.6441,0.0877,1.3033,2.5717,3.2205,3.2382,731.8209,6.2586,6.72,0.2056,1.9092,1.2645,9.5881
1079,1.1488,8.7452,7.05,17.25,1.6562,0.3279,2.0519,13.1366,5.0848,2.7627,726.0754,2.8249,9.82,0.3602,3.5086,1.8492,17.6298
1080,1.0541,8.8194,5.19,13.55,2.4608,0.304,1.3831,11.9521,3.6121,2.1218,737.8895,4.1434,10.89,0.1874,3.9403,2.047,9.6762
1081,0.4239,10.2704,4.73,16.39,2.8486,0.1368,1.2801,4.127,3.3065,2.6126,725.2685,4.9556,8.97,0.3116,3.3351,1.6892,14.6674
1082,0.4977,9.6789,6.65,18.77,2.2482,0.1475,1.9691,5.1425,4.783,3.025,719.7335,3.8865,5.44,0.4464,1.708,1.0188,22.8636
1083,0.4269,9.2689,13.6,16.59,1.5313,0.1222,3.7191,4.6055,9.8313,2.6081,739.3546,2.68,6.95,0.2234,2.229,1.3144,11.28
1084,0.4231,10.2423,6.3,17.89,3.9452,0.1347,1.929,4.1314,4.4308,2.8285,732.7014,6.7862,6.8,0.2571,2.4258,1.2805,13.5789
1085,0.683,9.9546,5.48,13.34,3.7327,0.1989,1.867,6.8612,4.0142,2.1465,724.8024,6.3438,8.97,0.3116,3.3351,1.6892,14.6674
1086,0.281,9.5494,7.96,17.1,1.6522,0.0984,2.2708,2.9427,5.9299,2.717,738.0674,2.8445,10.45,0.2183,3.6726,1.9646,10.3466
1087,0.3935,9.7462,6.46,19,1.1577,0.1219,1.928,4.0376,4.5648,3.0043,733.4593,1.9868,8.0099,0.1878,2.6198,1.5125,8.6853
1088,1.074,8.9028,7.06,16.01,3.8586,0.307,2.7341,12.064,5.2109,2.5407,736.5278,6.6331,5.44,0.4464,1.708,1.0188,22.8636
1089,1.1117,8.7683,6.78,16.06,1.2945,0.3226,1.7292,12.6791,4.914,2.5508,734.14,2.2141,9.82,0.3602,3.5086,1.8492,17.6298
1090,0.4081,9.8566,5.15,20.07,1.6425,0.127,1.5166,4.1401,3.6408,3.1893,729.0762,2.8292,9.01,0.2454,2.9594,1.7051,12.3064
1091,0.4125,9.6388,5.23,17.55,3.9184,0.128,1.4634,4.2796,3.6672,2.7561,735.2262,6.6665,7.01,0.3551,2.4389,1.3181,17.0283
1092,0.4144,9.6467,6.37,18.84,4.21,0.1296,1.7436,4.2961,4.3115,2.9974,721.4669,7.1619,7.91,0.2824,2.6691,1.4926,14.3055
1093,0.4176,9.6817,8.96,10.92,4.0073,0.1289,2.9635,4.3132,6.132,1.6771,751.7864,6.8547,10.65,0.3068,3.6722,2.0113,14.5194
1094,0.4496,9.6654,7.98,20.17,2.5001,0.1353,2.3699,4.6512,5.355,3.2369,712.2782,4.2415,7.91,0.2824,2.6691,1.4926,14.3055
1095,0.452,9.6747,6.73,16.01,4.3297,0.1382,2.2748,4.6724,4.6298,2.46,752.7554,7.3928,10.65,0.3068,3.6722,2.0113,14.5194
1096,0.3854,9.8539,6.23,16.73,2.9122,0.1233,1.8855,3.9116,4.4915,2.6747,728.2548,5.0711,9.39,0.2702,3.4055,1.771,14.1291
1097,0.2695,9.6658,9.54,10.07,1.5633,0.0911,2.9506,2.7879,6.6094,1.6062,719.1543,2.6177,6.33,0.357,2.1429,1.1946,18.3953
1098,0.4161,9.3229,6.05,16.45,1.3123,0.1207,1.9492,4.4628,4.43,2.6277,730.1384,2.2402,5.81,0.3435,2.0923,1.097,16.9045
1099,0.3445,9.5186,5.87,18.3,1.5565,0.1068,2.0647,3.6198,4.1982,2.9263,728.7247,2.7053,9.66,0.2474,3.2073,1.8176,12.6151
1100,0.4269,9.8016,5.57,17.9,1.1967,0.1257,1.4887,4.3551,4.1067,2.8633,729.2318,2.0357,8.97,0.3116,3.3351,1.6892,14.6674
1101,0.481,9.8069,3.57,22.74,1.8899,0.1409,1.2824,4.905,2.5872,3.631,729.9374,3.2621,9.66,0.2474,3.2073,1.8176,12.6151
1102,0.4913,9.5937,5.77,16.46,1.6169,0.1491,1.8025,5.1208,4.195,2.6236,733.779,2.7854,12.1,0.4185,4.3422,2.279,21.6219
1103,0.3631,9.6744,6.39,22.07,1.6602,0.1151,1.8858,3.7531,4.4867,3.4763,735.8554,2.8676,8.27,0.3001,2.7629,1.5487,13.4487
1104,0.421,9.6698,5.52,19.02,2.2358,0.13,1.6231,4.3539,3.8879,3.0213,728.8463,3.8383,6.33,0.357,2.1429,1.1946,18.3953
1105,0.4147,9.6812,9.04,21.98,3.9928,0.1242,2.7053,4.2835,6.5585,3.4819,738.6534,6.835,11.12,0.1474,4.055,2.1201,13.5037
1106,0.4085,9.5896,7.07,17.95,2.2263,0.1249,1.883,4.2602,5.218,2.8559,734.8409,3.8576,436.52,1.1022,149.184,83.2685,54.8262
1107,0.4139,9.9381,5.67,19.78,1.5443,0.1306,1.8173,4.1646,4.0285,3.1504,730.4399,2.5857,9.82,0.3602,3.5086,1.8492,17.6298
1108,0.3044,9.7568,6.32,16.73,3.798,0.0958,2.2998,3.1195,4.6093,2.6619,733.1998,6.4384,11.54,0.2936,3.8239,2.1764,14.9692
1109,0.4026,9.5681,4.37,21.56,2.0877,0.1252,1.3814,4.2081,3.1356,3.43,730.552,3.5907,9.01,0.2454,2.9594,1.7051,12.3064
1110,0.2878,9.4755,6.41,17.24,1.3937,0.0901,1.5246,3.037,4.6629,2.6689,755.5709,2.3728,9.66,0.2474,3.2073,1.8176,12.6151
1111,0.277,9.7313,6.5,17.43,4.0329,0.0979,1.8555,2.8465,4.5872,2.723,741.2117,6.9021,7.93,0.1387,2.8103,1.4952,6.3789
1112,0.557,9.5884,9.89,15.4,4.2399,0.1592,3.4788,5.809,7.1915,2.424,739.6294,7.1989,9.66,0.2474,3.2073,1.8176,12.6151
1113,0.4216,9.7254,8.13,18.7,3.1979,0.1274,2.3299,4.3351,5.7438,2.9751,726.5862,5.5145,10.34,0.4816,3.582,1.9495,26.2227
1114,0.4101,9.1,8.09,17.01,2.2944,0.1152,2.7457,4.5067,5.9254,2.627,756.1224,3.9232,11.54,0.2936,3.8239,2.1764,14.9692
1115,0.4563,9.5044,5.98,13.74,2.0084,0.1304,2.0907,4.8014,4.1844,2.1633,735.7165,3.3888,6.95,0.2234,2.229,1.3144,11.28
1116,0.3594,9.8879,6.93,17.19,2.6444,0.1168,2.1193,3.6351,5.2618,2.7322,738.7522,4.5664,436.52,1.1022,149.184,83.2685,54.8262
1117,0.3624,9.5886,3.48,19.48,3.1153,0.1138,1.229,3.7793,2.455,3.113,722.6729,5.3142,10.59,0.3212,3.4596,1.9884,14.8682
1118,0.4485,9.5578,3.98,21.03,0.8792,0.1397,1.3541,4.6924,2.8325,3.3474,728.9452,1.507,9.96,0.3006,3.5767,1.8743,14.9298
1119,0.3679,9.2069,5.4,14.24,1.6622,0.134,1.8735,3.9959,3.8947,2.291,723.4435,2.8982,11.54,0.2936,3.8239,2.1764,14.9692
1120,0.5469,10.1361,10.95,12.52,3.546,0.1598,3.0756,5.3958,7.8802,1.9471,747.8874,5.9644,9.66,0.2474,3.2073,1.8176,12.6151
1121,0.2661,9.8208,6.12,15.28,3.1957,0.092,2.0426,2.71,4.1612,2.4466,716.9913,5.5187,7.91,0.2824,2.6691,1.4926,14.3055
1122,0.7415,9.7091,8.98,15.18,11.3102,0.1827,3.0475,7.6368,6.6267,2.4089,736.3059,19.6333,9.82,0.3666,2.9343,1.8563,18.3584
