,F153,F159,F198,F200,F201,F21,F26,F319,F32,F33,F334,F337,F34,F35,F39,F407,F426,F470,F474,F476,F572,F573
936,0.0082,789,0.266,23.23,5.54,-5153.75,1.9983,8.643,83.4448,8.5571,0.0982,1.9397,50.3923,64.7149,118.052,0.8713,0.8463,2.505,32.3475,7.4876,438.87,2.1967
937,0.0084,122,0.319,27.21,10.54,-5365.75,1.9805,7.9702,85.4838,8.7401,0.0915,2.9277,50.0631,64.3756,118.0474,1.6544,0.8597,3.021,54.7875,13.5257,10.93,0.2775
938,0.0045,477,0.269,21.35,4.7,-5437,1.9795,8.3272,83.7179,8.7015,0.0938,1.332,50.6219,64.4228,118.504,1.6544,0.4549,2.5872,42.6974,10.949,10.87,0.4214
939,0.0094,285,0.214,17.56,5.21,-5007.75,2.0173,8.7554,84.3441,8.9833,0.069,1.8568,50.6379,64.7846,119.6042,1.6544,0.9669,2.05,37.9308,15.5775,7.28,0.4502
940,0.016,782,0.202,22.6,4.45,-5357.5,1.9915,8.3548,83.5182,8.6149,0.0619,1.2017,50.3917,64.2488,118.0712,1.2189,1.6568,1.915,31.6901,12.0584,10.44,0.3893
941,0.0077,1094,0.498,26.31,9.35,-5031.25,2.025,9.5503,84.0397,9.1287,0.1447,2.374,50.5501,64.215,118.1158,1.6544,0.7878,4.7891,42.2701,9.4363,7.28,0.4502
942,0.0046,922,0.24,15.77,3.01,-5966.75,1.9848,9.2908,87.1083,8.7779,0.0648,1.0412,50.0922,64.4107,118.0094,1.5095,0.4657,2.2936,19.9753,13.2764,9.94,0.2182
943,0.0112,190,0.631,22.11,8.71,-5477.5,2.0002,9.5337,86.238,8.287,0.1823,2.5059,50.7216,64.1468,116.1914,1.1571,1.1538,6.0862,44.1262,14.0213,8.49,0.3689
944,0.0102,1137,1.346,20.08,5.11,-5759.75,1.9835,9.4871,84.1975,8.7548,0.3553,1.7974,50.7923,64.5815,118.3978,1.6544,1.0438,13.026,16.3139,21.8676,9.94,0.2182
945,0.0038,352,0.157,13.12,2.87,-5622,2.0032,8.5272,84.0397,9.1287,0.0416,0.871,50.5501,64.215,118.1158,1.0412,0.3896,1.4995,13.5813,18.9632,9.94,0.2182
946,0.0089,284,0.257,19.13,5.67,-5215.5,2.0002,8.3765,85.4438,8.4278,0.0747,1.9889,50.286,64.332,117.8352,1.0412,0.9145,2.4192,26.5624,11.2026,10.59,0.3212
947,0.0095,978,1.183,21.91,8.93,-5540.5,1.9752,9.4154,84.1975,8.7548,0.3246,2.3185,50.7923,64.5815,118.3978,1.0412,0.9762,11.5407,24.9731,27.5964,8.05,0.4025
948,0.0172,527,1.037,21.44,6.24,-6561.25,1.884,9.623,84.2942,8.7199,0.3231,2.012,49.8696,63.8867,118.6792,0.8713,1.7907,10.2914,13.8268,44.4727,9.08,0.1849
949,0.0085,935,0.509,23.2,5.85,-5526,1.963,8.4865,83.6681,8.8546,0.1647,1.7613,50.739,64.5531,118.3618,1.0412,0.8758,4.8349,49.8805,25.9895,8.64,0.2994
950,0.012,995,0.493,22.96,5.63,-5476.25,2.006,9.5751,84.3084,8.3591,0.1548,1.4743,50.3996,64.5242,117.9356,1.0412,1.2386,4.6188,16.0239,10.6001,10.8,0.3051
951,0.0086,624,0.444,20.89,6.02,-5261.75,1.9627,8.9428,83.5182,8.6149,0.1284,1.9859,50.3917,64.2488,118.0712,1.0412,0.8824,4.2634,26.5192,29.3522,7.28,0.4502
952,0.0101,471,0.2,14.76,2.97,-5444.75,1.991,8.7352,85.4487,8.6695,0.0662,0.8843,50.2081,63.7619,118.1258,1.1571,1.0423,1.9135,17.678,15.8056,11.76,0.2441
953,0.0092,712,0.318,19.29,7.88,-5290,1.9823,8.3785,84.525,8.7932,0.0985,2.6127,50.1146,63.7758,118.023,1.2804,0.9396,3.0449,46.0365,11.5761,10.44,0.3893
954,0.0084,183,0.851,19.32,3.72,-6493,1.8657,9.5798,85.7204,9.0811,0.2358,1.2044,50.6151,64.1481,117.6492,1.6544,0.8641,8.291,19.9649,12.759,8.09,0.2577
955,0.0114,967,0.839,20.87,10.25,-5743.25,1.9885,9.2629,83.6367,8.8562,0.2416,2.5527,50.2577,64.0201,118.4858,1.0412,1.1688,8.1125,35.6063,36.4909,8.05,0.4025
956,0.007,493,0.247,20.19,8,-5364,2.0192,8.4234,93.8653,8.6611,0.0702,2.5958,57.8485,76.2508,125.9348,1.1571,0.7156,2.363,45.7327,10.0668,438.87,2.1967
957,0.0184,791,0.453,14.87,9.99,-5501,1.9872,10.1786,83.4093,8.3663,0.1363,2.3656,50.4972,64.741,117.9414,1.1571,1.9192,4.4064,28.0751,23.5177,7.7,0.5593
958,0.0115,322,0.338,20.78,6.28,-5537,1.985,8.7027,85.188,8.9562,0.1151,1.9259,50.1992,63.901,118.0178,1.0412,1.1789,3.1716,43.7444,12.6864,8.64,0.2994
959,0.0062,469,0.237,16.22,4.56,-5423.25,2.0023,8.2755,84.3441,8.9833,0.0721,1.5105,50.6379,64.7846,119.6042,1.2804,0.6355,2.2761,35.5619,17.6475,10.19,0.3099
960,0.0107,2099,0.378,25.39,17.95,-4682,1.9882,7.2377,87.1083,8.7779,0.1207,4.6755,50.0922,64.4107,118.0094,1.2804,1.1018,3.6235,86.046,22.1725,7.28,0.4502
961,0.0103,377,0.24,17.32,2.74,-6469.5,1.8835,7.984,84.7188,8.7073,0.0789,0.8015,50.2823,64.6813,118.294,1.2804,1.0584,2.2885,19.7551,10.2332,8.49,0.3689
962,0.0047,300,0.214,19.28,5.4,-5305,1.9952,8.5925,83.5182,8.6149,0.065,1.8094,50.3917,64.2488,118.0712,1.2804,0.4807,2.0339,19.5265,14.2285,9.94,0.2182
963,0.0176,355,1.187,19.98,4.75,-5671.25,2.014,9.4994,85.4838,8.7401,0.328,1.3338,50.0631,64.3756,118.0474,1.1571,1.8409,11.5012,22.2464,26.4374,9.6,0.2265
964,0.0087,837,1.1,14.87,5.08,-5614.75,1.9682,9.8383,86.0222,9.2016,0.309,1.7315,50.5239,64.0447,118.1136,0.7154,0.8944,10.7735,20.785,21.9985,9.94,0.2182
965,0.0088,454,0.273,12.18,4.51,-5459.75,1.9815,7.1322,83.9932,9.0639,0.0674,1.5673,50.2254,63.9159,118.7654,0.7154,0.9014,2.6698,22.868,12.039,6.32,0.2679
966,0.0051,865,0.45,16.63,3.11,-5504.75,2.0092,8.3821,86.0222,9.2016,0.1253,0.8368,50.5239,64.0447,118.1136,1.0412,0.5184,4.3031,23.1491,17.4566,5.97,0.3716
967,0.0097,929,0.261,13.65,3.27,-5648.25,1.996,8.4392,84.3441,8.9833,0.0835,1.0468,50.6379,64.7846,119.6042,1.2804,0.9894,2.4963,18.2919,7.2587,9.94,0.2182
968,0.0166,371,0.565,27.53,7.19,-5300.25,1.9735,9.4213,84.5333,8.8078,0.1578,2.1568,50.2326,63.94,118.5778,0.7154,1.729,5.4405,28.3646,22.6318,8.05,0.4025
969,0.0119,834,0.556,25.72,6.12,-5121.5,1.9975,9.8802,84.9121,8.1166,0.1711,1.5509,50.4608,64.5548,118.2426,1.2804,1.2191,5.3144,25.1104,18.936,8.05,0.4025
970,0.006,4361,0.218,19.74,4.68,-5491.75,1.9947,8.2637,83.5811,8.6068,0.0859,1.4237,50.6355,64.6913,118.2942,1.1571,0.6092,2.0688,40.7308,21.5064,8.49,0.3689
971,0.0049,726,1.057,15.95,5.6,-5409,2.0023,9.7835,85.7132,9.0606,0.3309,1.7323,50.5004,64.0248,117.9764,0.7154,0.498,10.3436,14.7673,23.5531,9.94,0.2182
972,0.0123,1175,0.186,15.55,3.9,-5274.25,1.9962,8.2336,84.5509,9.6136,0.0569,1.4715,50.9199,64.7472,119.5168,1.1571,1.2675,1.7663,30.7337,15.8093,10.44,0.3893
973,0.0112,372,0.864,27.32,8.07,-5339,2.023,10.1571,85.4487,8.6695,0.2462,2.1462,50.2081,63.7619,118.1258,1.2804,1.1462,8.3987,28.7585,17.1689,6.87,0.2282
974,0.0092,2779,0.372,26.54,10.27,-5966.75,1.9795,8.0872,87.1083,8.7779,0.115,2.9769,50.0922,64.4107,118.0094,0.7154,0.9405,3.5279,32.1493,22.422,10.18,0.3038
975,0.0102,297,0.243,21.25,5.38,-6351,1.8867,8.1285,85.7132,9.0606,0.0774,1.5263,50.5004,64.0248,117.9764,0.7154,1.0534,2.361,33.6831,11.9955,9.94,0.2182
976,0.0051,1273,0.623,15.67,4.51,-5623.5,1.9962,9.0933,85.2836,8.8331,0.166,1.2137,50.8216,64.3688,116.0982,1.4933,0.5211,5.9676,19.0244,14.0433,8.27,0.3001
977,0.0372,1736,0.277,19.53,6.53,-5303,1.9805,8.0173,85.822,9.0776,0.0785,1.7804,50.4667,64.059,118.0494,1.1571,3.8309,2.6041,54.4256,16.1453,6.77,0.3033
978,0.0116,364,0.948,18.43,6.62,-5675,2.0015,9.243,83.6681,8.8546,0.2618,1.7088,50.739,64.5531,118.3618,1.4933,1.197,9.1352,24.1782,23.0086,6.32,0.2679
979,0.0054,1271,1.207,14.5,4.01,-5439.25,1.9725,9.9205,84.8185,8.9979,0.3404,1.5871,50.5682,64.3519,118.4998,0.7154,0.5518,11.7566,24.7028,28.3403,9.12,0.3046
980,0.0108,1257,0.204,16.93,3.32,-5949.25,1.9893,8.5577,85.5485,8.8548,0.0623,1.1101,50.1588,63.7216,117.9246,1.4933,1.1059,1.9423,10.1763,13.5936,7.04,0.2486
981,0.0057,2867,0.272,15.26,9.23,-6189.75,2.001,8.2727,84.6838,9.0425,0.0787,2.7924,50.7493,64.4947,117.7228,1.4933,0.5845,2.5945,52.9078,16.0031,438.87,2.1967
982,0.0112,662,0.3,23.9,5.72,-5125.75,2.0038,8.3836,83.4093,8.3663,0.0931,1.9482,50.4972,64.741,117.9414,1.4933,1.1499,2.8817,41.2883,9.3404,438.87,2.1967
983,0.0105,384,0.414,15.17,5.81,-5387,1.998,7.5911,83.4093,8.3663,0.1093,1.8553,50.4972,64.741,117.9414,1.4933,1.076,3.9814,31.4421,16.5012,8.49,0.3689
984,0.012,1424,0.229,20.69,7.89,-5145.25,1.973,7.3106,84.7907,8.9191,0.0696,2.3032,50.6581,64.4096,118.3818,1.4933,1.2348,2.2081,30.6024,15.928,6.33,0.357
985,0.0054,484,0.25,25.04,7.7,-5548.25,2.0042,8.9793,83.6681,8.8546,0.0851,2.4043,50.739,64.5531,118.3618,1.1571,0.5481,2.3753,38.2634,37.6327,8.98,0.1556
986,0.0103,1054,0.5,16.64,10.32,-5648,2.0227,9.4101,84.052,8.8581,0.1484,2.6355,50.137,64.6559,117.8936,0.9665,1.0573,4.8047,35.3704,22.4803,11.76,0.2441
987,0.0172,541,1.126,10.04,7.07,-6445,1.8847,9.2286,86.0222,9.2016,0.2942,2.2596,50.5239,64.0447,118.1136,0.9665,1.7886,11.078,41.4387,23.7291,7.36,0.188
988,0.0115,420,1.319,22.33,3.78,-5441.5,2.0122,9.0635,84.5509,9.6136,0.3719,1.1234,50.9199,64.7472,119.5168,1.4933,1.1769,12.8398,15.2778,27.9095,8.05,0.4025
989,0.0108,549,0.443,30.24,8.51,-5482.5,2.0183,8.2801,85.2826,8.1161,0.1251,2.3604,50.4944,64.5502,118.3048,1.4933,1.1152,4.1783,26.4738,31.6384,10.63,0.2428
990,0.0149,595,1.287,17.37,12.13,-5307.5,1.9837,10.0575,86.0222,9.2016,0.4343,3.4843,50.5239,64.0447,118.1136,0.9665,1.5432,12.671,38.8001,22.1172,10.19,0.3099
991,0.0098,390,0.355,13.77,6.4,-5648.25,1.9945,8.7432,84.3441,8.9833,0.1022,2.0519,50.6379,64.7846,119.6042,1.4933,1.0037,3.407,25.8286,8.4358,10.19,0.3099
992,0.0083,648,0.296,18.49,9.27,-5471.75,2.0145,8.0622,84.1896,8.8519,0.079,2.5035,50.1963,64.6928,118.031,0.9665,0.8475,2.7954,59.4751,10.8642,10.93,0.2775
993,0.017,414,1.198,23.29,5.24,-5399.25,1.9785,9.3714,84.4905,8.7997,0.3175,1.5306,50.5147,64.3568,118.489,0.9665,1.7657,11.6591,18.567,21.0677,8.0099,0.1878
994,0.0151,483,1.15,20.1,5.22,-5707,1.9713,9.8158,87.1083,8.7779,0.3031,1.6015,50.0922,64.4107,118.0094,0.9665,1.5687,11.1164,22.4932,27.6718,438.87,2.1967
995,0.0126,996,0.551007969,17.51921423,7.931214483,-5420.25,1.9523,8.4086,83.7568,8.2981,0.167117712,2.272105361,50.628,64.638,119.9514,1.1571,1.2939,5.368028639,38.59639513,18.47547148,13.09,0.2914
996,0.0061,163,0.292,15.94,5.31,-5525,1.9858,8.8926,83.7179,8.7015,0.0827,1.8071,50.6219,64.4228,118.504,0.9665,0.621,2.8271,24.4986,19.7834,8.64,0.2994
997,0.0123,332,0.207,23.42,5.03,-5327.5,1.999,8.3423,85.2826,8.1161,0.0667,1.443,50.4944,64.5502,118.3048,0.9665,1.2635,1.9589,19.082,22.5516,10.19,0.3099
998,0.0129,1445,1.223,18.44,8.27,-5194.75,1.9765,9.6496,93.8653,8.6611,0.3417,1.9243,57.8485,76.2508,125.9348,0.9665,1.3401,11.8439,27.35,26.1908,11.65,0.2467
999,0.0044,123,0.275,19.42,5.19,-6411,1.8733,8.6132,85.7204,9.0811,0.0763,1.6239,50.6151,64.1481,117.6492,0.9665,0.4496,2.582,48.7763,8.4877,10.87,0.4214
1000,0.0102,456,0.303,21.3,4.39,-5339.5,2.0057,8.4733,85.2826,8.1161,0.0856,1.3421,50.4944,64.5502,118.3048,0.6244,1.0482,2.9073,22.8961,7.1707,9.94,0.2182
1001,0.0117,822,0.421,13.34,4.97,-5443.25,2.009,10.1109,84.3084,8.3591,0.134,1.4309,50.3996,64.5242,117.9356,0.6244,1.1947,4.0654,14.6583,12.9923,9.6,0.497
1002,0.0085,600,0.251,21.22,8.21,-5776.75,2.0132,7.7615,84.525,8.7932,0.0706,2.3747,50.1146,63.7758,118.023,0.6244,0.8713,2.3383,45.3782,6.9198,10.87,0.4214
1003,0.0057,511,0.233,20.35,4.12,-5352.75,1.9948,8.956,84.052,8.8581,0.0718,1.2652,50.137,64.6559,117.8936,0.6244,0.5866,2.2158,24.2788,9.089,9.94,0.2182
1004,0.0203,485,1.182,23.39,5.44,-5352.5,1.995,9.5601,84.7176,8.7373,0.3283,1.5539,50.5598,64.3447,118.3632,0.6244,2.1129,11.4598,26.7341,38.0261,8.0099,0.1878
1005,0.0098,391,0.626,18.55,13.42,-5187.75,1.9772,9.8504,84.7176,8.7373,0.1767,3.6453,50.5598,64.3447,118.3632,1.2904,1.0089,6.0723,50.0686,16.841,438.87,2.1967
1006,0.0086,1009,0.36,19.82,5.95,-5546.25,2.019,8.5256,85.2826,8.1161,0.1007,2.0066,50.4944,64.5502,118.3048,0.6244,0.8834,3.4405,21.1096,25.5395,10.19,0.3099
1007,0.0103,366,0.241,15.61,5.17,-5588,1.9783,8.8935,84.5987,8.8836,0.0645,1.6419,50.0944,63.7488,117.878,1.4641,1.0579,2.2763,24.1537,29.7567,10.58,0.2015
1008,0.0198,442,0.284,23.56,8.22,-6347.75,1.8855,8.2809,84.0397,9.1287,0.0817,2.2691,50.5501,64.215,118.1158,1.2904,2.0675,2.71,36.7281,10.8287,7.28,0.4502
1009,0.0109,346,1.294,26.01,5.95,-6335.25,1.8902,8.9069,85.7132,9.0606,0.3472,1.9523,50.5004,64.0248,117.9764,1.2904,1.1263,12.5152,24.2084,19.9009,8.05,0.4025
1010,0.0046,269,1.125,23.26,10.05,-5383.25,1.9628,9.9891,84.3441,8.9833,0.3076,2.7166,50.6379,64.7846,119.6042,1.2904,0.4739,11.0537,37.4628,28.2879,10.19,0.3099
1011,0.011,383,0.296,15,5.12,-5475.75,2.0038,9.2422,84.0397,9.1287,0.0886,1.5201,50.5501,64.215,118.1158,1.266,1.1287,2.8474,15.7581,8.0225,7.28,0.4502
1012,0.0082,605,0.164,20.2,2.89,-5333.75,1.9823,8.1589,84.1975,8.7548,0.0564,0.8427,50.7923,64.5815,118.3978,0.6244,0.8443,1.5581,16.2255,10.8415,10.63,0.2428
1013,0.0118,575,0.327,12.5,6.17,-5346.25,2.011,7.0844,84.7907,8.9191,0.0946,2.1752,50.6581,64.4096,118.3818,1.266,1.2194,3.1524,26.0437,10.8863,6.33,0.357
1014,0.0043,1027,0.167,19.29,5.58,-5291,1.9922,7.3425,84.6998,9.4336,0.054,1.6948,50.4561,64.1172,119.2394,0.874,0.4397,1.6014,15.999,11.6269,6.8,0.2571
1015,0.0043,425,0.524,20.2,4.25,-6403,1.8887,8.3607,84.0397,9.1287,0.1851,1.3292,50.5501,64.215,118.1158,1.2904,0.4345,5.0154,15.2692,13.4201,9.94,0.2182
1016,0.0111,637,0.358,12.86,4.52,-5984,2.0035,10.2268,84.3947,8.897,0.106,1.3254,50.142,64.5666,118.181,0.874,1.1355,3.4675,32.7175,9.8797,436.52,1.1022
1017,0.0109,217,0.544,21.37,7.59,-4951.25,1.98,9.4127,84.7907,8.9191,0.1468,2.2993,50.6581,64.4096,118.3818,0.874,1.1199,5.2264,29.6019,17.0341,6.32,0.2679
1018,0.0113,381,0.997,18.27,5.04,-5167,1.983,9.1081,83.9932,9.0639,0.3134,1.4601,50.2254,63.9159,118.7654,0.874,1.1634,9.7533,19.6209,23.1744,7.45,0.4584
1019,0.0111,539,0.23,20.6,3.99,-5135,1.97,9.2808,83.5902,8.9221,0.066,1.2132,50.6835,64.5121,118.5814,0.6244,1.1328,2.1822,27.192,15.7488,10.63,0.2428
1020,0.016,278,1.32,16.18,8.19,-5740.75,1.986,9.7373,84.5509,9.6136,0.338,2.3411,50.9199,64.7472,119.5168,1.3704,1.6621,13.0306,28.8828,24.8623,8.05,0.4025
1021,0.0168,858,1.106,26.47,7.2,-5834.5,2.0017,9.8383,84.5951,8.58,0.3006,1.9874,50.6848,64.4791,118.426,1.3704,1.7271,10.8164,24.6931,22.7746,8.0099,0.1878
1022,0.0083,524,0.257,11.18,6.52,-5176.25,1.9968,7.5094,84.7907,8.9191,0.074,1.9749,50.6581,64.4096,118.3818,1.2904,0.8527,2.4737,27.1742,10.1354,6.33,0.357
1023,0.0098,920,0.319,21.41,7.48,-5159.75,1.9828,8.5953,83.4448,8.5571,0.0961,2.2465,50.3923,64.7149,118.052,1.2904,1.0049,3.0103,42.0067,11.3087,11.76,0.2441
1024,0.0079,739,0.762,16.86,9.2,-5245.75,1.9985,9.1416,86.4883,8.6544,0.2283,3.0254,52.9114,94.2641,118.464,1.3704,0.8104,7.4117,40.7375,24.766,8.0099,0.1878
1025,0.0109,913,0.539,11.96,4.18,-5327.5,1.9923,6.5645,83.9932,9.0639,0.1436,1.2959,50.2254,63.9159,118.7654,1.6901,1.1198,5.2821,25.1156,16.9943,5.85,0.2452
1026,0.0101,921,0.645,22.66,7.84,-5313.5,1.987,8.884,84.7907,8.9191,0.2132,2.2447,50.6581,64.4096,118.3818,2.0109,1.036,6.2535,36.0524,23.6357,8.0099,0.1878
1027,0.0139,845,0.232,19.74,4.6,-5450.25,2.0057,8.9134,85.2826,8.1161,0.0787,1.3522,50.4944,64.5502,118.3048,2.0109,1.4292,2.2238,22.7808,12.1341,10.19,0.3099
1028,0.0097,391,0.254,22.44,11.96,-5428.75,1.9868,7.2054,84.4061,8.6772,0.0731,3.1181,50.4095,64.2376,118.542,2.0109,0.993,2.4321,39.1969,14.6241,6.77,0.3033
1029,0.0051,907,0.375,16.69,9.03,-5580.75,1.962,7.691,86.0222,9.2016,0.0998,2.9666,50.5239,64.0447,118.1136,2.028,0.5225,3.6458,36.1101,14.8726,8.64,0.2994
1030,0.0053,474,0.261,21.81,8.97,-5573,1.9977,7.3701,85.9512,8.6799,0.078,2.7899,50.5835,64.2459,118.3732,1.3294,0.543,2.5027,41.8281,16.7238,6.95,0.2234
1031,0.0095,1060,0.284,15.43,12.29,-5334.5,2.0125,6.954,84.8185,8.9979,0.0882,3.6356,50.5682,64.3519,118.4998,1.3294,0.9718,2.7533,59.7934,11.9124,10.78,0.2805
1032,0.006,1117,0.829,11.74,7.89,-5181.75,1.9712,7.3519,83.6085,9.0942,0.2735,2.2938,50.1455,63.8835,118.7758,1.3294,0.61,8.1525,36.4831,14.1401,9.96,0.3006
1033,0.0049,686,1.222,17.57,7.51,-5450,1.989,9.1671,85.2917,8.9132,0.341,2.0868,50.1638,63.7658,118.562,2.0109,0.496,11.7482,17.281,24.7815,6.33,0.357
1034,0.0053,406,0.157,17.11,10.04,-5626.25,1.984,6.9392,83.6681,8.8546,0.0524,3.0266,50.739,64.5531,118.3618,2.0109,0.5452,1.5017,49.2922,11.4874,10.78,0.2805
1035,0.0089,1883,0.239,10.65,6.15,-6171,1.9805,6.9635,84.7646,8.5862,0.0768,1.9226,50.4865,64.3404,118.3002,1.3294,0.9143,2.2927,31.4769,5.7134,10.78,0.2805
1036,0.0122,498,0.236,9.84,3.94,-5693.75,1.9985,7.2412,84.6998,9.4336,0.0702,1.3708,50.4561,64.1172,119.2394,1.6901,1.2538,2.2754,16.6037,9.7554,8.0099,0.1878
1037,0.0105,370,0.287,13.33,11.42,-5715.5,2.0282,7.9425,85.3182,8.5298,0.1036,3.4779,50.8422,64.3121,115.8094,1.6901,1.0711,2.7659,56.9707,12.4649,436.52,1.1022
1038,0.0057,338,1.338,12.48,6.34,-5663.5,1.9995,8.8739,84.3947,8.897,0.3808,1.8053,50.142,64.5666,118.181,1.3294,0.5823,12.6946,26.5741,19.5591,6.8,0.2571
1039,0.0109,818,0.591,24.82,6.9,-5329.25,1.9785,8.9795,84.052,8.8581,0.1607,2.3156,50.137,64.6559,117.8936,1.3704,1.1231,5.6254,23.6735,22.0199,8.05,0.4025
1040,0.0123,773,0.709,27.89,8.27,-5720.25,1.9923,9.5407,84.052,8.8581,0.2026,2.2754,50.137,64.6559,117.8936,1.0033,1.2606,6.8023,27.8647,20.5079,8.05,0.4025
1041,0.0155,459,1.106,23.03,8.49,-5337,1.9843,9.5252,84.361,8.8624,0.3625,2.5278,50.8411,64.6702,118.3086,1.2904,1.5946,10.9493,36.9531,24.0943,8.0099,0.1878
1042,0.0108,640,0.871,22.75,8.28,-5122.5,2.0038,8.9247,84.8185,8.9979,0.2358,2.3774,50.5682,64.3519,118.4998,1.0033,1.1044,8.3702,32.1354,17.2685,9.01,0.2454
1043,0.0108,934,1.261,17.64,4.57,-5730.75,1.966,9.2456,85.7132,9.0606,0.3843,1.4189,50.5004,64.0248,117.9764,1.3981,1.1026,12.3813,16.625,33.6264,6.33,0.357
1044,0.0143,705,0.383,13.63,5.66,-5287.5,2.0038,7.7468,84.6998,9.4336,0.1095,1.5984,50.4561,64.1172,119.2394,1.7187,1.4793,3.6757,21.481,15.9576,6.8,0.2571
1045,0.0123,779,0.208,21.5,10.58,-5621.5,1.99,7.1898,84.1975,8.7548,0.0573,3.1425,50.7923,64.5815,118.3978,1.3981,1.2689,2.0181,46.0081,11.2033,6.28,0.365
1046,0.0066,1097,0.892,16.85,5.07,-5596.25,1.9973,8.9466,85.2836,8.8331,0.2429,1.6376,50.8216,64.3688,116.0982,1.6901,0.6774,8.3688,25.0219,25.309,5.44,0.4464
1047,0.005,1736,1.153,18.63,4.71,-5650.5,2.0083,8.9985,85.8815,8.7609,0.3161,1.325,50.6508,64.2677,116.3708,1.1401,0.5129,10.9964,23.5753,18.9202,5.44,0.4464
1048,0.0184,420,0.248,10.54,5.78,-5295,1.9785,7.068,86.4883,8.6544,0.0856,1.6959,52.9114,94.2641,118.464,0.6244,1.911,2.4047,28.4956,11.2995,6.32,0.2679
1049,0.0058,551,1.036,16.98,4.37,-5344.25,1.983,8.8999,84.5333,8.8078,0.2975,1.3028,50.2326,63.94,118.5778,1.6901,0.5889,10.0227,15.7341,32.0992,9.12,0.3046
1050,0.0045,243,0.175,13.83,2.73,-5412.25,1.981,8.4049,85.2826,8.1161,0.0619,0.9375,50.4944,64.5502,118.3048,2.028,0.4551,1.6733,10.7279,46.8783,10.27,0.4006
1051,0.0048,795,0.972,14.37,7.37,-5336.75,2.0172,9.1318,85.7546,8.7402,0.2568,2.0419,50.663,64.4204,118.4724,1.1401,0.4862,9.3462,27.6788,8.8126,8.27,0.3001
1052,0.0056,497,0.309,15.88,4.36,-5407.5,1.9875,9.4324,85.8815,8.7609,0.1095,1.3488,50.6508,64.2677,116.3708,2.0109,0.5659,2.9829,22.1864,9.3572,7.45,0.4584
1053,0.0153,721,0.675,14.11,5.36,-5535.5,2.0227,9.101,85.3687,13.5481,0.1757,1.5042,50.1519,63.7914,118.7216,2.0109,1.574,6.3968,16.4961,14.9399,6.33,0.357
1054,0.0057,364,0.421,12.87,4.92,-5490.25,1.991,4.9913,84.8185,8.9979,0.1184,1.2537,50.5682,64.3519,118.4998,1.7187,0.5795,3.8591,16.0748,10.3424,6.95,0.2234
1055,0.0051,669,1.134,22.55,9.21,-5358.5,2.0257,9.2776,83.5589,8.8889,0.3163,2.3814,50.2246,63.9957,117.7428,1.3981,0.5159,10.8889,23.7307,23.4618,8.0099,0.1878
1056,0.0103,495,0.993,16.88,11.3,-5479.25,1.981,9.282,93.8653,8.6611,0.2522,3.0574,57.8485,76.2508,125.9348,1.6901,1.0598,9.6196,42.9812,29.4505,438.87,2.1967
1057,0.0094,830,0.352,20.02,12.49,-5278,1.9675,6.9988,83.9324,8.598,0.1057,3.6172,50.6339,64.3833,118.3418,1.1401,0.9599,3.4071,51.7188,6.5557,9.01,0.2454
1058,0.0108,711,0.352,16.2,9.48,-5611.75,2.0065,8.7409,84.8937,8.6074,0.095,2.6074,50.3191,64.2041,119.1106,1.1401,1.1127,3.3274,48.1155,15.6685,6.87,0.2282
1059,0.0049,488,0.69,18.64,3.71,-5320,1.9817,9.1989,84.6998,9.4336,0.175,1.2758,50.4561,64.1172,119.2394,1.6901,0.4958,6.6299,16.3957,16.2391,8.27,0.3001
1060,0.0062,1129,0.848,14.86,5.02,-5511.5,1.9935,8.6851,85.3687,13.5481,0.2296,1.5915,50.1519,63.7914,118.7216,1.7187,0.6305,7.896,29.378,17.0134,8.08,0.206
1061,0.0066,419,0.765,19.87,5.11,-5535,1.972,9.1674,86.3898,8.5735,0.2193,1.977,50.6763,64.0188,115.8498,2.0109,0.6779,7.352,23.9572,13.7977,9.01,0.2454
1062,0.0053,392,0.524,16.2,6.4,-5477,1.967,10.3712,85.2917,8.9132,0.1339,1.9513,50.1638,63.7658,118.562,1.6901,0.5418,5.0266,27.5203,7.346,11.35,0.3364
1063,0.014,1124,0.307,18.11,4.52,-5408.75,2.0078,7.2259,85.2917,8.9132,0.083,1.3086,50.1638,63.7658,118.562,1.6901,1.4412,2.9483,19.6386,13.5876,11.65,0.2467
1064,0.0057,368,0.445,12.01,11.63,-5699.25,2.0288,7.103,85.3182,8.5298,0.1164,3.4082,50.8422,64.3121,115.8094,1.1401,0.5774,4.373,53.3429,9.2361,9.01,0.2454
1065,0.0046,487,0.619,23.51,6.51,-5301.75,2.0057,9.8521,84.5509,9.6136,0.1763,2.3338,50.9199,64.7472,119.5168,2.0109,0.4704,5.9327,25.3381,17.6969,8.05,0.4025
1066,0.0123,759,0.746,17.1,10.45,-5377.75,1.9918,9.7544,86.8634,8.4537,0.2356,2.8236,50.6902,64.0411,117.817,0.8782,1.2665,7.2249,34.9058,27.1834,8.4,0.1986
1067,0.0165,393,0.363,19.61,6.46,-5228.25,2.0012,9.2089,86.2967,8.7646,0.1053,1.7494,50.5526,64.2989,118.6604,1.2904,1.6932,3.4713,22.5341,25.7164,10.18,0.3038
1068,0.0146,368,0.33,23.84,7.49,-5234.25,2.0088,9.4901,86.8634,8.4537,0.1035,2.1044,50.6902,64.0411,117.817,1.2479,1.5008,3.081,33.3745,10.7271,7.77,0.2588
