,Time,Pass/Fail,F1,F2,F3,F4,F6,F7,F8,F9,F10,F11,F12,F14,F15,F16,F17,F18,F19,F20,F22,F23,F24,F25,F28,F29,F30,F31,F36,F37,F38,F40,F41,F43,F44,F45,F46,F47,F48,F50,F51,F53,F54,F55,F56,F58,F59,F60,F61,F62,F63,F64,F65,F66,F68,F70,F71,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F86,F87,F88,F89,F90,F91,F96,F98,F99,F102,F107,F108,F109,F110,F111,F113,F115,F116,F117,F118,F119,F120,F121,F122,F125,F126,F127,F128,F129,F130,F132,F133,F134,F136,F137,F138,F139,F144,F145,F146,F150,F151,F152,F155,F156,F160,F161,F162,F166,F167,F168,F170,F171,F173,F175,F176,F181,F182,F183,F184,F187,F188,F195,F206,F209,F210,F211,F212,F213,F214,F215,F216,F217,F218,F222,F223,F224,F227,F228,F244,F246,F248,F249,F252,F254,F255,F268,F270,F272,F274,F277,F280,F281,F285,F286,F287,F290,F295,F296,F297,F303,F304,F305,F306,F308,F311,F316,F317,F318,F320,F321,F324,F342,F344,F346,F347,F348,F349,F350,F351,F352,F353,F354,F355,F356,F361,F382,F383,F385,F389,F390,F405,F406,F416,F418,F419,F423,F432,F433,F460,F468,F472,F473,F478,F480,F482,F483,F484,F485,F486,F487,F488,F489,F491,F496,F499,F500,F510,F511,F521,F526,F545,F546,F547,F548,F558,F559,F562,F563,F564,F570,F571,F573,F574,F575,F577,F579,F581,F586,F587,F589
1324,2008-05-10 15:30,1,2410.53,2208.9778,1285.2144,2.421,97.84,0.1238,1.4115,0.0062,-0.0007,0.9571,197.0336,5.8563,421.1243,10.1587,0.9657,186.8749,12.6149,1.4368,2489.0,-5057.0,3441.0,1.2775,75.2333,1.7444,0.1179,3.4138,49.3621,66.0907,87.7644,81.19,2.967,351.91,10.1145,130.3673,721.3796,1.364,141.0218,623.2991,206.8009,4.602,4.836,2837.0,0.9356,4.7218,1.0691,350.0491,10.6424,111.4364,16.3182,18.9309,26.2719,695.1077,145.4955,606.9809,109.7801,,0.0,0.0051,0.024,-0.025,-0.015,0.0012,-0.0027,-0.0022,0.0396,7.2368,0.1293,2.5076,0.9869,1761.789,0.2081,8649.4701,0.023,-0.1309,0.1866,0.0186,-0.0168,0.0416,0.1063,0.9789,100.9449,230.278,0.9538,739.3232,0.9888,58.9246,0.586,0.966,6.2222,16.02,4.253,1.154,2.627,0.6841,2.993,-0.5204,0.7492,2.1919,1015.5678,42.4908,179.2,203.2,54.9001,568.2379,0.1087,0.0654,0.0524,6.547,9.355,0.6152,0.34,0.172,325.0,6025.0,16307.0,2.3,0.5,0.047,0.6874,0.1686,0.7341,0.7515,0.1593,0.323,5.31,26.826,0.1037,16.64,56.025,0.267,0.0,0.0,0.0681,0.1482,0.0303,0.0277,0.0413,0.0783,0.1019,0.0729,1.7701,0.0013,244.9464,0.1284,0.0157,0.0138,0.0036,3.994,0.0224,0.0,3.9099,0.0159,0.2659,23.79,22.8795,65.1993,195.7843,1.1925,0.0196,0.0136,2.1464,2.8814,0.1868,0.0679,135.206,2856.4751,8048.3619,0.0171,0.1514,0.2857,0.073,0.2642,0.0729,4.8521,0.1291,1.536,0.0311,1.9896,18.2255,0.0,18.1139,,0.0,0.0165,0.0704,0.0146,0.0114,0.0112,0.0392,0.0519,0.0397,0.5533,74.1737,0.0012,0.5281,0.0129,0.0007,1.1855,0.0088,9.7599,3.7956,0.0,0.0,111.7947,119.1418,473.9029,27.0913,365.7313,116.312,20.6541,0.0,50.2696,0.0,617.5,121.2,184.975,0.0,0.0,0.0,184.0909,1.6638,61.6739,263.8655,705.4313,84.3982,0.0,0.0,1.646,10.5618,0.8035,399.06,73.546,0.9845,0.3709,254.656,0.7144,7.46,531.1982,2.2418,0.2428,3.6826,0.0616,10.8309,,,0.023,0.021,91.4264
1325,2008-05-10 15:35,1,2587.86,2162.1333,998.9095,0.8826,104.9722,0.1246,1.461,-0.0154,-0.005,0.9746,202.4111,5.6064,412.9307,9.9604,0.978,192.4507,12.5294,1.4068,2506.0,-3273.75,-4146.6667,1.3088,70.6667,2.0111,0.1442,3.2901,49.3496,66.3435,86.4023,80.92,3.093,344.9427,10.0402,152.1273,743.8144,0.9024,133.9591,631.0291,120.7865,4.582,4.849,2831.0,0.9318,4.5499,-1.8736,348.9145,10.0517,130.2536,10.3961,21.8736,28.7462,715.0682,142.7082,621.8764,98.2763,,0.0,0.0154,-0.0581,-0.0413,-0.0049,-0.0063,-0.0093,-0.0193,-0.0235,7.0487,0.1378,2.4108,0.9878,1809.0129,0.2008,8947.47,-0.0022,-0.0587,-0.2816,-0.0967,-0.0467,0.0032,-0.0022,0.9812,101.8162,229.8462,0.9685,779.3134,0.9885,59.1915,0.5918,0.968,6.3552,15.78,3.029,0.7048,3.063,0.5426,3.475,1.419,0.821,2.2826,999.5619,38.2031,157.1,108.3,53.2,584.3929,0.2478,0.0745,0.0345,6.109,11.214,0.4671,0.22,0.043,316.0,3204.0,1359.0,3.0,2.3,0.211,0.5756,0.0521,0.6154,0.8014,0.148,0.578,14.35,33.593,0.0881,24.75,11.751,0.312,0.0,0.0,0.0689,0.0484,0.0162,0.0425,0.0781,0.0989,0.1456,0.1785,5.2411,0.0012,103.3011,0.2175,0.0135,0.009,0.0016,3.734,0.0099,0.0,3.9654,0.0145,0.3175,20.54,26.0095,42.9252,198.6794,3.5752,0.0223,0.0089,2.1666,3.6824,0.1514,0.0596,155.3984,1544.7939,715.7446,0.0604,0.1565,0.2162,0.0253,0.2225,0.055,5.6345,0.1631,4.4266,0.0284,2.4697,3.5419,0.0,26.7857,,0.0,0.0212,0.0222,0.0068,0.0182,0.0203,0.0504,0.0732,0.0944,1.8667,41.8915,0.0005,0.2528,,0.0005,1.1811,0.0424,7.2796,2.4881,484.5528,690.0,108.9655,97.8694,32.7733,9.7287,590.2954,151.4029,50.5631,0.0,87.6916,446.6775,83.3405,39.1778,876.2887,0.0,0.0,752.4548,758.7673,1.8142,108.3205,0.0,0.0,31.0811,292.3077,0.0,1.4988,6.8936,0.9709,406.566,72.958,0.9818,0.1584,264.272,0.5671,4.98,531.3445,2.0359,0.2796,1.565,0.0936,13.7332,,,0.023,0.021,91.4264
1327,2008-05-10 16:37,1,2565.93,2208.9,934.7558,1.9469,119.3544,0.1222,1.4984,0.0163,0.0191,0.9655,201.6518,13.1133,419.4913,9.6309,0.9669,192.0209,12.4614,1.4144,2437.0,-3438.75,37.25,1.3615,69.9556,2.7889,0.2293,3.4266,49.3333,66.3221,86.4182,81.44,3.069,346.1736,10.0322,147.0345,736.8733,0.9315,132.4755,625.6836,120.6935,4.582,4.849,2831.0,0.9318,4.5499,-4.0527,346.4191,10.3094,122.9818,11.2296,24.0527,28.5411,708.3322,146.4755,615.8764,63.4445,,0.0,0.0005,0.0286,-0.0364,-0.0082,-0.0145,0.0173,-0.0027,-0.0443,8.8258,0.1289,2.3986,0.9908,1830.1596,0.1602,8579.95,-0.0033,-0.0256,-0.0701,-0.0046,-0.0231,0.0014,-0.027,0.9812,101.1456,230.0576,0.9505,749.6248,0.9889,59.0551,0.5916,0.9648,6.4006,15.65,3.217,1.097,2.982,0.565,3.326,2.458,0.8346,2.3081,992.8867,43.5596,155.1,169.7,54.2,234.808,0.1011,0.0576,0.0498,17.747,4.568,0.3999,0.4,0.0417,602.0,604.0,355.0,2.9,1.5,0.08,0.6969,0.1102,0.5171,0.7748,0.2213,0.566,14.34,32.514,0.0932,18.98,17.473,0.312,0.0,0.0,0.0495,0.0818,0.0367,0.0783,0.0435,0.0986,0.1249,0.1758,2.6646,0.0019,154.0029,0.0302,0.014,0.0166,0.001,4.3968,0.0061,0.0,4.3051,0.0281,0.432,21.838,25.2356,46.4683,76.4444,2.3617,0.0156,0.0135,4.9737,1.5216,0.1152,0.121,260.8869,271.9465,187.5889,0.0292,0.0884,0.2493,0.0447,0.2044,0.0885,5.8493,0.1575,4.6392,0.0298,1.9612,4.9303,0.0,7.5412,,0.0,0.0145,0.0342,0.0158,0.0364,0.0152,0.0531,0.063,0.0895,0.9205,47.0829,0.0003,0.2327,,0.0005,1.268,0.0441,8.6196,2.5368,353.1034,261.4173,135.3362,17.5645,953.0201,14.4772,185.5541,127.6981,31.2646,0.0,32.482,0.0,285.7642,100.9629,957.7982,300.7779,569.1198,0.0,396.6159,2.6386,18.8371,785.9649,0.0,65.4088,0.0,0.0,2.9136,6.8936,1.5368,404.088,71.254,1.2347,0.6598,264.272,0.5671,4.98,531.3445,2.0359,0.2796,1.565,0.0936,13.7332,,,0.023,0.021,91.4264
1328,2008-05-10 16:49,1,2369.84,2162.1333,998.9095,0.8826,104.9722,0.1246,1.3719,0.0048,0.0089,0.9753,200.9239,6.0388,410.3935,9.8665,0.9786,191.0574,12.5276,1.4338,2633.25,135.75,-1872.25,1.2788,71.0667,1.9444,0.1492,3.5029,49.3496,66.3435,86.4023,80.92,3.093,355.1982,10.069,139.5964,738.5086,1.3193,140.6573,635.4518,170.4293,4.657,4.917,2815.0,0.9281,4.5226,-2.5418,355.77,10.4905,117.0545,13.0309,22.5418,30.2949,708.2137,149.5964,622.4209,100.6795,,0.0,-0.001,-0.0462,-0.0393,0.1184,0.0066,0.0082,0.006,0.0294,7.5784,0.1289,2.393,0.9872,1863.4326,0.1674,8489.36,-0.029,-0.0222,-0.3624,-0.1135,-0.0522,-0.0882,-0.0379,0.9812,101.8444,230.1094,0.9584,736.1793,0.9893,58.5875,0.591,0.9664,6.3121,15.78,3.029,0.7048,3.063,0.5426,3.475,1.419,0.821,2.2826,999.5619,38.2031,180.9,139.7,53.2,584.3929,0.0887,0.0749,0.0416,5.268,17.772,0.237,0.24,0.1343,628.0,19368.0,11829.0,3.1,1.6,0.136,0.5756,0.0521,0.6154,0.8014,0.148,0.518,7.28,20.79,0.1118,16.21,52.338,0.38,0.0,0.0,0.0853,0.0471,0.0107,0.0424,0.0732,0.0815,0.1048,0.0852,2.9484,0.0018,94.0377,0.053,0.0225,0.0133,0.0011,2.8827,0.0207,0.0,3.6414,0.0158,0.2358,20.54,24.9823,45.0887,198.6794,3.5752,0.0242,0.0098,1.7172,6.0282,0.0859,0.0608,291.3902,9299.3585,5052.0959,0.0458,0.1627,0.2162,0.0253,0.2225,0.055,4.8906,0.1343,2.1116,0.0349,2.0714,14.4214,0.0,27.0673,,0.0,0.0279,0.0217,0.005,0.0182,0.0234,0.0444,0.052,0.0361,1.0789,35.4246,0.0004,0.2642,,0.0003,1.0788,0.0424,7.2796,2.4881,0.0,469.0627,87.2356,0.0,631.8066,30.7095,133.7625,145.9607,15.0831,0.0,77.6623,0.0,101.8378,27.2092,35.8108,0.0,990.8815,0.0,289.3039,2.6386,31.6915,0.0,434.2857,107.5171,268.8525,0.0,1.6393,6.6449,1.1094,406.856,71.87,1.0697,0.2547,264.272,0.5671,4.98,534.16,1.109,0.6864,111.2887,0.1881,61.8956,,,0.023,0.021,91.4264
1329,2008-05-10 18:46,1,2425.3,2211.4,1511.7842,1.3004,97.47,0.1237,1.4321,-0.0076,-0.0123,0.9697,193.2403,9.4381,409.1402,9.7386,0.9739,183.5017,12.3841,1.4319,2549.5,-7142.0,-309.0,1.3828,70.0778,2.8889,0.2027,3.6129,49.3333,66.3221,86.4182,81.44,3.069,345.1191,10.0284,150.4473,740.6656,0.9073,133.0618,628.6282,118.3203,4.582,4.849,2831.0,0.9318,4.5499,-6.6455,350.6173,10.0518,123.8018,9.2946,26.6455,32.9574,707.7083,144.9145,619.3336,85.6243,,0.0,0.0037,-0.0182,0.0738,0.0222,-0.0213,-0.0126,-0.0271,0.0069,7.0337,0.1423,2.3669,0.9868,1747.8181,0.1623,8704.85,-0.0269,-0.1214,0.1769,-0.0326,-0.0444,-0.1184,-0.0478,0.9809,102.3388,230.5591,0.935,755.7289,0.9891,57.9432,0.6001,0.966,6.3801,15.77,4.076,1.276,2.569,0.6263,2.912,0.0,0.7446,2.237,998.9491,38.4298,172.4,149.7,73.2,1533.777,0.0857,0.0566,0.0463,8.178,11.979,1.0231,0.35,0.0217,602.0,15446.0,1050.0,4.1,1.5,0.14,0.6969,0.1102,0.5171,0.7748,0.2213,0.61,13.69,31.566,0.0855,24.72,31.8,0.312,0.0,0.0,0.074,0.0473,0.0616,0.0715,0.0805,0.083,0.1404,0.0508,4.5353,0.0024,102.4347,0.0327,0.0204,0.0157,0.0024,2.9389,0.0284,0.0,3.9611,0.0225,0.3715,28.559,31.241,58.7788,483.4778,2.2676,0.0191,0.0119,2.2089,3.7974,0.2873,0.0902,247.2603,7189.7269,429.4322,0.0447,0.0789,0.2493,0.0447,0.2044,0.0885,5.6453,0.1619,4.4135,0.0241,2.4986,8.5031,0.0,28.0414,,0.0,0.0236,0.0201,0.0281,0.0314,0.0236,0.045,0.0656,0.0256,1.3441,31.65,0.0007,0.2965,,0.0004,1.2099,0.0082,9.7076,3.8793,746.5787,377.5739,86.6489,216.27,339.8058,26.8762,169.5894,186.4532,42.2961,0.0,98.0259,0.0,259.8901,83.4406,321.3483,378.1562,661.3546,518.5596,733.574,0.7731,20.1288,0.0,0.0,30.5489,937.1429,0.0,2.3246,6.3031,0.8273,400.814,73.254,0.986,0.1751,264.272,0.5671,4.98,531.3445,2.0359,0.2796,1.565,0.0936,13.7332,,,0.023,0.021,91.4264
1342,2008-06-10 3:50,1,2406.11,2183.5889,1108.6491,1.3963,104.0856,0.1233,1.5171,-0.0292,-0.0071,0.9723,199.9541,8.5012,411.1901,10.0882,0.9781,189.8659,12.4804,1.41,2553.0,-4125.25,1172.5,1.2847,70.5444,2.3444,0.1671,3.4152,49.2052,65.8829,87.4062,78.7,2.932,364.9482,10.2525,128.7245,734.4513,1.3877,142.7609,636.4336,196.9615,4.622,4.867,2874.0,0.9222,4.5255,-1.1455,361.8909,10.9435,107.5791,21.27,21.1455,28.8169,705.6344,145.6936,615.1636,111.3653,,0.0,-0.0257,-0.0368,-0.0383,0.0093,-0.011,0.0041,-0.0754,0.009,8.0538,0.1325,2.4302,0.9874,1762.8462,0.1711,9731.4398,0.1454,-0.1831,0.1972,-0.0344,-0.0376,-0.0352,-0.0388,0.9787,101.2444,230.8662,0.9429,839.5361,0.9892,57.8802,0.6066,0.9646,6.1974,15.88,4.146,1.357,2.606,0.6758,3.035,-0.7569,0.7085,2.2337,1008.1634,39.39,243.6,226.6,48.6001,343.986,0.0749,0.0723,0.0396,3.242,6.413,0.1883,0.25,0.0302,160.0,2496.0,11259.0,2.4,2.1,0.202,0.5745,0.1364,0.6106,0.6595,0.2941,0.483,13.24,16.062,0.1969,14.94,45.322,0.084,0.0,0.0,0.0748,0.0631,0.0492,0.0446,0.0666,0.0951,0.0449,0.054,2.131,0.0019,175.0801,0.0387,0.0147,0.0115,0.003,4.53,0.0206,0.0,3.8663,0.0122,0.2477,26.677,24.852,74.1917,113.7328,1.9957,0.0231,0.0104,1.0439,2.3076,0.0669,0.0673,72.3003,1119.8614,7961.3152,0.0607,0.1196,0.2319,0.0558,0.2261,0.109,7.5121,0.1782,3.8636,0.0557,1.5172,13.0072,0.0,19.0561,,0.0,0.0216,0.0298,0.0245,0.0216,0.0193,0.0515,0.0197,0.026,0.747,52.0976,0.0008,0.4177,,0.0003,1.2425,0.0086,10.0424,3.0809,247.6027,557.2559,38.1359,60.5054,960.2559,23.0106,704.5238,97.4613,38.1642,0.0,64.2588,291.1922,171.584,128.5434,480.8625,607.1795,0.0,59.5688,598.338,5.4358,22.6264,0.0,953.3679,33.8028,951.3514,0.0,1.2662,8.3251,1.2105,404.674,71.638,1.1106,0.4425,264.272,0.5671,4.98,529.5182,2.113,0.3068,3.6722,0.0921,14.5194,,,0.0346,0.0251,72.6469
1343,2008-06-10 3:57,1,2467.73,2228.4778,1721.1108,1.4301,93.6222,0.1221,1.4854,0.007,0.0019,0.9742,197.3004,8.8398,408.1066,10.0823,0.9803,187.218,12.5294,1.3997,2656.25,-4994.25,-1455.0,1.2685,70.0444,2.0333,0.173,3.3782,49.3272,66.2801,86.5808,8.532,4.194,354.9536,9.9806,141.5455,740.4056,1.2904,137.3355,633.8345,174.6411,4.657,4.917,2815.0,0.9281,4.5226,3.1336,355.1536,10.2017,124.6791,8.3765,16.8664,19.9461,720.4595,146.7591,626.5918,184.1429,,0.0,0.0221,-0.0232,-0.0266,-0.015,-0.0138,0.0162,-0.0056,-0.0613,6.7123,0.1354,2.3251,0.9895,1843.4458,0.188,9079.4401,0.0218,0.009,-0.1939,-0.0614,-0.0341,0.0439,0.0257,0.9819,101.5894,230.0223,0.9543,778.2147,0.991,58.1642,0.5911,0.9674,6.2531,16.07,4.684,1.757,2.734,0.7673,3.085,-1.83,0.7182,2.1995,1013.1402,45.0112,79.0,55.5,62.5999,1415.4999,0.1493,0.078,0.0422,6.444,4.51,0.6107,0.22,0.0848,402.0,4331.0,4771.0,3.6,1.5,0.107,0.7299,0.0798,0.4009,0.735,0.2994,0.363,6.51,22.363,0.1505,14.04,52.598,0.38,0.0,0.0,0.2274,0.0653,0.0334,0.0284,0.0661,0.0774,0.0777,0.1375,7.0395,0.0016,107.1604,0.0449,0.0132,0.0105,0.0008,4.8621,0.0105,0.0,1.6506,0.0164,0.3075,26.658,26.9966,16.5764,480.8505,3.3775,0.0223,0.0127,2.0952,1.3705,0.1782,0.0596,186.0276,1995.3859,2622.865,0.0329,0.152,0.2898,0.0306,0.152,0.1331,4.8532,0.1196,2.1727,0.04,2.5464,16.3618,0.0,11.2637,,0.0,0.0536,0.0279,0.0156,0.0135,0.0201,0.0383,0.0407,0.0745,2.2109,34.046,0.0003,0.3023,,0.0001,0.5092,0.0062,10.3794,2.9472,0.0,0.0,72.8974,86.7197,327.9038,30.1178,298.3754,208.9177,55.4358,0.0,22.6455,0.0,281.7691,125.446,189.0183,479.2025,478.5162,0.0,224.2152,2.7317,23.8732,0.0,477.2727,53.2258,642.4242,0.0,1.696,6.6449,0.8273,400.814,73.254,0.9189,0.1596,256.088,0.6487,14.49,528.0127,1.1073,0.0667,2.9281,0.023,6.0256,,,0.0346,0.0251,72.6469
1363,2008-06-10 13:38,1,2559.42,2167.0889,1253.214,1.3679,101.6667,0.1243,1.4093,-0.0041,0.0094,0.9612,203.3349,9.1535,411.7288,9.4295,0.9706,193.9053,12.5967,1.3643,2619.0,-4000.0,1336.5,1.2745,70.1556,2.3333,0.18,3.5589,49.3808,66.2788,86.2033,82.4,2.69,366.3755,10.0831,137.8273,747.7861,1.0839,137.77,641.9727,63.8502,4.619,4.872,2875.0,0.9225,4.5323,-0.3136,367.2164,10.4516,117.5136,14.3272,20.3136,24.218,723.5681,142.9155,627.6455,66.9801,464.9214,0.0,0.004,-0.0277,-0.0162,-0.0011,-0.0274,0.0142,-0.058,0.0067,7.0419,0.1328,2.3964,0.9908,1852.7683,0.1845,8200.72,-0.005,-0.0909,0.1158,-0.0167,-0.0491,-0.0064,-0.0868,0.9806,101.8783,230.506,0.9431,706.582,0.9893,58.6557,0.6024,0.9801,6.229,16.03,4.137,1.286,2.589,0.6539,2.92,0.2838,0.7772,2.1996,1012.9091,36.022,119.1,95.7,47.1001,359.777,0.0893,0.0695,0.0338,6.021,5.055,0.485,0.25,0.0559,571.0,2969.0,11394.0,3.1,1.2,0.135,0.6379,0.1897,0.5617,0.7248,0.2293,1.054,12.99,17.321,0.2614,18.14,30.208,0.092,0.0,0.0,0.14,0.0681,0.0536,0.0642,0.0641,0.0731,0.045,0.1274,3.5011,0.0004,107.4498,0.0453,0.014,0.0126,0.0049,2.471,0.0202,0.0,3.5528,0.0047,0.3579,32.323,30.7246,29.7205,115.7726,2.6186,0.0197,0.0094,2.0717,1.838,0.1416,0.0671,239.2001,1424.2404,5365.0147,0.0511,0.2374,0.227,0.0675,0.206,0.0956,8.8015,0.343,3.8794,0.0686,2.3851,8.9321,0.0,3.6097,3.1111,0.0,0.0439,0.0282,0.0269,0.03,0.0144,0.0382,0.0217,0.0604,1.2259,33.8439,0.0015,0.3716,,0.0004,0.9844,0.0102,14.1621,2.8954,0.0,360.7738,65.7784,74.225,852.5253,47.3107,0.0,176.4468,41.7946,0.0,18.9653,0.0,245.8484,330.8642,0.0,234.2622,514.7887,77.5528,0.0,2.1839,24.5281,0.0,0.0,63.5641,0.0,0.0,0.4771,8.1295,0.8273,400.814,73.254,0.9976,0.2467,273.614,0.7038,8.32,530.6345,1.9733,0.3159,2.6072,0.1057,16.0105,,,0.0182,0.0077,42.5048
1364,2008-06-10 13:55,1,2470.6,2211.4,1511.7842,1.3004,97.47,0.1237,1.4362,-0.0034,-0.007,0.9648,197.9805,10.3963,404.7285,9.9074,0.9696,188.0731,12.4694,1.4282,2596.25,-3240.0,-1666.6667,1.2668,70.2556,2.0111,0.1589,3.23,49.2052,65.8829,87.4062,78.7,2.932,357.2109,10.2322,130.8382,730.3658,1.4048,141.9236,629.9727,190.179,4.62,4.865,2854.0,0.9291,4.6328,-0.0345,357.4309,10.6889,110.8036,18.2227,20.0345,26.8018,703.564,143.5155,611.75,93.1805,,0.0,0.0138,-0.0219,-0.0424,0.122,-0.0107,0.0098,-0.0041,0.0301,7.3741,0.1378,2.414,0.9853,1787.2501,0.1801,8989.4699,0.0178,-0.0137,-0.1901,-0.0512,-0.0391,0.0121,-0.034,0.9793,101.3989,230.9996,0.9634,775.5831,0.9902,58.5854,0.6029,0.9789,6.1532,15.7,2.626,0.8089,2.971,0.4628,3.413,1.419,0.8557,2.2732,995.0191,39.8933,158.5,106.6,73.2,1533.777,0.1125,0.0631,0.0341,11.019,12.38,0.8523,0.66,0.0291,339.0,3498.0,12333.0,2.3,1.8,0.122,0.5745,0.1364,0.6106,0.6595,0.2941,0.267,8.81,30.868,0.1613,21.82,38.27,0.261,0.0,0.0,0.0885,0.0179,0.0399,0.0574,0.0745,0.0934,0.1035,0.0699,4.1524,0.0048,123.7789,0.0904,0.011,0.0135,0.004,2.7939,0.0222,0.0,2.5239,0.0046,0.3871,19.379,26.0095,34.0069,483.4778,2.2676,0.0209,0.0102,2.8225,3.7727,0.2521,0.116,153.4609,1554.3841,7093.4811,0.0375,0.1647,0.2319,0.0558,0.2261,0.109,5.3009,0.093,2.5573,0.0454,2.0337,10.8732,0.0,15.8027,,0.0,0.0286,0.0076,0.0186,0.0239,0.0248,0.0478,0.0459,0.03,1.4274,44.5845,0.0015,0.3592,,0.0003,0.6992,0.0417,6.5818,3.8793,0.0,489.7666,105.9899,107.963,739.98,20.1231,0.0,131.1551,47.3183,0.0,52.1321,641.8858,81.642,94.1593,47.0588,698.7104,953.0612,0.0,232.419,1.8142,50.1837,0.0,0.0,46.875,610.9091,0.0,0.4672,9.196,0.8273,400.814,73.254,0.9895,0.98,279.47,0.6512,10.83,533.1809,1.0744,0.1416,1.8871,0.0396,13.1807,,,0.0182,0.0077,42.5048
1365,2008-06-10 15:00,1,2493.72,2206.4,982.5452,1.1853,116.8167,0.1228,1.5279,-0.0094,0.0001,0.9672,199.9316,9.7716,423.2861,9.9888,0.9731,189.9429,12.4276,1.3931,2565.0,-4544.3333,125.25,1.3348,73.0778,2.0556,0.1487,3.4911,49.634,66.1799,86.7475,80.79,2.374,347.2918,10.0183,151.9545,745.5478,1.2179,133.9164,633.1627,220.7755,4.603,4.841,2823.0,0.9324,4.539,-1.2164,349.73,10.0218,130.7382,12.5907,21.2164,28.6008,716.947,141.4091,621.8773,112.6149,467.0372,0.0,-0.0086,-0.0204,-0.0345,0.033,0.0093,-0.0082,-0.0227,-0.0145,6.7942,0.1281,2.3632,0.9883,1698.811,0.1824,9166.9001,-0.1869,0.1763,-0.462,-0.0344,0.0527,-0.1079,-0.0006,0.9815,102.2572,230.836,0.9333,818.6599,0.9631,57.2403,0.6008,0.9813,6.2097,15.88,4.185,1.338,2.594,0.6772,3.045,-0.615,0.7202,2.2674,1010.0437,33.3658,176.2,129.0,58.0,241.589,0.2982,0.0461,0.0631,4.269,11.399,0.4466,0.5,0.045,551.0,4776.0,2334.0,2.9,1.5,0.049,0.478,0.1846,0.5533,0.8201,0.4348,0.512,12.63,30.891,0.1754,22.37,44.105,0.302,0.0,0.0,0.0884,0.0664,0.034,0.0412,0.1037,0.0864,0.0942,0.0351,6.9396,0.0026,119.0638,0.0467,0.024,0.0138,0.0022,3.6333,0.0296,0.0,4.098,0.0032,0.5537,17.977,17.7084,40.4378,68.3062,1.5568,0.0114,0.0197,1.5042,3.2076,0.1368,0.0947,226.6701,2705.8731,1076.7824,0.0163,0.1441,0.2168,0.068,0.2264,0.1784,5.2422,0.1368,4.0105,0.045,2.3508,15.2066,0.0,27.2762,2.9833,0.0,0.0234,0.0291,0.016,0.0173,0.0307,0.0451,0.0434,0.0171,2.6898,37.8875,0.0006,0.3439,,0.0099,1.3234,0.0077,7.0615,2.6882,488.4768,0.0,43.6877,105.0979,0.0,19.9773,0.0,130.3344,78.8071,0.0,63.7935,0.0,324.6944,98.4081,124.6596,0.0,0.0,415.894,242.069,2.4204,25.6222,0.0,0.0,45.5814,778.3784,0.0,0.3283,6.8226,0.7121,400.896,76.26,0.9274,0.0868,269.728,0.7794,11.71,530.0846,1.9812,0.2753,2.596,0.0898,13.8979,0.0118,0.0,-0.0006,0.0118,0.0
1400,2008-07-10 13:10,1,2515.51,2172.8111,969.3436,1.2736,102.7367,0.1243,1.4065,-0.0037,-0.0058,0.9729,199.7201,10.2017,406.7101,10.5278,0.9819,189.1922,12.5276,1.3923,2541.25,-6514.75,1933.0,1.334,68.7,1.7556,0.1621,3.3646,49.3232,66.3049,86.5543,80.01,2.677,352.3664,9.8217,147.2682,742.8558,1.2573,134.4355,634.07,203.4709,4.619,4.884,2835.0,0.9323,4.5195,-2.49,357.1018,9.8895,124.7782,12.1018,22.49,29.531,713.3248,140.0882,621.9682,113.1815,,0.0,0.2315,-0.009,-0.025,0.1099,-0.0331,-0.0006,-0.013,0.0142,7.3625,0.13,2.4494,0.9865,1874.6711,0.2125,8615.3501,0.0116,-0.1473,-0.3505,-0.04,-0.044,-0.0821,-0.0432,0.9817,102.21,229.9524,0.9544,728.1333,0.9897,58.0836,0.6028,0.979,6.1785,16.03,4.137,1.286,2.589,0.6539,2.92,0.2838,0.7772,2.1996,1012.9091,36.022,176.1,128.3,51.7998,139.929,0.0976,0.0903,0.0408,6.1,6.25,0.1544,0.24,0.0163,448.0,4243.0,20450.0,3.1,1.2,0.079,0.5756,0.1314,0.5726,0.7894,0.1853,0.385,5.5,29.476,0.0876,16.06,44.124,0.28,0.0,0.0,0.4892,0.0581,0.0325,0.0575,0.0729,0.1092,0.0936,0.1068,4.5112,0.0047,174.3834,0.1048,0.0216,0.0138,0.0011,3.6509,0.0255,0.0,3.5104,0.0038,0.3383,32.323,20.4571,43.5351,50.2161,1.8536,0.0205,0.0101,1.945,1.8214,0.0588,0.0608,188.0574,1996.0806,9099.9586,0.0301,0.1618,0.2256,0.0488,0.211,0.0725,5.4164,0.1222,1.5139,0.0302,2.1728,12.7135,0.0,21.8853,,0.0,0.22,0.0262,0.0137,0.0258,0.0206,0.0533,0.0447,0.0455,1.711,53.8067,0.0003,0.1653,,0.0005,1.0009,0.0102,14.1621,2.2532,0.0,698.1818,59.7938,65.1291,0.0,21.6857,272.6909,144.6064,30.1912,0.0,52.4255,211.3232,643.7673,130.2605,52.3322,219.9925,0.0,721.3873,752.1127,1.9229,49.3295,0.0,0.0,68.8,651.1628,0.0,0.3898,6.1849,0.8273,400.814,73.254,1.1488,0.6421,264.272,0.5671,4.98,533.1809,1.0744,0.1416,1.8871,0.0396,13.1807,0.0159,52.7014,0.0302,0.0159,52.7014
