,F153,F159,F198,F200,F201,F21,F252,F26,F319,F32,F33,F334,F34,F334.1,F35,F39,F407,F426,F470,F471,F474,F476,F524,F574
867,0.0109,850,0.396,10.16,3.61,-5704.5,4.4775,1.9808,8.394,86.238,8.287,0.1111,50.7216,0.1111,64.1468,116.1914,1.665,1.126,3.8376,5.5231,25.5226,12.4941,7.5535,3.1446
868,0.0169,470,0.458,27.73,8.45,-5710.5,1.76,1.983,8.3544,84.525,8.7932,0.1341,50.1146,0.1341,63.7758,118.023,1.3784,1.7661,4.2964,6.9115,57.5217,9.4983,2.9828,3.4596
869,0.0085,1929,0.229,26.83,3.44,-5344.25,3.3153,1.9783,8.6795,85.5246,8.2832,0.0694,50.4619,0.0694,64.482,118.0946,0.8903,0.8661,2.1847,5.4538,38.461,10.7398,5.6942,3.7567
870,0.0266,596,1.227,25.91,17.15,-5451.75,2.0921,2.008,9.8336,87.1883,9.0145,0.3431,50.0471,0.3431,64.1861,118.2592,0.8903,2.7748,11.6618,28.8225,93.6209,27.3764,3.5403,3.1199
871,0.0047,500,0.515,3.21,4.15,-5249,1.8923,1.9987,9.1356,85.188,8.9562,0.1532,50.1992,0.1532,63.901,118.0178,0.8903,0.4843,5.0386,5.3805,69.7428,13.1362,3.2012,3.4259
872,0.0083,270,0.401,27.39,7.01,-5603.75,1.6026,1.9743,8.2688,85.7243,8.3542,0.1039,50.2105,0.1039,63.9862,119.8178,1.3784,0.8567,3.7664,3.6558,33.7386,8.688,2.6522,2.8686
873,0.0058,3362,0.445,22.2,7.62,-5662,1.7846,2.015,7.772,83.5811,8.6068,0.1294,50.6355,0.1294,64.6913,118.2942,0.8903,0.5947,4.3164,6.8146,34.29,6.6791,3.0254,3.0979
874,0.0056,674,0.368,15.66,4.71,-5477.5,4.0498,1.9535,9.3228,85.5246,8.2832,0.1086,50.4619,0.1086,64.482,118.0946,1.6942,0.5734,3.492,5.4519,24.9566,30.7108,6.8634,4.7519
875,0.0061,195,0.25,13.41,6.29,-6521.5,1.1999,1.8592,7.4726,85.7204,9.0811,0.0839,50.6151,0.0839,64.1481,117.6492,1.3784,0.6264,2.3861,5.5131,29.6407,11.1612,2.0388,2.1846
876,0.0055,657,0.317,22.44,4.51,-5632.75,1.9319,1.9897,8.9515,84.7176,8.7373,0.0929,50.5598,0.0929,64.3447,118.3632,1.6942,0.5589,2.9758,7.3624,37.6633,11.3946,3.3946,2.7668
877,0.0057,878,0.296,16.08,6.44,-5619.25,3.4711,1.9705,7.7442,84.525,8.7932,0.1039,50.1146,0.1039,63.7758,118.023,1.7214,0.5779,2.8684,6.215,40.8135,12.1301,5.8881,3.0979
878,0.0054,677,0.19,15,7.98,-5619,3.213,1.9398,7.3274,84.3084,8.3591,0.0618,50.3996,0.0618,64.5242,117.9356,1.6942,0.5468,1.8187,6.558,42.4044,21.6167,5.4364,3.3367
879,0.0107,1552,0.312,20.96,9.08,-5525.25,1.6359,1.9738,7.3137,84.525,8.7932,0.106,50.1146,0.106,63.7758,118.023,1.6942,1.1005,2.9889,6.3116,37.4398,12.6286,2.7789,3.0979
880,0.0052,772,0.473,22.55,6.69,-5207.25,2.8398,1.9697,6.4963,83.5182,8.6149,0.1353,50.3917,0.1353,64.2488,118.0712,1.7214,0.5285,4.599,3.2206,26.9114,7.9683,4.7912,2.0931
881,0.0053,425,0.443,16.79,4.12,-5391.75,4.1972,1.9672,9.6898,84.3084,8.3591,0.1306,50.3996,0.1306,64.5242,117.9356,1.6942,0.5442,4.3178,11.3372,13.3468,16.8375,7.1076,2.7936
882,0.0055,1112,0.204,16.68,7.24,-5621,3.9695,1.994,7.9677,83.4448,8.5571,0.0587,50.3923,0.0587,64.7149,118.052,1.6942,0.557,1.9556,6.636,40.5379,14.0277,6.8437,3.3367
883,0.0085,908,1.078,12.65,7.34,-5561,3.5472,1.9905,9.9116,86.2967,8.7646,0.3106,50.5526,0.3106,64.2989,118.6604,1.0612,0.8714,10.514,13.5994,25.6784,23.0859,6.1768,3.4623
884,0.0084,545,0.301,12.16,6.25,-5652.5,4.2748,1.9818,8.5409,83.5589,8.8889,0.0751,50.2246,0.0751,63.9957,117.7428,1.7214,0.8581,2.8348,6.08,37.2651,9.0369,7.1807,3.0979
885,0.0042,398,0.228,15.77,5.34,-5627.5,3.0877,2.01,7.5842,86.238,8.287,0.0717,50.7216,0.0717,64.1468,116.1914,1.4506,0.427,2.1622,6.2816,22.5813,9.9013,5.4861,3.577
886,0.01,265,0.318,19.04,4.59,-5334,3.0026,1.9968,8.715,84.7176,8.7373,0.0957,50.5598,0.0957,64.3447,118.3632,1.4715,1.0252,3.0263,6.524,25.2539,7.3301,5.0503,3.4259
887,0.0091,579,0.287,23.24,9.01,-5639.75,5.2181,2.0035,8.6604,86.238,8.287,0.0866,50.7216,0.0866,64.1468,116.1914,1.4506,0.9287,2.7306,7.7616,44.2789,22.0201,9.4122,3.7154
888,0.0051,379,0.235,19.48,5.35,-5567.75,3.9144,1.9708,7.8931,83.5182,8.6149,0.0725,50.3917,0.0725,64.2488,118.0712,1.4506,0.5151,2.1926,6.9804,39.5118,13.3131,6.8916,3.7567
889,0.0179,551,0.509,16.82,7.3,-5819.75,4.6071,2.0082,9.6045,84.3947,8.897,0.1577,50.142,0.1577,64.5666,118.181,0.8064,1.8646,4.9373,13.1152,21.8835,18.9371,7.7103,131.4529
890,0.0075,1030,0.537,23.5,5.17,-5767.25,4.8735,1.9727,10.0673,85.4838,8.7401,0.1491,50.0631,0.1491,64.3756,118.0474,0.8064,0.7724,5.1638,10.542,20.12,15.4183,8.2171,3.7154
891,0.0094,856,0.328,17.44,4.57,-5476.5,4.1783,2.0005,7.8173,84.6838,9.0425,0.0989,50.7493,0.0989,64.4947,117.7228,1.4641,0.963,3.0633,5.692,35.8063,9.9668,7.0555,2.5601
892,0.0175,886,0.143,20.02,8.75,-5345.25,2.4001,2.0175,6.8178,85.3967,8.7635,0.0471,50.5973,0.0471,64.0427,117.9192,1.7007,1.8239,1.3684,6.1525,34.6498,12.4586,3.9656,2.7589
893,0.0045,293,0.156,20.39,7,-5250.75,2.1184,2.0015,7.1817,83.7179,8.7015,0.0468,50.6219,0.0468,64.4228,118.504,1.4641,0.4624,1.4803,4.1697,28.4972,12.667,3.7441,2.1846
894,0.011,497,0.473,13.15,7.75,-5777,2.0168,1.9952,9.6266,83.4448,8.5571,0.1347,50.3923,0.1347,64.7149,118.052,1.4715,1.1257,4.5418,15.5005,29.363,18.1731,3.596,3.3367
895,0.0057,625,0.277,21.57,1.83,-5327.75,4.005,1.9755,8.0442,84.7176,8.7373,0.0821,50.5598,0.0821,64.3447,118.3632,1.4715,0.5786,2.5941,5.6704,23.3192,10.0808,6.8395,3.7567
896,0.022,735,0.249,15.66,7.3,-5213,4.8998,2.021,7.8852,84.9173,9.131,0.0765,50.0942,0.0765,64.3185,118.0202,1.4715,2.2819,2.3572,5.5482,37.1906,11.6715,8.2217,3.2678
897,0.0121,538,0.394,17.28,6.82,-5138.75,1.1713,1.9565,7.7756,83.7179,8.7015,0.1214,50.6219,0.1214,64.4228,118.504,1.4506,1.2467,3.7129,6.4357,33.6492,11.1628,2.0005,3.894
898,0.0066,180,0.223,16.15,4.74,-5406.75,3.357,1.9515,7.912,83.4448,8.5571,0.0598,50.3923,0.0598,64.7149,118.052,1.4506,0.6766,2.1321,5.1901,23.0647,7.0703,5.7447,2.7936
899,0.0097,580,0.3,13.85,8.35,-5300.5,4.3399,2.0038,8.5325,85.188,8.9562,0.0933,50.1992,0.0933,63.901,118.0178,1.0612,0.9954,2.8573,5.5719,64.4133,20.8754,7.2995,4.1012
900,0.0085,593,0.229,19.27,2.83,-5497.5,2.0441,2.0055,8.3336,83.4448,8.5571,0.0725,50.3923,0.0725,64.7149,118.052,1.19,0.8722,2.1654,4.7206,15.2734,16.8363,3.4585,3.1446
901,0.0179,225,0.192,11.82,4.08,-5398.75,4.0684,2.018,8.4576,85.4487,8.6695,0.0548,50.2081,0.0548,63.7619,118.1258,0.8064,1.8649,1.8444,6.0978,21.7071,13.9385,6.9308,3.1446
902,0.004,352,0.911,10.4,4.72,-5217.25,3.7027,1.9925,9.8203,83.4093,8.3663,0.2454,50.4972,0.2454,64.741,117.9414,1.19,0.4115,8.8972,13.4275,19.8865,24.5446,6.43,3.4623
903,0.0075,829,0.167,24.8,10.12,-5394.75,1.5156,2.0075,8.1474,84.052,8.8581,0.0551,50.137,0.0551,64.6559,117.8936,1.19,0.7743,1.6029,7.5896,49.6441,15.1328,2.6076,3.7154
904,0.004,361,0.319,18.58,2.41,-5397.5,4.9296,1.9965,8.7099,84.4905,8.7997,0.0948,50.5147,0.0948,64.3568,118.489,1.7007,0.4132,2.9846,4.5023,18.4888,7.6509,8.5321,3.7567
905,0.0097,294,0.446,21.92,5.54,-5543,2.2305,1.98,9.7324,84.3441,8.9833,0.1335,50.6379,0.1335,64.7846,119.6042,1.7007,0.9984,4.2865,12.9645,19.8804,18.7933,3.7693,3.1446
906,0.0065,843,0.908,17.07,6.17,-5526,3.7456,1.9962,9.687,85.4838,8.7401,0.2444,50.0631,0.2444,64.3756,118.0474,1.4506,0.6604,8.8014,11.6157,23.9622,17.0483,6.3393,131.4529
907,0.0114,1116,0.222,18.93,8.19,-5445.5,3.8886,1.984,8.5917,85.4438,8.4278,0.0728,50.286,0.0728,64.332,117.8352,1.19,1.174,2.1028,4.572,34.378,15.7062,6.6564,3.3367
908,0.0087,2228,0.393,20.27,4.86,-4971.75,1.4137,1.9888,8.2271,85.4838,8.7401,0.1156,50.0631,0.1156,64.3756,118.0474,1.19,0.8868,3.76,5.7512,31.0773,10.4709,2.4238,131.4529
909,0.0065,2602,0.732,11.5,7.94,-5001,2.2475,2,10.2206,83.4093,8.3663,0.2019,50.4972,0.2019,64.741,117.9414,1.19,0.6614,7.0918,14.0714,24.0068,22.9374,4.0139,3.3367
910,0.0078,666,0.172,16.82,6.55,-5368.75,3.8453,1.9955,8.4197,85.7132,9.0606,0.0543,50.5004,0.0543,64.0248,117.9764,1.7007,0.7991,1.6475,8.8315,21.3918,13.5062,6.7211,3.5201
911,0.0045,479,0.996,19.97,5.75,-6471.25,3.9912,1.8785,9.1965,86.0222,9.2016,0.2803,50.5239,0.2803,64.0447,118.1136,1.3824,0.4547,9.6287,14.0216,19.2654,34.5633,6.7481,3.2617
912,0.0088,961,0.563,23.84,5.97,-5335,3.4003,1.991,8.34,85.5485,8.8548,0.1589,50.1588,0.1589,63.7216,117.9246,1.3824,0.9037,5.3532,7.9988,58.1033,31.6006,6.0948,3.7567
913,0.0049,461,0.253,14.8,2.79,-5613,2.2767,1.9973,8.9656,84.0397,9.1287,0.0652,50.5501,0.0652,64.215,118.1158,1.3824,0.498,2.4189,6.2576,14.0551,32.0514,4.0597,4.0477
914,0.0144,533,0.477,25.54,6.5,-5459,1.3792,1.9908,8.7436,84.4061,8.6772,0.1636,50.4095,0.1636,64.2376,118.542,1.4641,1.4921,4.5906,7.5685,41.7914,26.636,2.3494,3.0979
915,0.0106,649,0.29,22.48,12.64,-5398.5,3.1878,1.9863,6.8312,85.3967,8.7635,0.0888,50.5973,0.0888,64.0427,117.9192,0.6343,1.0896,2.7967,6.4301,53.8631,11.5614,5.2709,3.3601
916,0.0142,410,0.261,20.77,8.79,-5012.75,1.6098,1.974,7.3783,85.3967,8.7635,0.0829,50.5973,0.0829,64.0427,117.9192,0.6343,1.4588,2.5018,6.3279,39.2581,13.0573,2.9091,2.9407
917,0.0102,1292,0.39,21.31,3.91,-5248.25,1.6022,2.036,9.6453,85.3967,8.7635,0.1106,50.5973,0.1106,64.0427,117.9192,0.6343,1.0448,3.733,12.4827,22.2626,13.97,2.913,2.0635
918,0.0127,778,0.116,17.71,10.02,-5658.25,4.2339,2.014,7.1902,85.3967,8.7635,0.0348,50.5973,0.0348,64.0427,117.9192,0.6343,1.3047,1.1119,4.6081,47.6335,14.6788,6.9087,2.0635
919,0.0095,403,0.267,19.89,3.34,-5604.5,4.7377,1.985,8.3691,84.4061,8.6772,0.0801,50.4095,0.0801,64.2376,118.542,0.6343,0.9771,2.5047,5.7679,33.121,13.0975,7.987,2.0931
920,0.0067,470,0.626,20.11,3.66,-5494.75,1.6795,2.0035,9.6255,86.1155,8.5801,0.1756,50.294,0.1756,64.0748,119.2266,0.8713,0.6837,5.9019,34.5703,120.6696,19.9339,2.8894,2.3039
921,0.0107,541,1.273,23.21,8.64,-5549.25,1.5975,2.0017,9.5394,86.238,8.287,0.3675,50.7216,0.3675,64.1468,116.1914,0.8713,1.0947,12.2301,16.567,25.2045,19.0523,2.89,2.6198
922,0.0114,854,0.189,19.43,2.91,-5370.75,3.8327,2.0045,8.2177,83.5182,8.6149,0.0497,50.3917,0.0497,64.2488,118.0712,0.8713,1.1684,1.7681,4.3443,22.8708,7.7189,6.5578,3.7567
923,0.0207,689,0.72,17.67,0,-5573.75,2.1368,1.9693,20.0455,85.7059,8.2395,0.2004,50.344,0.2004,64.1495,120.0346,0.8713,2.1645,7.1329,6.4326,0,12.1469,3.7102,2.6046
924,0.0036,886,0.2,17.44,4.3,-5370.25,3.7267,1.9695,8.6991,85.1011,8.9475,0.0658,50.2249,0.0658,63.9471,118.0626,1.7007,0.3632,1.899,6.0613,39.3813,6.7345,6.2921,3.0979
925,0.0101,530,0.4,20.39,3.93,-5599.25,1.4629,2.0132,10.363,84.3084,8.3591,0.1403,50.3996,0.1403,64.5242,117.9356,1.3824,1.0355,3.8321,9.2074,15.6734,14.5424,2.5076,3.1494
926,0.0054,2774,0.299,24.53,6.08,-4994.25,3.5784,1.9715,8.7901,84.4061,8.6772,0.0999,50.4095,0.0999,64.2376,118.542,1.4715,0.552,2.8437,7.8419,41.7479,25.4465,6.0609,3.0979
927,0.0083,863,0.276,17.15,7.07,-5515,2.504,1.966,8.52,85.4438,8.4278,0.0842,50.286,0.0842,64.332,117.8352,0.8713,0.853,2.6491,6.8119,33.1002,7.2468,4.2789,3.3367
928,0.0164,485,0.23,11.48,4.62,-5738.75,4.3997,2.0157,8.6503,83.7747,8.3436,0.0628,50.394,0.0628,64.3908,118.7374,0.8713,1.7093,2.1823,5.4621,51.2112,6.0703,7.4038,3.4939
929,0.0038,863,0.218,18.61,3.86,-5508.75,2.1898,1.993,8.9172,84.4061,8.6772,0.0721,50.4095,0.0721,64.2376,118.542,1.3824,0.3917,2.0349,5.8374,32.2342,9.3231,3.7867,3.0979
930,0.0098,426,0.307,18.41,3.23,-5580.25,3.5954,1.991,8.486,83.4093,8.3663,0.0969,50.4972,0.0969,64.741,117.9414,1.6544,1.0045,2.9397,5.2757,16.2555,16.0906,6.072,3.2617
931,0.0092,3951,1.001,16.33,15.96,-5554.5,4.7491,2.0273,10.2841,93.8653,8.6611,0.2724,57.8485,0.2724,76.2508,125.9348,1.6544,0.9429,9.6495,19.9221,50.5921,15.1105,8.3327,4.0477
932,0.012,737,0.355,20.4,5.69,-5692.5,4.886,1.9792,8.4755,86.4883,8.6544,0.1056,52.9114,0.1056,94.2641,118.464,1.6544,1.2366,3.3586,7.6945,31.4241,14.1449,8.5367,3.7154
933,0.0066,1053,0.233,11.68,7.53,-5834.75,4.571,1.99,8.6031,93.8653,8.6611,0.078,57.8485,0.078,76.2508,125.9348,1.3824,0.6707,2.226,5.6032,29.638,10.7895,7.6512,3.7154
934,0.0101,1173,0.608,15.43,3.97,-5612.25,4.6922,2.0192,9.4339,85.3967,8.7635,0.1669,50.5973,0.1669,64.0427,117.9192,1.5095,1.0353,5.7905,12.5196,16.6233,21.2704,7.6505,2.0635
935,0.0096,466,0.224,17.95,10.33,-5588,3.3994,2.0048,9.1576,86.238,8.287,0.059,50.7216,0.059,64.1468,116.1914,1.5095,0.9833,2.1543,6.745,38.1838,15.0828,5.825,3.3367
936,0.0082,789,0.266,23.23,5.54,-5153.75,4.6881,1.9983,8.643,83.4448,8.5571,0.0982,50.3923,0.0982,64.7149,118.052,0.8713,0.8463,2.505,6.9861,32.3475,7.4876,8.2568,131.4529
937,0.0084,122,0.319,27.21,10.54,-5365.75,1.0904,1.9805,7.9702,85.4838,8.7401,0.0915,50.0631,0.0915,64.3756,118.0474,1.6544,0.8597,3.021,8.4367,54.7875,13.5257,1.902,3.7154
938,0.0045,477,0.269,21.35,4.7,-5437,2.5027,1.9795,8.3272,83.7179,8.7015,0.0938,50.6219,0.0938,64.4228,118.504,1.6544,0.4549,2.5872,5.1455,42.6974,10.949,4.3193,3.7567
939,0.0094,285,0.214,17.56,5.21,-5007.75,4.1048,2.0173,8.7554,84.3441,8.9833,0.069,50.6379,0.069,64.7846,119.6042,1.6544,0.9669,2.05,3.8909,37.9308,15.5775,6.937,2.2773
940,0.016,782,0.202,22.6,4.45,-5357.5,5.2773,1.9915,8.3548,83.5182,8.6149,0.0619,50.3917,0.0619,64.2488,118.0712,1.2189,1.6568,1.915,4.1313,31.6901,12.0584,9.1723,3.6654
941,0.0077,1094,0.498,26.31,9.35,-5031.25,2.8954,2.025,9.5503,84.0397,9.1287,0.1447,50.5501,0.1447,64.215,118.1158,1.6544,0.7878,4.7891,16.6344,42.2701,9.4363,5.1434,2.2773
942,0.0046,922,0.24,15.77,3.01,-5966.75,3.9001,1.9848,9.2908,87.1083,8.7779,0.0648,50.0922,0.0648,64.4107,118.0094,1.5095,0.4657,2.2936,5.5153,19.9753,13.2764,6.7024,3.2617
943,0.0112,190,0.631,22.11,8.71,-5477.5,3.7827,2.0002,9.5337,86.238,8.287,0.1823,50.7216,0.1823,64.1468,116.1914,1.1571,1.1538,6.0862,17.5385,44.1262,14.0213,6.569,2.7936
944,0.0102,1137,1.346,20.08,5.11,-5759.75,2.9102,1.9835,9.4871,84.1975,8.7548,0.3553,50.7923,0.3553,64.5815,118.3978,1.6544,1.0438,13.026,15.0254,16.3139,21.8676,4.8689,3.2617
945,0.0038,352,0.157,13.12,2.87,-5622,1.0055,2.0032,8.5272,84.0397,9.1287,0.0416,50.5501,0.0416,64.215,118.1158,1.0412,0.3896,1.4995,3.4111,13.5813,18.9632,1.7401,3.2617
946,0.0089,284,0.257,19.13,5.67,-5215.5,3.1647,2.0002,8.3765,85.4438,8.4278,0.0747,50.286,0.0747,64.332,117.8352,1.0412,0.9145,2.4192,5.019,26.5624,11.2026,5.418,3.4596
947,0.0095,978,1.183,21.91,8.93,-5540.5,4.1545,1.9752,9.4154,84.1975,8.7548,0.3246,50.7923,0.3246,64.5815,118.3978,1.0412,0.9762,11.5407,17.9761,24.9731,27.5964,7.2493,2.6506
948,0.0172,527,1.037,21.44,6.24,-6561.25,4.6095,1.884,9.623,84.2942,8.7199,0.3231,49.8696,0.3231,63.8867,118.6792,0.8713,1.7907,10.2914,6.2564,13.8268,44.4727,7.7937,3.267
949,0.0085,935,0.509,23.2,5.85,-5526,3.6612,1.963,8.4865,83.6681,8.8546,0.1647,50.739,0.1647,64.5531,118.3618,1.0412,0.8758,4.8349,8.1548,49.8805,25.9895,6.2832,3.0979
950,0.012,995,0.493,22.96,5.63,-5476.25,3.3475,2.006,9.5751,84.3084,8.3591,0.1548,50.3996,0.1548,64.5242,117.9356,1.0412,1.2386,4.6188,5.5106,16.0239,10.6001,5.8429,3.894
951,0.0086,624,0.444,20.89,6.02,-5261.75,3.6151,1.9627,8.9428,83.5182,8.6149,0.1284,50.3917,0.1284,64.2488,118.0712,1.0412,0.8824,4.2634,12.5051,26.5192,29.3522,5.9819,2.2773
952,0.0101,471,0.2,14.76,2.97,-5444.75,1.6454,1.991,8.7352,85.4487,8.6695,0.0662,50.2081,0.0662,63.7619,118.1258,1.1571,1.0423,1.9135,5.4055,17.678,15.8056,2.9892,4.0477
953,0.0092,712,0.318,19.29,7.88,-5290,3.2979,1.9823,8.3785,84.525,8.7932,0.0985,50.1146,0.0985,63.7758,118.023,1.2804,0.9396,3.0449,8.4254,46.0365,11.5761,5.6538,3.6654
954,0.0084,183,0.851,19.32,3.72,-6493,4.9823,1.8657,9.5798,85.7204,9.0811,0.2358,50.6151,0.2358,64.1481,117.6492,1.6544,0.8641,8.291,9.4556,19.9649,12.759,8.5895,2.5445
955,0.0114,967,0.839,20.87,10.25,-5743.25,1.8897,1.9885,9.2629,83.6367,8.8562,0.2416,50.2577,0.2416,64.0201,118.4858,1.0412,1.1688,8.1125,16.0945,35.6063,36.4909,3.278,2.6506
956,0.007,493,0.247,20.19,8,-5364,5.487,2.0192,8.4234,93.8653,8.6611,0.0702,57.8485,0.0702,76.2508,125.9348,1.1571,0.7156,2.363,7.3664,45.7327,10.0668,9.5024,131.4529
957,0.0184,791,0.453,14.87,9.99,-5501,3.9912,1.9872,10.1786,83.4093,8.3663,0.1363,50.4972,0.1363,64.741,117.9414,1.1571,1.9192,4.4064,13.5177,28.0751,23.5177,6.967,2.6564
958,0.0115,322,0.338,20.78,6.28,-5537,4.5562,1.985,8.7027,85.188,8.9562,0.1151,50.1992,0.1151,63.901,118.0178,1.0412,1.1789,3.1716,6.5925,43.7444,12.6864,8.073,3.0979
959,0.0062,469,0.237,16.22,4.56,-5423.25,3.9502,2.0023,8.2755,84.3441,8.9833,0.0721,50.6379,0.0721,64.7846,119.6042,1.2804,0.6355,2.2761,5.4961,35.5619,17.6475,6.6147,3.577
960,0.0107,2099,0.378,25.39,17.95,-4682,1.759,1.9882,7.2377,87.1083,8.7779,0.1207,50.0922,0.1207,64.4107,118.0094,1.2804,1.1018,3.6235,6.4303,86.046,22.1725,2.9852,2.2773
961,0.0103,377,0.24,17.32,2.74,-6469.5,0.7712,1.8835,7.984,84.7188,8.7073,0.0789,50.2823,0.0789,64.6813,118.294,1.2804,1.0584,2.2885,4.1674,19.7551,10.2332,1.3366,2.7936
962,0.0047,300,0.214,19.28,5.4,-5305,4.8635,1.9952,8.5925,83.5182,8.6149,0.065,50.3917,0.065,64.2488,118.0712,1.2804,0.4807,2.0339,8.3052,19.5265,14.2285,8.2974,3.2617
963,0.0176,355,1.187,19.98,4.75,-5671.25,2.7829,2.014,9.4994,85.4838,8.7401,0.328,50.0631,0.328,64.3756,118.0474,1.1571,1.8409,11.5012,13.7728,22.2464,26.4374,4.7112,3.1446
964,0.0087,837,1.1,14.87,5.08,-5614.75,4.1262,1.9682,9.8383,86.0222,9.2016,0.309,50.5239,0.309,64.0447,118.1136,0.7154,0.8944,10.7735,10.9362,20.785,21.9985,7.122,3.2617
965,0.0088,454,0.273,12.18,4.51,-5459.75,3.3569,1.9815,7.1322,83.9932,9.0639,0.0674,50.2254,0.0674,63.9159,118.7654,0.7154,0.9014,2.6698,5.2622,22.868,12.039,5.7806,2.0635
966,0.0051,865,0.45,16.63,3.11,-5504.75,3.5046,2.0092,8.3821,86.0222,9.2016,0.1253,50.5239,0.1253,64.0447,118.1136,1.0412,0.5184,4.3031,5.0112,23.1491,17.4566,6.2841,1.9689
967,0.0097,929,0.261,13.65,3.27,-5648.25,4.0287,1.996,8.4392,84.3441,8.9833,0.0835,50.6379,0.0835,64.7846,119.6042,1.2804,0.9894,2.4963,5.0524,18.2919,7.2587,6.9032,3.2617
968,0.0166,371,0.565,27.53,7.19,-5300.25,4.9693,1.9735,9.4213,84.5333,8.8078,0.1578,50.2326,0.1578,63.94,118.5778,0.7154,1.729,5.4405,12.9152,28.3646,22.6318,8.797,2.6506
969,0.0119,834,0.556,25.72,6.12,-5121.5,3.9848,1.9975,9.8802,84.9121,8.1166,0.1711,50.4608,0.1711,64.5548,118.2426,1.2804,1.2191,5.3144,10.718,25.1104,18.936,6.9024,2.6506
970,0.006,4361,0.218,19.74,4.68,-5491.75,4.1475,1.9947,8.2637,83.5811,8.6068,0.0859,50.6355,0.0859,64.6913,118.2942,1.1571,0.6092,2.0688,6.5021,40.7308,21.5064,7.0168,2.7936
971,0.0049,726,1.057,15.95,5.6,-5409,2.0045,2.0023,9.7835,85.7132,9.0606,0.3309,50.5004,0.3309,64.0248,117.9764,0.7154,0.498,10.3436,12.25,14.7673,23.5531,3.4546,3.2617
972,0.0123,1175,0.186,15.55,3.9,-5274.25,4.0898,1.9962,8.2336,84.5509,9.6136,0.0569,50.9199,0.0569,64.7472,119.5168,1.1571,1.2675,1.7663,6.3821,30.7337,15.8093,6.9163,3.6654
973,0.0112,372,0.864,27.32,8.07,-5339,2.5542,2.023,10.1571,85.4487,8.6695,0.2462,50.2081,0.2462,63.7619,118.1258,1.2804,1.1462,8.3987,14.6836,28.7585,17.1689,4.5313,2.4626
974,0.0092,2779,0.372,26.54,10.27,-5966.75,3.1225,1.9795,8.0872,87.1083,8.7779,0.115,50.0922,0.115,64.4107,118.0094,0.7154,0.9405,3.5279,8.1094,32.1493,22.422,5.3414,3.4002
975,0.0102,297,0.243,21.25,5.38,-6351,1.6912,1.8867,8.1285,85.7132,9.0606,0.0774,50.5004,0.0774,64.0248,117.9764,0.7154,1.0534,2.361,6.3781,33.6831,11.9955,2.8725,3.2617
976,0.0051,1273,0.623,15.67,4.51,-5623.5,3.5112,1.9962,9.0933,85.2836,8.8331,0.166,50.8216,0.166,64.3688,116.0982,1.4933,0.5211,5.9676,10.0402,19.0244,14.0433,5.9644,2.7629
977,0.0372,1736,0.277,19.53,6.53,-5303,1.3922,1.9805,8.0173,85.822,9.0776,0.0785,50.4667,0.0785,64.059,118.0494,1.1571,3.8309,2.6041,5.427,54.4256,16.1453,2.3968,2.1846
978,0.0116,364,0.948,18.43,6.62,-5675,3.2713,2.0015,9.243,83.6681,8.8546,0.2618,50.739,0.2618,64.5531,118.3618,1.4933,1.197,9.1352,15.739,24.1782,23.0086,5.6332,2.0635
979,0.0054,1271,1.207,14.5,4.01,-5439.25,4.3794,1.9725,9.9205,84.8185,8.9979,0.3404,50.5682,0.3404,64.3519,118.4998,0.7154,0.5518,11.7566,13.0126,24.7028,28.3403,7.3378,3.312
980,0.0108,1257,0.204,16.93,3.32,-5949.25,4.1945,1.9893,8.5577,85.5485,8.8548,0.0623,50.1588,0.0623,63.7216,117.9246,1.4933,1.1059,1.9423,5.7283,10.1763,13.5936,7.1324,2.5165
981,0.0057,2867,0.272,15.26,9.23,-6189.75,3.8312,2.001,8.2727,84.6838,9.0425,0.0787,50.7493,0.0787,64.4947,117.7228,1.4933,0.5845,2.5945,8.4325,52.9078,16.0031,6.4266,131.4529
982,0.0112,662,0.3,23.9,5.72,-5125.75,1.6808,2.0038,8.3836,83.4093,8.3663,0.0931,50.4972,0.0931,64.741,117.9414,1.4933,1.1499,2.8817,7.5797,41.2883,9.3404,2.8757,131.4529
983,0.0105,384,0.414,15.17,5.81,-5387,2.093,1.998,7.5911,83.4093,8.3663,0.1093,50.4972,0.1093,64.741,117.9414,1.4933,1.076,3.9814,6.7871,31.4421,16.5012,3.5728,2.7936
984,0.012,1424,0.229,20.69,7.89,-5145.25,1.7542,1.973,7.3106,84.7907,8.9191,0.0696,50.6581,0.0696,64.4096,118.3818,1.4933,1.2348,2.2081,6.0468,30.6024,15.928,3.0216,2.1429
985,0.0054,484,0.25,25.04,7.7,-5548.25,3.6955,2.0042,8.9793,83.6681,8.8546,0.0851,50.739,0.0851,64.5531,118.3618,1.1571,0.5481,2.3753,8.5496,38.2634,37.6327,6.3496,2.8688
986,0.0103,1054,0.5,16.64,10.32,-5648,3.8548,2.0227,9.4101,84.052,8.8581,0.1484,50.137,0.1484,64.6559,117.8936,0.9665,1.0573,4.8047,17.9377,35.3704,22.4803,6.5086,4.0477
987,0.0172,541,1.126,10.04,7.07,-6445,3.2988,1.8847,9.2286,86.0222,9.2016,0.2942,50.5239,0.2942,64.0447,118.1136,0.9665,1.7886,11.078,12.9477,41.4387,23.7291,5.5651,2.3911
