,F153,F159,F198,F200,F201,F21,F26,F273,F319,F32,F33,F334,F337,F34,F35,F39,F4,F407,F411,F426,F470,F474,F476,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573
806,0.0057,1086,0.143,10.01,6.89,-5472,1.9912,23.3246,8.8093,83.7568,8.2981,0.0508,1.986,50.628,64.638,119.9514,1.0961,1.3004,3.1117,0.5844,1.3612,61.8163,4.6368,7.2927,16.01,1.25,7.7042,0.5063,3.8906,1.7339,18.6735,10.92,0.2937
807,0.0111,945,0.363,10.76,4.16,-5611.75,1.9665,18.7895,6.2891,85.4656,8.5407,0.1183,1.4134,50.3651,64.2771,119.5174,1.513,0.9095,2.4011,1.1443,3.3945,18.1984,22.9592,5.0513,18.97,0.43,8.6934,0.1537,4.6776,0.5884,12.5961,8.72,0.2363
808,0.012,681,0.612,16.38,15.56,-5456.75,1.9937,18.2048,10.6434,84.969,8.3331,0.201,4.2085,50.3536,64.2455,118.8616,1.2686,0.8649,2.1188,1.2395,5.8499,77.8232,21.1343,3.9384,17.73,1.49,7.3464,0.5858,4.4745,1.8558,15.4361,8.72,0.2363
809,0.0103,2604,0.393,17.68,17.21,-5196.75,2.019,18.7895,10.4235,84.5303,8.2638,0.117,4.9107,50.4559,64.3628,119.6408,1.513,0.9095,2.4011,1.0551,3.9073,80.5978,16.8748,7.2251,,,,,,,16.2314,10.92,0.2937
810,0.0129,1174,0.515,20.96,20.99,-5612.5,2.0057,23.3246,10.5785,84.3947,8.897,0.1572,5.808,50.142,64.5666,118.181,1.0961,0.9095,3.1117,1.3328,4.9036,87.3818,18.2131,5.5803,,,,,,,12.6684,9.43,0.5611
811,0.0073,1977,0.191,11.8,5.12,-5867,1.968,23.3246,6.3107,85.7059,8.2395,0.0629,1.6016,50.344,64.1495,120.0346,1.0961,0.8649,3.1117,0.7458,1.7811,33.7377,8.9856,4.8369,,,,,,,28.7951,5.86,0.3071
812,0.0119,1401,0.246,11.64,6.35,-5143.5,1.9642,17.4233,6.1453,85.7059,8.2395,0.0732,1.8686,50.344,64.1495,120.0346,1.499,0.8649,2.2945,1.2219,2.3411,39.5341,8.6745,4.0601,,,,,,,15.4662,9.11,0.2426
813,0.0118,1433,0.257,12.6,1.75,-5611.75,2.014,16.6597,6.3851,85.7059,8.2395,0.0786,0.5373,50.344,64.1495,120.0346,1.7112,1.8643,2.027,1.2146,2.4084,22.0208,14.2523,4.6705,,,,,,,25.7892,9.91,0.2574
814,0.0127,322,,,,-6616,1.8923,21.3926,8.669,84.7348,8.6706,,,49.9566,64.5635,118.1992,1.1127,1.8643,2.9999,1.3015,,,,6.1664,,,,,,,15.336,13.09,0.2914
815,0.0145,546,0.313,19.61,3.85,-5495,1.9932,15.8432,10.6248,85.3881,8.3179,0.101,1.277,50.2928,64.2195,120.1074,1.1721,0.8649,1.9463,1.5019,3.0185,14.2902,7.0592,6.1145,18.39,1.15,8.2322,0.4637,4.474,1.382,15.4662,9.5099,0.3054
816,0.0101,288,0.176,12.39,5.46,-5370,1.9463,17.4233,6.2216,85.7059,8.2395,0.0627,1.6309,50.344,64.1495,120.0346,1.499,0.8649,2.2945,1.033,1.6411,28.732,10.23,3.4283,,,,,,,15.4662,5.86,0.3071
817,0.0178,516,0.28,17.18,4.64,-5549.5,1.9675,30.2958,6.2908,83.779,8.3006,0.1013,1.6052,50.3635,64.3058,119.7496,1.1827,0.9095,3.9724,1.8588,2.6289,36.6839,8.3808,4.1606,20.55,1.13,9.371,0.4589,5.2335,1.5494,18.7028,11.15,0.3498
818,0.0065,348,0.344,12.97,6.41,-6417.75,1.8725,18.4134,8.2623,85.0449,8.5003,0.1109,2.1364,50.428,64.4113,118.2436,1.3174,0.9095,2.1292,0.6667,3.3333,28.3071,23.9592,4.1524,18.59,0.94,8.1258,0.393,4.4822,1.2697,21.0519,10.92,0.2937
819,0.011,811,0.312,21.8,4.35,-5440.25,1.9525,21.3926,8.1796,86.3826,8.3273,0.0948,1.2319,50.3556,64.2252,119.1824,1.1127,1.8643,2.9999,1.1259,2.9423,29.682,6.0786,7.9728,7.05,1.25,3.0344,0.5607,1.737,1.72,28.2535,10.92,0.2937
820,0.0089,2460,0.319,12.05,2.88,-5563.5,1.9648,17.4233,6.0307,85.7243,8.3542,0.096,1.0578,50.2105,63.9862,119.8178,1.499,1.3004,2.2945,0.9075,3.0049,24.2698,7.534,4.2273,,,,,,,23.0416,9.11,0.2426
821,0.0055,341,0.299,24.19,9.57,-5470.25,1.986,19.3278,8.0674,85.4438,8.4278,0.0844,2.6891,50.286,64.332,117.8352,1.3907,1.4148,2.3149,0.5571,2.7898,48.1438,19.2168,5.303,,,,,,,19.5004,10.59,0.3212
822,0.0137,543,0.401,17.68,6.21,-5411.75,1.988,18.2048,6.2425,87.1883,9.0145,0.1035,1.9661,50.0471,64.1861,118.2592,1.2686,1.8643,2.1188,1.4106,3.9087,24.543,22.491,6.2242,18.06,1.3,8.8702,0.534,4.5153,1.7655,16.3187,8.63,0.4327
823,0.0093,1110,0.336,11.4,4,-5762.75,1.9748,23.3246,6.3835,85.7243,8.3542,0.0997,1.4541,50.2105,63.9862,119.8178,1.0961,0.9095,3.1117,0.9534,3.1887,33.4115,34.2688,5.6559,19.69,1.23,8.0426,0.4487,4.9857,1.6578,15.4662,11.81,0.1579
824,0.0058,587,0.204,22.34,4.9,-5585.25,2.0025,17.9498,8.5692,84.8949,8.3588,0.0621,1.8329,50.3833,64.4228,120.3726,1.5156,1.4148,2.0149,0.589,1.9298,48.2063,13.5863,7.8315,10.79,0.78,5.0126,0.3192,2.6791,1.0522,14.7752,9.97,0.1638
825,0.0124,1663,0.449,19.92,7.01,-5753.5,2.0227,18.35,6.2941,87.1883,9.0145,0.1303,1.999,50.0471,64.1861,118.2592,1.442,1.4148,2.0235,1.2782,4.274,40.1204,10.8948,8.0127,22.27,1.13,10.538,0.424,5.4365,1.5473,22.2911,7.71,0.2835
826,0.0056,3204,0.255,11.75,4.69,-4961.25,1.9948,28.0614,6.1545,83.5811,8.6068,0.0762,1.5189,50.6355,64.6913,118.2942,1.5447,0.8649,3.5575,0.5683,2.4251,25.7454,8.7411,4.397,,,,,,,15.4662,6.84,0.1489
827,0.0108,816,0.317,24.95,6.68,-5505.5,2.01,20.2271,7.6934,83.8148,8.572,0.0935,1.9633,50.3314,64.2616,119.2172,1.2557,1.4148,2.5779,1.1092,2.9776,51.3674,15.051,3.1808,,,,,,,13.8627,10.92,0.2937
828,0.0134,385,0.6,17.79,4.25,-5592.75,2.0313,18.2048,8.6784,84.5551,9.9964,0.1744,1.2987,50.4757,64.3827,118.022,1.2686,1.4148,2.1188,1.3867,5.9309,18.9684,31.9021,4.476,13.67,3.92,5.4059,1.576,3.3387,5.3603,20.0909,7.5,0.2423
829,0.0135,903,0.307,14.6,4.47,-5578.75,2.0383,22.6643,6.0145,84.9173,9.131,0.1028,1.5066,50.0942,64.3185,118.0202,1.8005,1.8643,2.9472,1.3943,2.8877,24.8129,8.3818,3.2804,,,,,,,17.6187,8.63,0.4327
830,0.0134,461,0.377,22.17,4.48,-5349.75,1.986,21.3926,8.222,83.6583,8.5596,0.1372,1.3214,50.3882,64.4017,119.4242,1.1127,1.4148,2.9999,1.384,3.579,31.1496,7.3233,6.0161,,,,,,,31.5069,10.92,0.2937
831,0.0122,1049,0.269,19.29,4.84,-5714.25,2.011,28.0614,9.7021,86.1155,8.5801,0.0769,1.4625,50.294,64.0748,119.2266,1.5447,1.3004,3.5575,1.2535,2.4629,14.8947,7.8031,4.9297,18.56,2.32,7.8484,0.8557,4.4999,3.0931,15.4662,9.62,0.2673
832,0.009,526,0.133,19.07,7.85,-5538,1.9743,18.8084,8.5462,83.7568,8.2981,0.0383,2.2496,50.628,64.638,119.9514,1.0518,1.6082,2.2668,0.9215,1.2529,68.2893,6.1643,7.1817,19.59,1.33,8.826,0.5484,4.9515,1.7932,20.9204,10.92,0.2937
833,0.0122,390,0.33,22.12,5.74,-5466.75,1.971,18.8084,8.0433,83.8148,8.572,0.1045,1.8821,50.3314,64.2616,119.2172,1.0518,1.6082,2.2668,1.2483,3.0738,32.8002,6.332,6.0356,18.57,0.3,8.7596,0.137,4.583,0.415,15.4662,10.92,0.2937
834,0.0166,282,0.227,24.36,9.34,-6397.75,1.8798,19.0795,8.8326,86.6785,9.0121,0.0726,2.6434,50.5767,64.0904,117.6884,1.1993,1.6082,2.2057,1.7231,2.1164,59.359,19.4614,4.2747,17.04,1.23,7.359,0.5133,4.2363,1.7157,15.4662,10.8,0.3051
835,0.0064,551,0.384,16.65,6.65,-5515.5,1.9798,24.809,8.1636,84.361,8.8624,0.1211,2.0671,50.8411,64.6702,118.3086,1.1351,1.6082,3.4151,0.655,3.6429,45.7231,12.3268,4.7784,15.04,0.75,6.0522,0.3411,3.7507,1.0481,32.9627,7.19,0.2345
836,0.0096,284,0.387,22.58,6.21,-5617.5,1.9943,19.3278,8.9723,84.525,8.7932,0.1289,2.0034,50.1146,63.7758,118.023,1.3907,1.2469,2.3149,0.9824,3.6922,28.1698,15.9478,2.8816,16.86,2.02,7.4857,0.7937,4.195,2.4128,23.9222,10.8,0.3051
837,0.0075,483,0.221,14.72,11.76,-5517.75,1.986,19.1199,8.1343,85.3881,8.3179,0.0569,3.3792,50.2928,64.2195,120.1074,1.6392,1.6082,2.4408,0.7698,2.1021,72.6431,7.6248,3.2395,16.51,2.3,7.258,1.0748,4.1867,2.7844,24.7658,9.57,0.26
838,0.0053,453,0.218,21.37,6.37,-5122.5,1.9937,19.3278,8.1451,84.361,8.8624,0.0764,2.0694,50.8411,64.6702,118.3086,1.3907,1.2469,2.3149,0.5418,2.0277,48.5912,9.5007,5.9811,,,,,,,15.4662,7.19,0.2345
839,0.011,420,0.597,16.68,11.24,-6469.5,1.872,28.3859,9.8764,85.0449,8.5003,0.1734,3.0599,50.428,64.4113,118.2436,1.5333,1.2469,3.4022,1.1304,5.6895,79.5326,12.8395,4.0133,13.49,1.62,6.5436,0.7524,3.3782,2.0058,15.4662,10.92,0.2937
840,0.0108,197,0.214,17.23,5.09,-5085.75,2.0017,19.1199,9.0199,83.7568,8.2981,0.0684,1.8617,50.628,64.638,119.9514,1.6392,1.2469,2.4408,1.1074,2.0229,27.6967,6.4972,6.0713,,,,,,,20.1148,8.32,0.3284
841,0.0112,1985,0.185,13.13,9.49,-4764,1.9905,17.9486,8.4021,84.8949,8.3588,0.0613,3.0368,50.3833,64.4228,120.3726,1.6013,1.2469,1.998,1.1482,1.7751,77.8391,5.1662,6.0995,,,,,,,22.7632,10.92,0.2937
842,0.0094,598,0.393,22.23,3.05,-5195.75,2.0032,19.3278,8.5624,84.9173,9.131,0.1191,1.0154,50.0942,64.3185,118.0202,1.3907,1.2469,2.3149,0.9597,3.6823,14.5046,22.7578,5.1226,21.51,1.08,10.7162,0.4347,5.2313,1.4676,16.7109,13.49,0.2662
843,0.0089,959,0.26,16.9,7.57,-5569.75,1.9875,16.6597,8.3231,84.8949,8.3588,0.0825,2.2974,50.3833,64.4228,120.3726,1.7112,1.2469,2.027,0.9103,2.4699,52.9011,5.9574,5.9107,22.31,1.05,9.9929,0.4145,5.628,1.4447,26.3287,6.66,0.3509
844,0.0073,1042,0.337,13.8,3.28,-5644,1.9913,19.3278,6.2164,85.4656,8.5407,0.097,1.1514,50.3651,64.2771,119.5174,1.3907,1.6082,2.3149,0.7498,3.1798,24.4585,5.2175,5.6839,19.63,0.47,9.2216,0.1939,4.9635,0.6528,12.2878,7.46,0.2142
845,0.006,732,0.506,21.8,20.17,-5250.75,1.959,23.1842,10.2987,85.7059,8.2395,0.1641,5.6984,50.344,64.1495,120.0346,1.1665,1.0769,2.8532,0.6101,4.8142,87.569,12.4876,5.3032,13.3,1.91,5.8961,0.938,3.3034,2.5175,34.6306,9.43,0.5611
846,0.0057,960,,,,-5334.75,2.0232,18.2471,8.7444,84.9173,9.131,,,50.0942,64.3185,118.0202,1.0772,1.1415,2.0996,0.5788,,,,8.9404,,,,,,,29.1351,13.44,0.2843
847,0.0076,583,0.155,22.3,6.2,-5209,2.0032,17.2035,8.4411,83.7179,8.7015,0.0486,1.789,50.6219,64.4228,118.504,1.2856,2.2254,2.0311,0.7847,1.4453,37.0106,21.8506,4.5581,21.23,0.86,9.874,0.3806,5.3509,1.1654,23.0288,10.8,0.3051
848,0.0169,626,0.49,15.9,6.34,-5392.5,1.9955,17.3969,7.9145,84.3084,8.3591,0.1311,1.7709,50.3996,64.5242,117.9356,1.3281,0.6796,2.3679,1.7646,4.6864,41.3475,13.441,4.9267,,,,,,,33.9043,10.8,0.3051
849,0.0162,760,0.331,24.81,9.4,-5494.75,1.9995,17.7946,8.3194,85.4438,8.4278,0.1023,2.8679,50.286,64.332,117.8352,1.2513,0.6796,2.0819,1.6864,3.1084,45.6973,17.6266,6.0278,10.32,1,4.1724,0.4269,2.5658,1.2341,15.4662,10.8,0.3051
850,0.0104,261,0.234,18.66,5.2,-5436.25,1.9892,19.4715,8.4681,85.4438,8.4278,0.0787,1.7255,50.286,64.332,117.8352,0.8161,1.5432,2.7521,1.0654,2.1976,26.0216,9.601,3.2694,17.52,2.13,8.0618,0.9458,4.2777,2.8076,31.7289,10.59,0.3212
851,0.0118,364,0.31,14.9,5.55,-5472,1.9957,18.5809,9.2152,85.5246,8.2832,0.1073,1.901,50.4619,64.482,118.0946,0.786,1.5432,2.5307,1.2161,2.9392,20.7704,37.199,6.9216,15.63,1.33,7.7877,0.5999,3.9058,1.5988,46.2115,8.7,0.4908
852,0.0083,373,0.764,17.16,14.86,-5481.75,2.009,20.2271,9.9554,84.8949,8.3588,0.216,3.8227,50.3833,64.4228,120.3726,1.2557,1.1078,2.5779,0.8488,7.3164,72.6259,15.9217,4.2574,16.46,0.94,7.7103,0.4282,3.9899,1.2817,11.0154,10.92,0.2937
853,0.006,474,0.224,16.9,4.36,-5261,1.972,18.5809,8.5071,84.5951,8.58,0.0741,1.504,50.6848,64.4791,118.426,0.786,1.5432,2.5307,0.6101,2.1064,30.2317,26.7526,4.7879,18.59,1.14,7.9375,0.458,4.6115,1.5764,43.2784,8.98,0.1556
854,0.0188,161,0.35,17.12,5.72,-6465,1.87,19.1199,6.2725,85.0449,8.5003,0.1189,1.5852,50.428,64.4113,118.2436,1.6392,1.2469,2.4408,1.9681,3.3665,38.0703,27.67,4.37,,,,,,,10.1547,7.71,0.2835
855,0.0107,2088,0.313,14.42,3.25,-5685,2.025,18.8084,7.8081,83.7568,8.2981,0.0826,0.9516,50.628,64.638,119.9514,1.0518,1.1078,2.2668,1.1055,2.8666,25.6908,7.6266,4.8651,,,,,,,14.7024,10.92,0.2937
856,0.0163,451,1.576,22,12.03,-6413.25,1.8985,17.5139,6.5239,103.1082,23.1583,0.4539,3.1272,57.7421,74.8511,127.3944,1.3459,1.2469,2.2835,1.694,14.8775,52.7519,18.8327,5.3362,,,,,,,16.9909,6.59,0.4641
857,0.0099,336,0.317,23.28,3.48,-6515.25,1.866,19.5549,8.7998,86.6785,9.0121,0.0927,1.3126,50.5767,64.0904,117.6884,1.4083,2.2254,2.4822,1.0165,2.9662,32.6438,14.906,5.326,18.24,1.5,8.8464,0.7363,4.5372,1.8418,15.4662,10.59,0.3212
858,0.0095,608,0.689,23.83,3.72,-5204,1.976,25.5286,9.4014,84.095,8.272,0.2177,1.0064,50.3339,64.5378,117.8192,1.3393,1.2568,3.1494,0.9775,6.5324,113.124,19.6081,7.7433,,,,,,,23.2055,9.34,0.4487
859,0.0096,663,0.575,21.27,4.24,-5416.5,1.9867,30.2958,9.583,84.095,8.272,0.1704,1.2232,50.3339,64.5378,117.8192,1.1827,1.2568,3.9724,0.985,5.4476,126.7858,20.1463,3.7402,,,,,,,9.8548,13.49,0.2662
860,0.006,484,0.28,14.74,5.09,-5502,2.0178,16.8499,6.1992,84.9173,9.131,0.0746,1.7932,50.0942,64.3185,118.0202,1.1419,1.2568,2.5835,0.6087,2.7042,29.1814,14.4882,5.4585,,,,,,,15.4662,10.83,0.2222
861,0.0061,736,0.934,9.8,17.25,-5543,1.981,20.9062,6.5782,83.7747,8.3436,0.2608,4.3664,50.394,64.3908,118.7374,1.0863,1.2568,2.5705,0.6245,8.9364,96.1581,46.1156,3.9308,,,,,,,17.188,5.3,0.3411
862,0.0129,391,0.599,16.51,19.07,-5529.25,1.95,25.5286,9.871,84.095,8.272,0.167,5.1235,50.3339,64.5378,117.8192,1.3393,1.2568,3.1494,1.3276,5.7573,122.2429,20.1701,6.5512,,,,,,,22.5993,10.06,0.426
863,0.0045,533,0.8,14.88,5.5,-5572.25,2.0165,17.6901,6.7958,85.0066,9.6938,0.2376,1.6065,50.366,64.2263,118.0446,0.9113,0.8903,2.195,0.4588,7.8133,23.8271,23.8419,5.0762,15.16,1.72,6.1096,0.7784,3.7082,2.2996,,11.2401,0.3324
864,0.0111,571,0.292,17.96,7.87,-5257.75,1.9695,18.4134,6.6307,83.6583,8.5596,0.094,2.8896,50.3882,64.4017,119.4242,1.3174,1.2568,2.1292,1.1396,2.8112,39.3896,16.4212,6.7759,18.49,1.81,8.2035,0.6937,4.6756,2.4548,17.1348,10.09,0.4944
865,0.0087,276,0.264,25.4,5.05,-5348.75,1.965,23.1842,8.0175,86.3826,8.3273,0.0936,1.7779,50.3556,64.2252,119.1824,1.1665,1.3784,2.8532,0.8903,2.549,25.9707,11.7588,5.4034,,,,,,,21.8686,10.92,0.2937
866,0.0089,602,0.181,15.73,8.76,-5418.75,2.0278,21.9217,8.3849,86.6554,9.0061,0.0589,2.6237,50.0114,64.1901,118.162,1.5137,0.8903,2.9656,0.9166,1.7293,85.0746,8.8626,3.6999,,,,,,,22.6564,9.57,0.26
867,0.0109,850,0.396,10.16,3.61,-5704.5,1.9808,27.6399,8.394,86.238,8.287,0.1111,1.1752,50.7216,64.1468,116.1914,2.1415,1.665,3.38,1.126,3.8376,25.5226,12.4941,5.3597,18.19,2,8.0777,0.8348,4.4791,2.6464,10.514,9.6,0.2265
868,0.0169,470,0.458,27.73,8.45,-5710.5,1.983,16.7877,8.3544,84.525,8.7932,0.1341,2.4256,50.1146,63.7758,118.023,1.1723,1.3784,2.1989,1.7661,4.2964,57.5217,9.4983,2.1022,13.48,1.16,6.3727,0.4405,3.3064,1.5665,54.4407,10.59,0.3212
869,0.0085,1929,0.229,26.83,3.44,-5344.25,1.9783,18.5809,8.6795,85.5246,8.2832,0.0694,0.9888,50.4619,64.482,118.0946,0.786,0.8903,2.5307,0.8661,2.1847,38.461,10.7398,2.7928,14.9,0.81,7.6834,0.3028,3.6008,1.0909,12.4325,10.87,0.4214
870,0.0266,596,1.227,25.91,17.15,-5451.75,2.008,19.5549,9.8336,87.1883,9.0145,0.3431,4.7479,50.0471,64.1861,118.2592,1.4083,0.8903,2.4822,2.7748,11.6618,93.6209,27.3764,4.6045,21.81,0.71,8.9789,0.3001,5.379,0.9751,14.6553,8.72,0.2363
871,0.0047,500,0.515,3.21,4.15,-5249,1.9987,17.3969,9.1356,85.188,8.9562,0.1532,1.2092,50.1992,63.901,118.0178,1.3281,0.8903,2.3679,0.4843,5.0386,69.7428,13.1362,4.5405,17.35,1.46,7.9038,0.6233,4.2417,1.98,26.4122,9.43,0.1909
872,0.0083,270,0.401,27.39,7.01,-5603.75,1.9743,19.5549,8.2688,85.7243,8.3542,0.1039,2.0047,50.2105,63.9862,119.8178,1.4083,1.3784,2.4822,0.8567,3.7664,33.7386,8.688,5.7593,,,,,,,35.2913,7.93,0.3379
873,0.0058,3362,0.445,22.2,7.62,-5662,2.015,19.4715,7.772,83.5811,8.6068,0.1294,2.2525,50.6355,64.6913,118.2942,0.8161,0.8903,2.7521,0.5947,4.3164,34.29,6.6791,4.7753,,,,,,,27.1656,8.64,0.2994
874,0.0056,674,0.368,15.66,4.71,-5477.5,1.9535,22.7113,9.3228,85.5246,8.2832,0.1086,1.2176,50.4619,64.482,118.0946,1.162,1.6942,2.7713,0.5734,3.492,24.9566,30.7108,2.2992,23.62,1.22,10.5956,0.492,5.7115,1.6205,63.4868,13.81,0.1976
875,0.0061,195,0.25,13.41,6.29,-6521.5,1.8592,20.6914,7.4726,85.7204,9.0811,0.0839,1.9563,50.6151,64.1481,117.6492,0.7531,1.3784,3.1534,0.6264,2.3861,29.6407,11.1612,8.1171,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,6.77,0.3033
876,0.0055,657,0.317,22.44,4.51,-5632.75,1.9897,27.6399,8.9515,84.7176,8.7373,0.0929,1.3568,50.5598,64.3447,118.3632,2.1415,1.6942,3.38,0.5589,2.9758,37.6633,11.3946,3.5429,23.28,1.24,10.1821,0.5038,5.702,1.5465,34.182,8.25,0.2209
877,0.0057,878,0.296,16.08,6.44,-5619.25,1.9705,18.3123,7.7442,84.525,8.7932,0.1039,2.2022,50.1146,63.7758,118.023,0.7684,1.7214,2.2359,0.5779,2.8684,40.8135,12.1301,3.7207,,,,,,,17.9064,8.64,0.2994
878,0.0054,677,0.19,15,7.98,-5619,1.9398,18.3123,7.3274,84.3084,8.3591,0.0618,2.3802,50.3996,64.5242,117.9356,0.7684,1.6942,2.2359,0.5468,1.8187,42.4044,21.6167,4.2614,16.15,1.05,7.8291,0.4496,4.1693,1.4617,23.0236,9.6,0.497
879,0.0107,1552,0.312,20.96,9.08,-5525.25,1.9738,27.6399,7.3137,84.525,8.7932,0.106,2.7417,50.1146,63.7758,118.023,2.1415,1.6942,3.38,1.1005,2.9889,37.4398,12.6286,4.3874,,,,,,,9.0865,8.64,0.2994
880,0.0052,772,0.473,22.55,6.69,-5207.25,1.9697,22.7113,6.4963,83.5182,8.6149,0.1353,1.9281,50.3917,64.2488,118.0712,1.162,1.7214,2.7713,0.5285,4.599,26.9114,7.9683,4.2487,16.23,0.87,7.0941,0.3417,4.0671,1.1829,26.5206,5.73,0.3258
881,0.0053,425,0.443,16.79,4.12,-5391.75,1.9672,18.1126,9.6898,84.3084,8.3591,0.1306,1.1243,50.3996,64.5242,117.9356,1.1864,1.6942,2.2081,0.5442,4.3178,13.3468,16.8375,4.3958,17.63,1.84,7.3242,0.8087,4.4495,2.2584,15.4662,8.49,0.3689
882,0.0055,1112,0.204,16.68,7.24,-5621,1.994,18.1126,7.9677,83.4448,8.5571,0.0587,2.5293,50.3923,64.7149,118.052,1.1864,1.6942,2.2081,0.557,1.9556,40.5379,14.0277,2.7014,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,9.6,0.497
883,0.0085,908,1.078,12.65,7.34,-5561,1.9905,18.3123,9.9116,86.2967,8.7646,0.3106,1.9592,50.5526,64.2989,118.6604,0.7684,1.0612,2.2359,0.8714,10.514,25.6784,23.0859,6.5619,16.23,0.87,7.0941,0.3417,4.0671,1.1829,19.2617,10.33,0.264
884,0.0084,545,0.301,12.16,6.25,-5652.5,1.9818,18.656,8.5409,83.5589,8.8889,0.0751,1.6066,50.2246,63.9957,117.7428,1.3377,1.7214,2.0798,0.8581,2.8348,37.2651,9.0369,4.606,,,,,,,14.0385,8.64,0.2994
885,0.0042,398,0.228,15.77,5.34,-5627.5,2.01,20.4826,7.5842,86.238,8.287,0.0717,1.5066,50.7216,64.1468,116.1914,1.1569,1.4506,2.9528,0.427,2.1622,22.5813,9.9013,4.9921,16.23,0.87,7.0941,0.3417,4.0671,1.1829,6.2018,10.19,0.3099
886,0.01,265,0.318,19.04,4.59,-5334,1.9968,18.656,8.715,84.7176,8.7373,0.0957,1.5279,50.5598,64.3447,118.3632,1.3377,1.4715,2.0798,1.0252,3.0263,25.2539,7.3301,2.9043,17.19,1.89,7.3054,0.8189,4.3275,2.3074,15.4662,9.43,0.1909
887,0.0091,579,0.287,23.24,9.01,-5639.75,2.0035,20.0096,8.6604,86.238,8.287,0.0866,2.924,50.7216,64.1468,116.1914,0.8373,1.4506,2.7521,0.9287,2.7306,44.2789,22.0201,2.7236,18.91,1.43,8.466,0.5221,4.5839,1.9276,15.4662,10.93,0.2775
888,0.0051,379,0.235,19.48,5.35,-5567.75,1.9708,20.0096,7.8931,83.5182,8.6149,0.0725,1.6208,50.3917,64.2488,118.0712,0.8373,1.4506,2.7521,0.5151,2.1926,39.5118,13.3131,3.7204,16.27,0.76,7.7754,0.3031,4.0535,1.0219,17.556,10.87,0.4214
889,0.0179,551,0.509,16.82,7.3,-5819.75,2.0082,18.5231,9.6045,84.3947,8.897,0.1577,2.0716,50.142,64.5666,118.181,1.2913,0.8064,2.6288,1.8646,4.9373,21.8835,18.9371,4.0932,19.13,2.02,8.2665,0.9085,4.7382,2.4874,26.7404,438.87,2.1967
890,0.0075,1030,0.537,23.5,5.17,-5767.25,1.9727,18.7695,10.0673,85.4838,8.7401,0.1491,1.7023,50.0631,64.3756,118.0474,1.383,0.8064,2.5761,0.7724,5.1638,20.12,15.4183,3.9989,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,10.93,0.2775
891,0.0094,856,0.328,17.44,4.57,-5476.5,2.0005,32.6521,7.8173,84.6838,9.0425,0.0989,1.2616,50.7493,64.4947,117.7228,1.1259,1.4641,4.3969,0.963,3.0633,35.8063,9.9668,4.5568,16.7,1.07,7.3215,0.4804,4.2544,1.3471,16.9043,7.54,0.2768
892,0.0175,886,0.143,20.02,8.75,-5345.25,2.0175,16.653,6.8178,85.3967,8.7635,0.0471,2.9319,50.5973,64.0427,117.9192,1.9705,1.7007,2.0604,1.8239,1.3684,34.6498,12.4586,5.5177,16.97,0.92,7.8166,0.3872,4.188,1.2129,15.4662,7.98,0.2889
893,0.0045,293,0.156,20.39,7,-5250.75,2.0015,18.8462,7.1817,83.7179,8.7015,0.0468,2.0437,50.6219,64.4228,118.504,0.7899,1.4641,2.74,0.4624,1.4803,28.4972,12.667,4.0361,15.22,0.75,6.4161,0.3535,3.7741,1.0135,47.6723,6.77,0.3033
894,0.011,497,0.473,13.15,7.75,-5777,1.9952,18.8462,9.6266,83.4448,8.5571,0.1347,2.3257,50.3923,64.7149,118.052,0.7899,1.4715,2.74,1.1257,4.5418,29.363,18.1731,4.5987,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,9.6,0.497
895,0.0057,625,0.277,21.57,1.83,-5327.75,1.9755,18.1126,8.0442,84.7176,8.7373,0.0821,0.6514,50.5598,64.3447,118.3632,1.1864,1.4715,2.2081,0.5786,2.5941,23.3192,10.0808,2.5286,,,,,,,15.4662,10.87,0.4214
896,0.022,735,0.249,15.66,7.3,-5213,2.021,18.2471,7.8852,84.9173,9.131,0.0765,1.9943,50.0942,64.3185,118.0202,1.0772,1.4715,2.0996,2.2819,2.3572,37.1906,11.6715,4.0867,14.27,1,6.9896,0.3543,3.5038,1.3492,16.0876,9.64,0.2706
897,0.0121,538,0.394,17.28,6.82,-5138.75,1.9565,20.6914,7.7756,83.7179,8.7015,0.1214,1.7577,50.6219,64.4228,118.504,0.7531,1.4506,3.1534,1.2467,3.7129,33.6492,11.1628,5.5228,,,,,,,15.4662,10.8,0.3051
898,0.0066,180,0.223,16.15,4.74,-5406.75,1.9515,18.7695,7.912,83.4448,8.5571,0.0598,1.3323,50.3923,64.7149,118.052,1.383,1.4506,2.5761,0.6766,2.1321,23.0647,7.0703,4.5095,11.61,0.96,4.7369,0.4696,2.9007,1.2159,15.4662,8.49,0.3689
899,0.0097,580,0.3,13.85,8.35,-5300.5,2.0038,19.0678,8.5325,85.188,8.9562,0.0933,2.1347,50.1992,63.901,118.0178,0.8147,1.0612,2.6273,0.9954,2.8573,64.4133,20.8754,9.1148,,,,,,,16.2297,11.15,0.1571
