,F153,F157,F159,F198,F200,F201,F21,F252,F26,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F407,F411,F426,F470,F471,F474,F476,F524,F525,F550,F551,F553,F554,F556,F557,F569,F574,F578,F72
925,0.0101,,530.0,0.4,20.39,3.93,-5599.25,1.4629,2.0132,19.8754,,10.363,84.3084,8.3591,0.1403,50.3996,,64.5242,117.9356,1.3824,2.4986,1.0355,3.8321,9.2074,15.6734,14.5424,2.5076,5.7252,12.18,0.72,5.4598,0.2884,3.0425,0.9824,15.4662,3.1494,,
926,0.0054,,2774.0,0.299,24.53,6.08,-4994.25,3.5784,1.9715,32.6521,,8.7901,84.4061,8.6772,0.0999,50.4095,,64.2376,118.542,1.4715,4.3969,0.552,2.8437,7.8419,41.7479,25.4465,6.0609,5.2425,,,,,,,15.4662,3.0979,,
927,0.0083,,863.0,0.276,17.15,7.07,-5515.0,2.504,1.966,18.8462,,8.52,85.4438,8.4278,0.0842,50.286,,64.332,117.8352,0.8713,2.74,0.853,2.6491,6.8119,33.1002,7.2468,4.2789,7.9826,14.56,1.89,6.7818,0.9039,3.6449,2.3493,15.4662,3.3367,,
928,0.0164,,485.0,0.23,11.48,4.62,-5738.75,4.3997,2.0157,,,8.6503,83.7747,8.3436,0.0628,50.394,,64.3908,118.7374,0.8713,,1.7093,2.1823,5.4621,51.2112,6.0703,7.4038,4.5603,,,,,,,57.3738,3.4939,,
929,0.0038,,863.0,0.218,18.61,3.86,-5508.75,2.1898,1.993,30.8411,,8.9172,84.4061,8.6772,0.0721,50.4095,,64.2376,118.542,1.3824,4.3569,0.3917,2.0349,5.8374,32.2342,9.3231,3.7867,2.7503,14.46,0.39,6.6538,0.1551,3.6045,0.5319,15.4662,3.0979,,
930,0.0098,,426.0,0.307,18.41,3.23,-5580.25,3.5954,1.991,16.4196,,8.486,83.4093,8.3663,0.0969,50.4972,,64.741,117.9414,1.6544,2.1823,1.0045,2.9397,5.2757,16.2555,16.0906,6.072,7.4637,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,3.2617,,
931,0.0092,,3951.0,1.001,16.33,15.96,-5554.5,4.7491,2.0273,16.4196,,10.2841,93.8653,8.6611,0.2724,57.8485,,76.2508,125.9348,1.6544,2.1823,0.9429,9.6495,19.9221,50.5921,15.1105,8.3327,7.1095,16.49,0.86,6.6084,0.3252,4.1137,1.1796,51.2054,4.0477,0.0299,
932,0.012,,737.0,0.355,20.4,5.69,-5692.5,4.886,1.9792,16.4196,,8.4755,86.4883,8.6544,0.1056,52.9114,,94.2641,118.464,1.6544,2.1823,1.2366,3.3586,7.6945,31.4241,14.1449,8.5367,5.5084,16.23,0.87,7.0941,0.3417,4.0671,1.1829,19.6786,3.7154,0.0134,
933,0.0066,,1053.0,0.233,11.68,7.53,-5834.75,4.571,1.99,16.653,,8.6031,93.8653,8.6611,0.078,57.8485,,76.2508,125.9348,1.3824,2.0604,0.6707,2.226,5.6032,29.638,10.7895,7.6512,6.2216,20.98,1.03,10.1957,0.5062,5.3248,1.4398,15.4662,3.7154,,
934,0.0101,,1173.0,0.608,15.43,3.97,-5612.25,4.6922,2.0192,19.3932,,9.4339,85.3967,8.7635,0.1669,50.5973,,64.0427,117.9192,1.5095,2.5343,1.0353,5.7905,12.5196,16.6233,21.2704,7.6505,3.3613,15.54,1.27,7.0971,0.487,3.8112,1.7185,30.8152,2.0635,,
935,0.0096,,466.0,0.224,17.95,10.33,-5588.0,3.3994,2.0048,9.1013,,9.1576,86.238,8.287,0.059,50.7216,,64.1468,116.1914,1.5095,0.9609,0.9833,2.1543,6.745,38.1838,15.0828,5.825,7.2435,16.23,0.87,7.0941,0.3417,4.0671,1.1829,16.5478,3.3367,0.0205,
936,0.0082,0.0468,789.0,0.266,23.23,5.54,-5153.75,4.6881,1.9983,22.6751,0.0131,8.643,83.4448,8.5571,0.0982,50.3923,,64.7149,118.052,0.8713,2.9678,0.8463,2.505,6.9861,32.3475,7.4876,8.2568,4.6224,16.23,0.87,7.0941,0.3417,4.0671,1.1829,32.9154,131.4529,,
937,0.0084,,122.0,0.319,27.21,10.54,-5365.75,1.0904,1.9805,15.7643,,7.9702,85.4838,8.7401,0.0915,50.0631,5.3967,64.3756,118.0474,1.6544,1.863,0.8597,3.021,8.4367,54.7875,13.5257,1.902,5.16,16.23,0.87,7.0941,0.3417,4.0671,1.1829,11.3559,3.7154,,142.7799
938,0.0045,,477.0,0.269,21.35,4.7,-5437.0,2.5027,1.9795,9.1013,,8.3272,83.7179,8.7015,0.0938,50.6219,,64.4228,118.504,1.6544,0.9609,0.4549,2.5872,5.1455,42.6974,10.949,4.3193,6.3563,12.21,1.33,5.3619,0.5307,3.0252,1.7571,58.0397,3.7567,0.0388,
939,0.0094,,285.0,0.214,17.56,5.21,-5007.75,4.1048,2.0173,20.667,,8.7554,84.3441,8.9833,0.069,50.6379,,64.7846,119.6042,1.6544,2.6372,0.9669,2.05,3.8909,37.9308,15.5775,6.937,4.102,19.23,1.61,8.9305,0.6931,4.7124,2.012,29.392,2.2773,,
940,0.016,,782.0,0.202,22.6,4.45,-5357.5,5.2773,1.9915,21.6104,,8.3548,83.5182,8.6149,0.0619,50.3917,,64.2488,118.0712,1.2189,2.9576,1.6568,1.915,4.1313,31.6901,12.0584,9.1723,4.2206,17.13,0.79,7.6992,0.3385,4.2891,1.0862,15.4662,3.6654,,
941,0.0077,,1094.0,0.498,26.31,9.35,-5031.25,2.8954,2.025,22.6751,,9.5503,84.0397,9.1287,0.1447,50.5501,8.7006,64.215,118.1158,1.6544,2.9678,0.7878,4.7891,16.6344,42.2701,9.4363,5.1434,9.0632,17.18,0.69,7.7242,0.273,4.2525,0.9424,15.4662,2.2773,0.0234,155.0056
942,0.0046,,922.0,0.24,15.77,3.01,-5966.75,3.9001,1.9848,22.6751,,9.2908,87.1083,8.7779,0.0648,50.0922,,64.4107,118.0094,1.5095,2.9678,0.4657,2.2936,5.5153,19.9753,13.2764,6.7024,1.6677,15.92,1.49,7.2422,0.5459,3.8763,2.0186,7.8173,3.2617,0.0052,
943,0.0112,,190.0,0.631,22.11,8.71,-5477.5,3.7827,2.0002,9.1013,,9.5337,86.238,8.287,0.1823,50.7216,,64.1468,116.1914,1.1571,0.9609,1.1538,6.0862,17.5385,44.1262,14.0213,6.569,4.545,16.23,0.87,7.0941,0.3417,4.0671,1.1829,39.9804,2.7936,,
944,0.0102,,1137.0,1.346,20.08,5.11,-5759.75,2.9102,1.9835,20.2749,,9.4871,84.1975,8.7548,0.3553,50.7923,6.7457,64.5815,118.3978,1.6544,2.2885,1.0438,13.026,15.0254,16.3139,21.8676,4.8689,4.9947,19.77,0.78,8.4798,0.3702,4.897,1.0427,15.4662,3.2617,,155.0265
945,0.0038,,352.0,0.157,13.12,2.87,-5622.0,1.0055,2.0032,22.6751,,8.5272,84.0397,9.1287,0.0416,50.5501,3.7305,64.215,118.1158,1.0412,2.9678,0.3896,1.4995,3.4111,13.5813,18.9632,1.7401,9.1495,17.85,0.84,8.4478,0.3335,4.3546,1.0735,18.1924,3.2617,,153.7627
946,0.0089,,284.0,0.257,19.13,5.67,-5215.5,3.1647,2.0002,9.1013,,8.3765,85.4438,8.4278,0.0747,50.286,,64.332,117.8352,1.0412,0.9609,0.9145,2.4192,5.019,26.5624,11.2026,5.418,4.4802,20.8,1.64,9.3161,0.7662,5.2317,2.18,15.4662,3.4596,,
947,0.0095,,978.0,1.183,21.91,8.93,-5540.5,4.1545,1.9752,25.9429,,9.4154,84.1975,8.7548,0.3246,50.7923,7.8421,64.5815,118.3978,1.0412,3.1584,0.9762,11.5407,17.9761,24.9731,27.5964,7.2493,8.2606,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.8939,2.6506,,152.6586
948,0.0172,0.0344,527.0,1.037,21.44,6.24,-6561.25,4.6095,1.884,,0.0102,9.623,84.2942,8.7199,0.3231,49.8696,5.5873,63.8867,118.6792,0.8713,,1.7907,10.2914,6.2564,13.8268,44.4727,7.7937,5.4231,20.84,1.32,9.583,0.6118,5.2197,1.6519,13.8616,3.267,0.0295,164.1566
949,0.0085,0.0234,935.0,0.509,23.2,5.85,-5526.0,3.6612,1.963,9.1013,0.0078,8.4865,83.6681,8.8546,0.1647,50.739,,64.5531,118.3618,1.0412,0.9609,0.8758,4.8349,8.1548,49.8805,25.9895,6.2832,3.4131,14.09,0.62,6.9714,0.2501,3.6371,0.7862,15.4662,3.0979,,
950,0.012,,995.0,0.493,22.96,5.63,-5476.25,3.3475,2.006,9.1013,,9.5751,84.3084,8.3591,0.1548,50.3996,,64.5242,117.9356,1.0412,0.9609,1.2386,4.6188,5.5106,16.0239,10.6001,5.8429,6.0653,,,,,,,30.7763,3.894,0.0401,
951,0.0086,,624.0,0.444,20.89,6.02,-5261.75,3.6151,1.9627,19.5117,,8.9428,83.5182,8.6149,0.1284,50.3917,,64.2488,118.0712,1.0412,2.6329,0.8824,4.2634,12.5051,26.5192,29.3522,5.9819,5.0324,18.26,1.36,8.8441,0.5417,4.5069,1.8084,15.4662,2.2773,0.0207,
952,0.0101,,471.0,0.2,14.76,2.97,-5444.75,1.6454,1.991,11.2673,,8.7352,85.4487,8.6695,0.0662,50.2081,4.5221,63.7619,118.1258,1.1571,1.548,1.0423,1.9135,5.4055,17.678,15.8056,2.9892,8.655,14.72,0.99,6.8733,0.3518,3.6104,1.3321,47.9007,4.0477,0.022,152.9875
953,0.0092,,712.0,0.318,19.29,7.88,-5290.0,3.2979,1.9823,19.4007,,8.3785,84.525,8.7932,0.0985,50.1146,,63.7758,118.023,1.2804,2.6243,0.9396,3.0449,8.4254,46.0365,11.5761,5.6538,4.3332,16.63,1.12,8.1402,0.4683,4.1955,1.5246,18.8409,3.6654,,
954,0.0084,,183.0,0.851,19.32,3.72,-6493.0,4.9823,1.8657,18.9489,,9.5798,85.7204,9.0811,0.2358,50.6151,7.8531,64.1481,117.6492,1.6544,2.2227,0.8641,8.291,9.4556,19.9649,12.759,8.5895,5.3786,11.22,1.08,5.4331,0.5334,2.7988,1.3407,16.0047,2.5445,,156.8163
955,0.0114,,967.0,0.839,20.87,10.25,-5743.25,1.8897,1.9885,25.9429,,9.2629,83.6367,8.8562,0.2416,50.2577,6.3413,64.0201,118.4858,1.0412,3.1584,1.1688,8.1125,16.0945,35.6063,36.4909,3.278,3.938,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,2.6506,0.0208,155.0576
956,0.007,,493.0,0.247,20.19,8.0,-5364.0,5.487,2.0192,15.7643,,8.4234,93.8653,8.6611,0.0702,57.8485,,76.2508,125.9348,1.1571,1.863,0.7156,2.363,7.3664,45.7327,10.0668,9.5024,4.1837,14.39,1.06,6.0512,0.4495,3.5905,1.4537,28.8477,131.4529,,
957,0.0184,,791.0,0.453,14.87,9.99,-5501.0,3.9912,1.9872,19.1745,,10.1786,83.4093,8.3663,0.1363,50.4972,,64.741,117.9414,1.1571,2.5175,1.9192,4.4064,13.5177,28.0751,23.5177,6.967,5.5345,16.23,0.87,7.0941,0.3417,4.0671,1.1829,34.4812,2.6564,0.026,
958,0.0115,,322.0,0.338,20.78,6.28,-5537.0,4.5562,1.985,19.5117,,8.7027,85.188,8.9562,0.1151,50.1992,4.9035,63.901,118.0178,1.0412,2.6329,1.1789,3.1716,6.5925,43.7444,12.6864,8.073,5.8456,18.02,0.83,7.1964,0.3244,4.5661,1.1374,15.4662,3.0979,,154.5423
959,0.0062,,469.0,0.237,16.22,4.56,-5423.25,3.9502,2.0023,18.3632,,8.2755,84.3441,8.9833,0.0721,50.6379,,64.7846,119.6042,1.2804,2.3253,0.6355,2.2761,5.4961,35.5619,17.6475,6.6147,5.7361,13.52,0.72,6.398,0.3438,3.3114,0.9653,33.2177,3.577,,
960,0.0107,,2099.0,0.378,25.39,17.95,-4682.0,1.759,1.9882,25.9429,,7.2377,87.1083,8.7779,0.1207,50.0922,,64.4107,118.0094,1.2804,3.1584,1.1018,3.6235,6.4303,86.046,22.1725,2.9852,6.4735,16.6,1.83,7.3599,0.658,4.137,2.3215,15.4662,2.2773,0.0178,
961,0.0103,,377.0,0.24,17.32,2.74,-6469.5,0.7712,1.8835,15.7643,,7.984,84.7188,8.7073,0.0789,50.2823,,64.6813,118.294,1.2804,1.863,1.0584,2.2885,4.1674,19.7551,10.2332,1.3366,15.3228,16.23,0.87,7.0941,0.3417,4.0671,1.1829,48.7292,2.7936,,
962,0.0047,,300.0,0.214,19.28,5.4,-5305.0,4.8635,1.9952,18.3632,,8.5925,83.5182,8.6149,0.065,50.3917,,64.2488,118.0712,1.2804,2.3253,0.4807,2.0339,8.3052,19.5265,14.2285,8.2974,1.7922,13.51,1.28,5.6555,0.5601,3.4205,1.7295,15.4662,3.2617,0.0174,
963,0.0176,,355.0,1.187,19.98,4.75,-5671.25,2.7829,2.014,30.8411,,9.4994,85.4838,8.7401,0.328,50.0631,5.6418,64.3756,118.0474,1.1571,4.3569,1.8409,11.5012,13.7728,22.2464,26.4374,4.7112,4.3024,21.19,2.25,9.2049,0.9926,5.3453,2.8079,33.8694,3.1446,,156.0598
964,0.0087,,837.0,1.1,14.87,5.08,-5614.75,4.1262,1.9682,19.5117,,9.8383,86.0222,9.2016,0.309,50.5239,6.5694,64.0447,118.1136,0.7154,2.6329,0.8944,10.7735,10.9362,20.785,21.9985,7.122,6.0584,16.23,0.87,7.0941,0.3417,4.0671,1.1829,28.0142,3.2617,0.0219,153.7923
965,0.0088,,454.0,0.273,12.18,4.51,-5459.75,3.3569,1.9815,20.667,,7.1322,83.9932,9.0639,0.0674,50.2254,3.6293,63.9159,118.7654,0.7154,2.6372,0.9014,2.6698,5.2622,22.868,12.039,5.7806,7.0659,14.89,0.98,6.9431,0.3811,3.7161,1.3385,31.8135,2.0635,,154.3927
966,0.0051,,865.0,0.45,16.63,3.11,-5504.75,3.5046,2.0092,22.6751,,8.3821,86.0222,9.2016,0.1253,50.5239,6.2567,64.0447,118.1136,1.0412,2.9678,0.5184,4.3031,5.0112,23.1491,17.4566,6.2841,8.1752,16.23,0.87,7.0941,0.3417,4.0671,1.1829,12.1352,1.9689,,150.5873
967,0.0097,,929.0,0.261,13.65,3.27,-5648.25,4.0287,1.996,19.4007,,8.4392,84.3441,8.9833,0.0835,50.6379,,64.7846,119.6042,1.2804,2.6243,0.9894,2.4963,5.0524,18.2919,7.2587,6.9032,5.7322,16.23,0.87,7.0941,0.3417,4.0671,1.1829,28.8269,3.2617,,
968,0.0166,,371.0,0.565,27.53,7.19,-5300.25,4.9693,1.9735,19.5809,,9.4213,84.5333,8.8078,0.1578,50.2326,7.5279,63.94,118.5778,0.7154,2.693,1.729,5.4405,12.9152,28.3646,22.6318,8.797,4.9444,15.11,1.02,7.2283,0.3884,3.7837,1.3982,15.4662,2.6506,,151.3151
969,0.0119,,834.0,0.556,25.72,6.12,-5121.5,3.9848,1.9975,18.9489,,9.8802,84.9121,8.1166,0.1711,50.4608,6.6103,64.5548,118.2426,1.2804,2.2227,1.2191,5.3144,10.718,25.1104,18.936,6.9024,3.9156,16.23,0.87,7.0941,0.3417,4.0671,1.1829,67.9355,2.6506,,148.5165
970,0.006,,4361.0,0.218,19.74,4.68,-5491.75,4.1475,1.9947,18.0762,,8.2637,83.5811,8.6068,0.0859,50.6355,4.5228,64.6913,118.2942,1.1571,2.481,0.6092,2.0688,6.5021,40.7308,21.5064,7.0168,7.2576,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,2.7936,0.0223,150.4633
971,0.0049,,726.0,1.057,15.95,5.6,-5409.0,2.0045,2.0023,25.9429,,9.7835,85.7132,9.0606,0.3309,50.5004,4.3649,64.0248,117.9764,0.7154,3.1584,0.498,10.3436,12.25,14.7673,23.5531,3.4546,5.5986,16.23,0.87,7.0941,0.3417,4.0671,1.1829,,3.2617,,157.9727
972,0.0123,,1175.0,0.186,15.55,3.9,-5274.25,4.0898,1.9962,18.0762,,8.2336,84.5509,9.6136,0.0569,50.9199,4.5398,64.7472,119.5168,1.1571,2.481,1.2675,1.7663,6.3821,30.7337,15.8093,6.9163,5.0412,16.23,0.87,7.0941,0.3417,4.0671,1.1829,13.678,3.6654,,150.1738
973,0.0112,,372.0,0.864,27.32,8.07,-5339.0,2.5542,2.023,18.0762,,10.1571,85.4487,8.6695,0.2462,50.2081,7.1852,63.7619,118.1258,1.2804,2.481,1.1462,8.3987,14.6836,28.7585,17.1689,4.5313,4.2291,15.11,1.48,6.2318,0.582,3.6417,2.0059,15.4662,2.4626,,154.1558
974,0.0092,,2779.0,0.372,26.54,10.27,-5966.75,3.1225,1.9795,18.3632,,8.0872,87.1083,8.7779,0.115,50.0922,,64.4107,118.0094,0.7154,2.3253,0.9405,3.5279,8.1094,32.1493,22.422,5.3414,7.0419,15.11,1.18,7.0096,0.4967,3.7364,1.5943,16.2667,3.4002,,
975,0.0102,,297.0,0.243,21.25,5.38,-6351.0,1.6912,1.8867,19.5117,,8.1285,85.7132,9.0606,0.0774,50.5004,4.8368,64.0248,117.9764,0.7154,2.6329,1.0534,2.361,6.3781,33.6831,11.9955,2.8725,8.5245,18.97,0.87,8.4788,0.3415,4.6012,1.1489,15.4662,3.2617,,149.9149
976,0.0051,0.0414,1273.0,0.623,15.67,4.51,-5623.5,3.5112,1.9962,20.167,0.0119,9.0933,85.2836,8.8331,0.166,50.8216,,64.3688,116.0982,1.4933,2.5497,0.5211,5.9676,10.0402,19.0244,14.0433,5.9644,2.752,15.68,1.33,7.7507,0.5332,3.887,1.8217,73.899,2.7629,,
977,0.0372,0.0306,1736.0,0.277,19.53,6.53,-5303.0,1.3922,1.9805,18.447,0.0113,8.0173,85.822,9.0776,0.0785,50.4667,,64.059,118.0494,1.1571,2.2841,3.8309,2.6041,5.427,54.4256,16.1453,2.3968,4.9785,16.14,0.78,7.7172,0.309,3.9393,1.0756,20.2672,2.1846,0.0348,
978,0.0116,,364.0,0.948,18.43,6.62,-5675.0,3.2713,2.0015,19.4007,,9.243,83.6681,8.8546,0.2618,50.739,,64.5531,118.3618,1.4933,2.6243,1.197,9.1352,15.739,24.1782,23.0086,5.6332,5.9571,19.71,1.3,8.7055,0.5178,4.8149,1.7456,22.2035,2.0635,0.02,
979,0.0054,,1271.0,1.207,14.5,4.01,-5439.25,4.3794,1.9725,19.4007,,9.9205,84.8185,8.9979,0.3404,50.5682,,64.3519,118.4998,0.7154,2.6243,0.5518,11.7566,13.0126,24.7028,28.3403,7.3378,10.4204,15.91,1.0,7.1614,0.3767,3.979,1.3605,25.91,3.312,0.0237,
980,0.0108,,1257.0,0.204,16.93,3.32,-5949.25,4.1945,1.9893,19.5809,,8.5577,85.5485,8.8548,0.0623,50.1588,,63.7216,117.9246,1.4933,2.693,1.1059,1.9423,5.7283,10.1763,13.5936,7.1324,4.1941,16.23,0.87,7.0941,0.3417,4.0671,1.1829,34.8463,2.5165,0.0202,
981,0.0057,,2867.0,0.272,15.26,9.23,-6189.75,3.8312,2.001,19.5117,,8.2727,84.6838,9.0425,0.0787,50.7493,,64.4947,117.7228,1.4933,2.6329,0.5845,2.5945,8.4325,52.9078,16.0031,6.4266,5.4908,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,131.4529,,
982,0.0112,,662.0,0.3,23.9,5.72,-5125.75,1.6808,2.0038,19.5809,,8.3836,83.4093,8.3663,0.0931,50.4972,,64.741,117.9414,1.4933,2.693,1.1499,2.8817,7.5797,41.2883,9.3404,2.8757,3.1878,12.35,0.78,5.4686,0.3073,3.0901,1.0492,15.4662,131.4529,,
983,0.0105,,384.0,0.414,15.17,5.81,-5387.0,2.093,1.998,20.4491,,7.5911,83.4093,8.3663,0.1093,50.4972,,64.741,117.9414,1.4933,2.5978,1.076,3.9814,6.7871,31.4421,16.5012,3.5728,5.2483,17.69,1.12,7.0096,0.4739,4.3744,1.5118,15.4662,2.7936,,
984,0.012,,1424.0,0.229,20.69,7.89,-5145.25,1.7542,1.973,20.4491,,7.3106,84.7907,8.9191,0.0696,50.6581,,64.4096,118.3818,1.4933,2.5978,1.2348,2.2081,6.0468,30.6024,15.928,3.0216,6.9579,18.16,1.34,7.8706,0.5401,4.3484,1.8029,17.0947,2.1429,0.0088,
985,0.0054,,484.0,0.25,25.04,7.7,-5548.25,3.6955,2.0042,9.1013,,8.9793,83.6681,8.8546,0.0851,50.739,,64.5531,118.3618,1.1571,0.9609,0.5481,2.3753,8.5496,38.2634,37.6327,6.3496,6.8694,,,,,,,15.4662,2.8688,0.0162,
986,0.0103,,1054.0,0.5,16.64,10.32,-5648.0,3.8548,2.0227,18.3632,,9.4101,84.052,8.8581,0.1484,50.137,,64.6559,117.8936,0.9665,2.3253,1.0573,4.8047,17.9377,35.3704,22.4803,6.5086,5.2317,16.02,0.46,6.6619,0.1897,3.9815,0.6418,15.4662,4.0477,,
987,0.0172,,541.0,1.126,10.04,7.07,-6445.0,3.2988,1.8847,15.1502,,9.2286,86.0222,9.2016,0.2942,50.5239,7.1001,64.0447,118.1136,0.9665,1.7564,1.7886,11.078,12.9477,41.4387,23.7291,5.5651,4.5112,20.68,0.93,9.2278,0.3435,5.057,1.2005,15.4662,2.3911,,160.5119
988,0.0115,,420.0,1.319,22.33,3.78,-5441.5,3.862,2.0122,16.4729,,9.0635,84.5509,9.6136,0.3719,50.9199,6.8939,64.7472,119.5168,1.4933,2.0115,1.1769,12.8398,13.7082,15.2778,27.9095,6.6669,5.8475,16.66,1.85,7.0487,0.7651,4.0992,2.4748,15.4662,2.6506,,152.6493
989,0.0108,,549.0,0.443,30.24,8.51,-5482.5,4.081,2.0183,17.5121,,8.2801,85.2826,8.1161,0.1251,50.4944,,64.5502,118.3048,1.4933,2.41,1.1152,4.1783,7.1562,26.4738,31.6384,6.8914,5.6338,13.46,1.08,6.3274,0.3971,3.4296,1.487,15.4662,3.6826,0.017,
990,0.0149,,595.0,1.287,17.37,12.13,-5307.5,3.9228,1.9837,19.5809,,10.0575,86.0222,9.2016,0.4343,50.5239,7.9999,64.0447,118.1136,0.9665,2.693,1.5432,12.671,17.3037,38.8001,22.1172,6.5651,4.4564,16.23,0.87,7.0941,0.3417,4.0671,1.1829,32.8059,3.577,,156.2715
991,0.0098,,390.0,0.355,13.77,6.4,-5648.25,3.8898,1.9945,18.3632,,8.7432,84.3441,8.9833,0.1022,50.6379,,64.7846,119.6042,1.4933,2.3253,1.0037,3.407,7.8734,25.8286,8.4358,6.5674,8.0642,18.85,1.83,8.2324,0.7498,4.6602,2.4117,15.4662,3.577,0.02,
992,0.0083,,648.0,0.296,18.49,9.27,-5471.75,4.061,2.0145,20.4491,,8.0622,84.1896,8.8519,0.079,50.1963,,64.6928,118.031,0.9665,2.5978,0.8475,2.7954,6.2739,59.4751,10.8642,6.9709,5.3975,18.38,0.16,8.7779,0.068,4.5202,0.2206,27.7386,3.7154,,
993,0.017,,414.0,1.198,23.29,5.24,-5399.25,3.2738,1.9785,19.4007,,9.3714,84.4905,8.7997,0.3175,50.5147,,64.3568,118.489,0.9665,2.6243,1.7657,11.6591,15.0494,18.567,21.0677,5.6257,3.17,16.23,0.87,7.0941,0.3417,4.0671,1.1829,15.4662,2.6198,,
994,0.0151,,483.0,1.15,20.1,5.22,-5707.0,3.8862,1.9713,17.8031,,9.8158,87.1083,8.7779,0.3031,50.0922,,64.4107,118.0094,0.9665,2.1981,1.5687,11.1164,13.7804,22.4932,27.6718,6.5256,4.3075,15.9,1.92,6.7464,0.7783,3.8716,2.5771,18.2259,131.4529,,
995,0.0126,,996.0,,,,-5420.25,3.364,1.9523,,,8.4086,83.7568,8.2981,,50.628,,64.638,119.9514,1.1571,,1.2939,,,,,5.9887,3.5445,17.79,1.25,7.8002,0.5539,4.2965,1.7011,12.3842,4.4838,,
996,0.0061,,163.0,0.292,15.94,5.31,-5525.0,4.5148,1.9858,15.8475,,8.8926,83.7179,8.7015,0.0827,50.6219,,64.4228,118.504,0.9665,1.8436,0.621,2.8271,5.8346,24.4986,19.7834,7.5474,2.5209,21.75,0.86,9.5614,0.3132,5.4328,1.1822,15.4662,3.0979,,
997,0.0123,,332.0,0.207,23.42,5.03,-5327.5,1.6949,1.999,18.3632,,8.3423,85.2826,8.1161,0.0667,50.4944,,64.5502,118.3048,0.9665,2.3253,1.2635,1.9589,6.4553,19.082,22.5516,2.8895,6.6025,16.12,0.64,6.9866,0.2751,4.0169,0.8942,22.9716,3.577,0.026,
998,0.0129,,1445.0,1.223,18.44,8.27,-5194.75,4.1368,1.9765,19.4422,,9.6496,93.8653,8.6611,0.3417,57.8485,,76.2508,125.9348,0.9665,2.5085,1.3401,11.8439,14.5563,27.35,26.1908,6.9287,4.4477,19.22,0.64,9.3244,0.2446,4.8944,0.8969,15.4662,3.9387,0.0096,
999,0.0044,,123.0,0.275,19.42,5.19,-6411.0,3.7612,1.8733,28.4987,,8.6132,85.7204,9.0811,0.0763,50.6151,5.506,64.1481,117.6492,0.9665,3.5528,0.4496,2.582,6.3157,48.7763,8.4877,6.525,3.7214,16.48,1.38,7.7074,0.5075,4.0053,1.7475,15.4662,3.7567,,143.9189
1000,0.0102,,456.0,0.303,21.3,4.39,-5339.5,3.6202,2.0057,19.5809,,8.4733,85.2826,8.1161,0.0856,50.4944,,64.5502,118.3048,0.6244,2.693,1.0482,2.9073,5.4644,22.8961,7.1707,6.0986,3.2143,11.83,0.84,4.9643,0.3596,2.9683,1.1298,15.4662,3.2617,,
1001,0.0117,,822.0,0.421,13.34,4.97,-5443.25,4.8158,2.009,19.1745,,10.1109,84.3084,8.3591,0.134,50.3996,,64.5242,117.9356,0.6244,2.5175,1.1947,4.0654,11.4086,14.6583,12.9923,8.4689,3.8447,18.64,0.71,7.9236,0.2822,4.7017,0.9224,10.8075,3.3367,,
1002,0.0085,,600.0,0.251,21.22,8.21,-5776.75,3.9322,2.0132,17.8031,,7.7615,84.525,8.7932,0.0706,50.1146,,63.7758,118.023,0.6244,2.1981,0.8713,2.3383,6.4009,45.3782,6.9198,6.5875,2.7611,17.06,0.77,7.7153,0.2942,4.3024,1.0739,15.4662,3.7567,,
1003,0.0057,,511.0,0.233,20.35,4.12,-5352.75,4.724,1.9948,25.4956,,8.956,84.052,8.8581,0.0718,50.137,,64.6559,117.8936,0.6244,3.1949,0.5866,2.2158,5.1127,24.2788,9.089,8.0606,3.3169,22.23,1.25,10.0136,0.5377,5.6231,1.6844,15.4662,3.2617,,
1004,0.0203,,485.0,1.182,23.39,5.44,-5352.5,3.3598,1.995,17.8031,,9.5601,84.7176,8.7373,0.3283,50.5598,,64.3447,118.3632,0.6244,2.1981,2.1129,11.4598,13.7663,26.7341,38.0261,5.751,3.3796,18.45,1.36,8.4513,0.5624,4.6683,1.689,20.0787,2.6198,0.0552,
1005,0.0098,,391.0,0.626,18.55,13.42,-5187.75,4.8245,1.9772,16.4196,,9.8504,84.7176,8.7373,0.1767,50.5598,,64.3447,118.3632,1.2904,2.1823,1.0089,6.0723,19.9443,50.0686,16.841,8.3559,3.3071,9.28,0.64,4.2721,0.2503,2.3052,0.874,17.9213,131.4529,,
1006,0.0086,,1009.0,0.36,19.82,5.95,-5546.25,4.0651,2.019,18.3632,,8.5256,85.2826,8.1161,0.1007,50.4944,,64.5502,118.3048,0.6244,2.3253,0.8834,3.4405,8.2028,21.1096,25.5395,7.0697,5.1661,16.53,1.23,6.3414,0.4626,4.0639,1.6844,20.3111,3.577,,
1007,0.0103,,366.0,0.241,15.61,5.17,-5588.0,1.9829,1.9783,27.6399,,8.8935,84.5987,8.8836,0.0645,50.0944,10.4279,63.7488,117.878,1.4641,3.38,1.0579,2.2763,5.231,24.1537,29.7567,3.4698,3.9673,,,,,,,22.9485,3.6281,,146.0182
